"Label","Baldwin County, Alabama!!Total!!Estimate","Baldwin County, Alabama!!Total!!Margin of Error","Baldwin County, Alabama!!Percent!!Estimate","Baldwin County, Alabama!!Percent!!Margin of Error","Baldwin County, Alabama!!Male!!Estimate","Baldwin County, Alabama!!Male!!Margin of Error","Baldwin County, Alabama!!Percent Male!!Estimate","Baldwin County, Alabama!!Percent Male!!Margin of Error","Baldwin County, Alabama!!Female!!Estimate","Baldwin County, Alabama!!Female!!Margin of Error","Baldwin County, Alabama!!Percent Female!!Estimate","Baldwin County, Alabama!!Percent Female!!Margin of Error","Calhoun County, Alabama!!Total!!Estimate","Calhoun County, Alabama!!Total!!Margin of Error","Calhoun County, Alabama!!Percent!!Estimate","Calhoun County, Alabama!!Percent!!Margin of Error","Calhoun County, Alabama!!Male!!Estimate","Calhoun County, Alabama!!Male!!Margin of Error","Calhoun County, Alabama!!Percent Male!!Estimate","Calhoun County, Alabama!!Percent Male!!Margin of Error","Calhoun County, Alabama!!Female!!Estimate","Calhoun County, Alabama!!Female!!Margin of Error","Calhoun County, Alabama!!Percent Female!!Estimate","Calhoun County, Alabama!!Percent Female!!Margin of Error","Cullman County, Alabama!!Total!!Estimate","Cullman County, Alabama!!Total!!Margin of Error","Cullman County, Alabama!!Percent!!Estimate","Cullman County, Alabama!!Percent!!Margin of Error","Cullman County, Alabama!!Male!!Estimate","Cullman County, Alabama!!Male!!Margin of Error","Cullman County, Alabama!!Percent Male!!Estimate","Cullman County, Alabama!!Percent Male!!Margin of Error","Cullman County, Alabama!!Female!!Estimate","Cullman County, Alabama!!Female!!Margin of Error","Cullman County, Alabama!!Percent Female!!Estimate","Cullman County, Alabama!!Percent Female!!Margin of Error","DeKalb County, Alabama!!Total!!Estimate","DeKalb County, Alabama!!Total!!Margin of Error","DeKalb County, Alabama!!Percent!!Estimate","DeKalb County, Alabama!!Percent!!Margin of Error","DeKalb County, Alabama!!Male!!Estimate","DeKalb County, Alabama!!Male!!Margin of Error","DeKalb County, Alabama!!Percent Male!!Estimate","DeKalb County, Alabama!!Percent Male!!Margin of Error","DeKalb County, Alabama!!Female!!Estimate","DeKalb County, Alabama!!Female!!Margin of Error","DeKalb County, Alabama!!Percent Female!!Estimate","DeKalb County, Alabama!!Percent Female!!Margin of Error","Elmore County, Alabama!!Total!!Estimate","Elmore County, Alabama!!Total!!Margin of Error","Elmore County, Alabama!!Percent!!Estimate","Elmore County, Alabama!!Percent!!Margin of Error","Elmore County, Alabama!!Male!!Estimate","Elmore County, Alabama!!Male!!Margin of Error","Elmore County, Alabama!!Percent Male!!Estimate","Elmore County, Alabama!!Percent Male!!Margin of Error","Elmore County, Alabama!!Female!!Estimate","Elmore County, Alabama!!Female!!Margin of Error","Elmore County, Alabama!!Percent Female!!Estimate","Elmore County, Alabama!!Percent Female!!Margin of Error","Etowah County, Alabama!!Total!!Estimate","Etowah County, Alabama!!Total!!Margin of Error","Etowah County, Alabama!!Percent!!Estimate","Etowah County, Alabama!!Percent!!Margin of Error","Etowah County, Alabama!!Male!!Estimate","Etowah County, Alabama!!Male!!Margin of Error","Etowah County, Alabama!!Percent Male!!Estimate","Etowah County, Alabama!!Percent Male!!Margin of Error","Etowah County, Alabama!!Female!!Estimate","Etowah County, Alabama!!Female!!Margin of Error","Etowah County, Alabama!!Percent Female!!Estimate","Etowah County, Alabama!!Percent Female!!Margin of Error","Houston County, Alabama!!Total!!Estimate","Houston County, Alabama!!Total!!Margin of Error","Houston County, Alabama!!Percent!!Estimate","Houston County, Alabama!!Percent!!Margin of Error","Houston County, Alabama!!Male!!Estimate","Houston County, Alabama!!Male!!Margin of Error","Houston County, Alabama!!Percent Male!!Estimate","Houston County, Alabama!!Percent Male!!Margin of Error","Houston County, Alabama!!Female!!Estimate","Houston County, Alabama!!Female!!Margin of Error","Houston County, Alabama!!Percent Female!!Estimate","Houston County, Alabama!!Percent Female!!Margin of Error","Jefferson County, Alabama!!Total!!Estimate","Jefferson County, Alabama!!Total!!Margin of Error","Jefferson County, Alabama!!Percent!!Estimate","Jefferson County, Alabama!!Percent!!Margin of Error","Jefferson County, Alabama!!Male!!Estimate","Jefferson County, Alabama!!Male!!Margin of Error","Jefferson County, Alabama!!Percent Male!!Estimate","Jefferson County, Alabama!!Percent Male!!Margin of Error","Jefferson County, Alabama!!Female!!Estimate","Jefferson County, Alabama!!Female!!Margin of Error","Jefferson County, Alabama!!Percent Female!!Estimate","Jefferson County, Alabama!!Percent Female!!Margin of Error","Lauderdale County, Alabama!!Total!!Estimate","Lauderdale County, Alabama!!Total!!Margin of Error","Lauderdale County, Alabama!!Percent!!Estimate","Lauderdale County, Alabama!!Percent!!Margin of Error","Lauderdale County, Alabama!!Male!!Estimate","Lauderdale County, Alabama!!Male!!Margin of Error","Lauderdale County, Alabama!!Percent Male!!Estimate","Lauderdale County, Alabama!!Percent Male!!Margin of Error","Lauderdale County, Alabama!!Female!!Estimate","Lauderdale County, Alabama!!Female!!Margin of Error","Lauderdale County, Alabama!!Percent Female!!Estimate","Lauderdale County, Alabama!!Percent Female!!Margin of Error","Lee County, Alabama!!Total!!Estimate","Lee County, Alabama!!Total!!Margin of Error","Lee County, Alabama!!Percent!!Estimate","Lee County, Alabama!!Percent!!Margin of Error","Lee County, Alabama!!Male!!Estimate","Lee County, Alabama!!Male!!Margin of Error","Lee County, Alabama!!Percent Male!!Estimate","Lee County, Alabama!!Percent Male!!Margin of Error","Lee County, Alabama!!Female!!Estimate","Lee County, Alabama!!Female!!Margin of Error","Lee County, Alabama!!Percent Female!!Estimate","Lee County, Alabama!!Percent Female!!Margin of Error","Limestone County, Alabama!!Total!!Estimate","Limestone County, Alabama!!Total!!Margin of Error","Limestone County, Alabama!!Percent!!Estimate","Limestone County, Alabama!!Percent!!Margin of Error","Limestone County, Alabama!!Male!!Estimate","Limestone County, Alabama!!Male!!Margin of Error","Limestone County, Alabama!!Percent Male!!Estimate","Limestone County, Alabama!!Percent Male!!Margin of Error","Limestone County, Alabama!!Female!!Estimate","Limestone County, Alabama!!Female!!Margin of Error","Limestone County, Alabama!!Percent Female!!Estimate","Limestone County, Alabama!!Percent Female!!Margin of Error","Madison County, Alabama!!Total!!Estimate","Madison County, Alabama!!Total!!Margin of Error","Madison County, Alabama!!Percent!!Estimate","Madison County, Alabama!!Percent!!Margin of Error","Madison County, Alabama!!Male!!Estimate","Madison County, Alabama!!Male!!Margin of Error","Madison County, Alabama!!Percent Male!!Estimate","Madison County, Alabama!!Percent Male!!Margin of Error","Madison County, Alabama!!Female!!Estimate","Madison County, Alabama!!Female!!Margin of Error","Madison County, Alabama!!Percent Female!!Estimate","Madison County, Alabama!!Percent Female!!Margin of Error","Marshall County, Alabama!!Total!!Estimate","Marshall County, Alabama!!Total!!Margin of Error","Marshall County, Alabama!!Percent!!Estimate","Marshall County, Alabama!!Percent!!Margin of Error","Marshall County, Alabama!!Male!!Estimate","Marshall County, Alabama!!Male!!Margin of Error","Marshall County, Alabama!!Percent Male!!Estimate","Marshall County, Alabama!!Percent Male!!Margin of Error","Marshall County, Alabama!!Female!!Estimate","Marshall County, Alabama!!Female!!Margin of Error","Marshall County, Alabama!!Percent Female!!Estimate","Marshall County, Alabama!!Percent Female!!Margin of Error","Mobile County, Alabama!!Total!!Estimate","Mobile County, Alabama!!Total!!Margin of Error","Mobile County, Alabama!!Percent!!Estimate","Mobile County, Alabama!!Percent!!Margin of Error","Mobile County, Alabama!!Male!!Estimate","Mobile County, Alabama!!Male!!Margin of Error","Mobile County, Alabama!!Percent Male!!Estimate","Mobile County, Alabama!!Percent Male!!Margin of Error","Mobile County, Alabama!!Female!!Estimate","Mobile County, Alabama!!Female!!Margin of Error","Mobile County, Alabama!!Percent Female!!Estimate","Mobile County, Alabama!!Percent Female!!Margin of Error","Montgomery County, Alabama!!Total!!Estimate","Montgomery County, Alabama!!Total!!Margin of Error","Montgomery County, Alabama!!Percent!!Estimate","Montgomery County, Alabama!!Percent!!Margin of Error","Montgomery County, Alabama!!Male!!Estimate","Montgomery County, Alabama!!Male!!Margin of Error","Montgomery County, Alabama!!Percent Male!!Estimate","Montgomery County, Alabama!!Percent Male!!Margin of Error","Montgomery County, Alabama!!Female!!Estimate","Montgomery County, Alabama!!Female!!Margin of Error","Montgomery County, Alabama!!Percent Female!!Estimate","Montgomery County, Alabama!!Percent Female!!Margin of Error","Morgan County, Alabama!!Total!!Estimate","Morgan County, Alabama!!Total!!Margin of Error","Morgan County, Alabama!!Percent!!Estimate","Morgan County, Alabama!!Percent!!Margin of Error","Morgan County, Alabama!!Male!!Estimate","Morgan County, Alabama!!Male!!Margin of Error","Morgan County, Alabama!!Percent Male!!Estimate","Morgan County, Alabama!!Percent Male!!Margin of Error","Morgan County, Alabama!!Female!!Estimate","Morgan County, Alabama!!Female!!Margin of Error","Morgan County, Alabama!!Percent Female!!Estimate","Morgan County, Alabama!!Percent Female!!Margin of Error","St. Clair County, Alabama!!Total!!Estimate","St. Clair County, Alabama!!Total!!Margin of Error","St. Clair County, Alabama!!Percent!!Estimate","St. Clair County, Alabama!!Percent!!Margin of Error","St. Clair County, Alabama!!Male!!Estimate","St. Clair County, Alabama!!Male!!Margin of Error","St. Clair County, Alabama!!Percent Male!!Estimate","St. Clair County, Alabama!!Percent Male!!Margin of Error","St. Clair County, Alabama!!Female!!Estimate","St. Clair County, Alabama!!Female!!Margin of Error","St. Clair County, Alabama!!Percent Female!!Estimate","St. Clair County, Alabama!!Percent Female!!Margin of Error","Shelby County, Alabama!!Total!!Estimate","Shelby County, Alabama!!Total!!Margin of Error","Shelby County, Alabama!!Percent!!Estimate","Shelby County, Alabama!!Percent!!Margin of Error","Shelby County, Alabama!!Male!!Estimate","Shelby County, Alabama!!Male!!Margin of Error","Shelby County, Alabama!!Percent Male!!Estimate","Shelby County, Alabama!!Percent Male!!Margin of Error","Shelby County, Alabama!!Female!!Estimate","Shelby County, Alabama!!Female!!Margin of Error","Shelby County, Alabama!!Percent Female!!Estimate","Shelby County, Alabama!!Percent Female!!Margin of Error","Talladega County, Alabama!!Total!!Estimate","Talladega County, Alabama!!Total!!Margin of Error","Talladega County, Alabama!!Percent!!Estimate","Talladega County, Alabama!!Percent!!Margin of Error","Talladega County, Alabama!!Male!!Estimate","Talladega County, Alabama!!Male!!Margin of Error","Talladega County, Alabama!!Percent Male!!Estimate","Talladega County, Alabama!!Percent Male!!Margin of Error","Talladega County, Alabama!!Female!!Estimate","Talladega County, Alabama!!Female!!Margin of Error","Talladega County, Alabama!!Percent Female!!Estimate","Talladega County, Alabama!!Percent Female!!Margin of Error","Tuscaloosa County, Alabama!!Total!!Estimate","Tuscaloosa County, Alabama!!Total!!Margin of Error","Tuscaloosa County, Alabama!!Percent!!Estimate","Tuscaloosa County, Alabama!!Percent!!Margin of Error","Tuscaloosa County, Alabama!!Male!!Estimate","Tuscaloosa County, Alabama!!Male!!Margin of Error","Tuscaloosa County, Alabama!!Percent Male!!Estimate","Tuscaloosa County, Alabama!!Percent Male!!Margin of Error","Tuscaloosa County, Alabama!!Female!!Estimate","Tuscaloosa County, Alabama!!Female!!Margin of Error","Tuscaloosa County, Alabama!!Percent Female!!Estimate","Tuscaloosa County, Alabama!!Percent Female!!Margin of Error","Walker County, Alabama!!Total!!Estimate","Walker County, Alabama!!Total!!Margin of Error","Walker County, Alabama!!Percent!!Estimate","Walker County, Alabama!!Percent!!Margin of Error","Walker County, Alabama!!Male!!Estimate","Walker County, Alabama!!Male!!Margin of Error","Walker County, Alabama!!Percent Male!!Estimate","Walker County, Alabama!!Percent Male!!Margin of Error","Walker County, Alabama!!Female!!Estimate","Walker County, Alabama!!Female!!Margin of Error","Walker County, Alabama!!Percent Female!!Estimate","Walker County, Alabama!!Percent Female!!Margin of Error","United States!!Total!!Estimate","United States!!Total!!Margin of Error","United States!!Percent!!Estimate","United States!!Percent!!Margin of Error","United States!!Male!!Estimate","United States!!Male!!Margin of Error","United States!!Percent Male!!Estimate","United States!!Percent Male!!Margin of Error","United States!!Female!!Estimate","United States!!Female!!Margin of Error","United States!!Percent Female!!Estimate","United States!!Percent Female!!Margin of Error"
"Total population","223,234","*****","(X)","(X)","109,192","±1,466","(X)","(X)","114,042","±1,466","(X)","(X)","113,605","*****","(X)","(X)","54,285","±701","(X)","(X)","59,320","±701","(X)","(X)","83,768","*****","(X)","(X)","40,579","±905","(X)","(X)","43,189","±905","(X)","(X)","71,513","*****","(X)","(X)","35,688","±884","(X)","(X)","35,825","±884","(X)","(X)","81,209","*****","(X)","(X)","40,060","±882","(X)","(X)","41,149","±882","(X)","(X)","102,268","*****","(X)","(X)","49,278","±648","(X)","(X)","52,990","±648","(X)","(X)","105,882","*****","(X)","(X)","50,666","±251","(X)","(X)","55,216","±251","(X)","(X)","658,573","*****","(X)","(X)","310,898","±947","(X)","(X)","347,675","±947","(X)","(X)","92,729","*****","(X)","(X)","44,783","±527","(X)","(X)","47,946","±527","(X)","(X)","164,542","*****","(X)","(X)","82,405","±1,018","(X)","(X)","82,137","±1,018","(X)","(X)","98,915","*****","(X)","(X)","48,960","±862","(X)","(X)","49,955","±862","(X)","(X)","372,909","*****","(X)","(X)","181,052","±602","(X)","(X)","191,857","±602","(X)","(X)","96,774","*****","(X)","(X)","46,375","±357","(X)","(X)","50,399","±357","(X)","(X)","413,210","*****","(X)","(X)","196,310","±1,468","(X)","(X)","216,900","±1,468","(X)","(X)","226,486","*****","(X)","(X)","106,829","±652","(X)","(X)","119,657","±652","(X)","(X)","119,679","*****","(X)","(X)","58,883","±1,411","(X)","(X)","60,796","±1,411","(X)","(X)","89,512","*****","(X)","(X)","43,256","±1,541","(X)","(X)","46,256","±1,541","(X)","(X)","217,702","*****","(X)","(X)","105,158","±886","(X)","(X)","112,544","±886","(X)","(X)","79,978","*****","(X)","(X)","39,620","±999","(X)","(X)","40,358","±999","(X)","(X)","209,355","*****","(X)","(X)","100,902","±1,456","(X)","(X)","108,453","±1,456","(X)","(X)","63,521","*****","(X)","(X)","31,486","±607","(X)","(X)","32,035","±607","(X)","(X)","328,239,523","*****","(X)","(X)","161,588,973","±34,808","(X)","(X)","166,650,550","±34,808","(X)","(X)"
"    AGE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Under 5 years","10,616","±926","4.8%","±0.4","5,735","±840","5.3%","±0.8","4,881","±560","4.3%","±0.5","6,699","±200","5.9%","±0.2","3,359","±470","6.2%","±0.8","3,340","±475","5.6%","±0.8","5,310","±610","6.3%","±0.7","2,323","±115","5.7%","±0.3","2,987","±609","6.9%","±1.3","4,578","±552","6.4%","±0.8","1,942","±537","5.4%","±1.5","2,636","±348","7.4%","±0.9","4,272","±557","5.3%","±0.7","2,445","±503","6.1%","±1.3","1,827","±371","4.4%","±0.9","5,649","±524","5.5%","±0.5","3,013","±413","6.1%","±0.8","2,636","±377","5.0%","±0.7","6,637","±37","6.3%","±0.1","3,416","±146","6.7%","±0.3","3,221","±141","5.8%","±0.2","42,248","±114","6.4%","±0.1","21,353","±260","6.9%","±0.1","20,895","±226","6.0%","±0.1","3,962","±390","4.3%","±0.4","1,982","±180","4.4%","±0.4","1,980","±329","4.1%","±0.7","8,512","±2,505","5.2%","±1.5","5,377","±2,423","6.5%","±2.9","3,135","±347","3.8%","±0.4","5,936","±677","6.0%","±0.7","3,042","±608","6.2%","±1.2","2,894","±568","5.8%","±1.1","21,860","±146","5.9%","±0.1","10,651","±462","5.9%","±0.2","11,209","±470","5.8%","±0.2","6,841","±360","7.1%","±0.4","2,392","±327","5.2%","±0.7","4,449","±217","8.8%","±0.4","27,444","±979","6.6%","±0.2","13,469","±545","6.9%","±0.3","13,975","±948","6.4%","±0.4","14,404","±813","6.4%","±0.4","7,524","±784","7.0%","±0.7","6,880","±187","5.7%","±0.1","7,355","±558","6.1%","±0.5","3,595","±722","6.1%","±1.2","3,760","±792","6.2%","±1.2","5,005","±665","5.6%","±0.7","2,289","±234","5.3%","±0.5","2,716","±736","5.9%","±1.5","11,688","±696","5.4%","±0.3","5,672","±576","5.4%","±0.5","6,016","±563","5.3%","±0.5","4,576","±609","5.7%","±0.8","2,672","±665","6.7%","±1.6","1,904","±408","4.7%","±1.0","12,280","±745","5.9%","±0.4","5,864","±274","5.8%","±0.3","6,416","±663","5.9%","±0.6","3,574","±510","5.6%","±0.8","2,067","±510","6.6%","±1.6","1,507","±206","4.7%","±0.1","19,404,835","±22,314","5.9%","±0.1","9,938,937","±19,654","6.2%","±0.1","9,465,898","±16,480","5.7%","±0.1"
"        5 to 9 years","12,826","±2,513","5.7%","±1.1","5,849","±1,695","5.4%","±1.6","6,977","±1,527","6.1%","±1.3","5,534","±1,301","4.9%","±1.1","3,007","±1,002","5.5%","±1.9","2,527","±761","4.3%","±1.3","4,563","±972","5.4%","±1.2","2,534","±615","6.2%","±1.5","2,029","±575","4.7%","±1.3","4,292","±994","6.0%","±1.4","2,752","±662","7.7%","±1.8","1,540","±731","4.3%","±2.0","6,638","±1,274","8.2%","±1.6","3,459","±870","8.6%","±2.1","3,179","±994","7.7%","±2.3","5,923","±1,170","5.8%","±1.1","2,911","±831","5.9%","±1.7","3,012","±717","5.7%","±1.4","5,847","±549","5.5%","±0.5","2,982","±433","5.9%","±0.9","2,865","±421","5.2%","±0.8","39,554","±2,576","6.0%","±0.4","19,640","±1,884","6.3%","±0.6","19,914","±1,855","5.7%","±0.5","3,711","±840","4.0%","±0.9","1,999","±711","4.5%","±1.6","1,712","±526","3.6%","±1.1","12,662","±2,744","7.7%","±1.7","7,183","±2,022","8.7%","±2.5","5,479","±1,365","6.7%","±1.6","5,541","±1,043","5.6%","±1.1","2,678","±636","5.5%","±1.3","2,863","±822","5.7%","±1.6","20,324","±2,235","5.5%","±0.6","11,002","±1,677","6.1%","±0.9","9,322","±1,636","4.9%","±0.9","6,324","±1,215","6.5%","±1.3","3,024","±680","6.5%","±1.5","3,300","±865","6.5%","±1.7","25,029","±2,537","6.1%","±0.6","11,570","±1,808","5.9%","±0.9","13,459","±1,542","6.2%","±0.7","14,529","±1,625","6.4%","±0.7","6,489","±1,328","6.1%","±1.2","8,040","±1,151","6.7%","±1.0","6,830","±1,327","5.7%","±1.1","3,911","±1,043","6.6%","±1.7","2,919","±671","4.8%","±1.1","5,633","±1,082","6.3%","±1.2","2,169","±604","5.0%","±1.4","3,464","±1,058","7.5%","±2.2","13,264","±1,343","6.1%","±0.6","6,602","±1,153","6.3%","±1.1","6,662","±871","5.9%","±0.8","3,639","±1,170","4.6%","±1.5","1,966","±975","5.0%","±2.5","1,673","±720","4.1%","±1.7","11,986","±1,449","5.7%","±0.7","4,738","±1,066","4.7%","±1.1","7,248","±1,166","6.7%","±1.1","3,530","±756","5.6%","±1.2","2,031","±559","6.5%","±1.7","1,499","±538","4.7%","±1.7","19,690,437","±69,224","6.0%","±0.1","10,033,518","±51,101","6.2%","±0.1","9,656,919","±47,933","5.8%","±0.1"
"        10 to 14 years","14,373","±2,687","6.4%","±1.2","8,901","±2,118","8.2%","±1.9","5,472","±1,356","4.8%","±1.2","7,774","±1,319","6.8%","±1.2","3,617","±887","6.7%","±1.6","4,157","±801","7.0%","±1.3","5,906","±1,125","7.1%","±1.3","2,846","±800","7.0%","±1.9","3,060","±673","7.1%","±1.6","5,519","±835","7.7%","±1.2","2,976","±811","8.3%","±2.3","2,543","±861","7.1%","±2.4","3,812","±1,049","4.7%","±1.3","2,390","±796","6.0%","±2.0","1,422","±603","3.5%","±1.5","7,428","±972","7.3%","±1.0","3,890","±743","7.9%","±1.5","3,538","±684","6.7%","±1.3","7,545","±536","7.1%","±0.5","3,965","±432","7.8%","±0.9","3,580","±404","6.5%","±0.7","43,536","±2,576","6.6%","±0.4","22,851","±1,886","7.3%","±0.6","20,685","±1,859","5.9%","±0.5","6,862","±1,290","7.4%","±1.4","3,349","±872","7.5%","±1.9","3,513","±707","7.3%","±1.5","7,503","±1,497","4.6%","±0.9","3,690","±1,349","4.5%","±1.6","3,813","±1,168","4.6%","±1.4","6,356","±878","6.4%","±0.9","3,222","±717","6.6%","±1.4","3,134","±690","6.3%","±1.4","25,665","±2,304","6.9%","±0.6","12,022","±1,694","6.6%","±0.9","13,643","±1,651","7.1%","±0.9","6,463","±1,128","6.7%","±1.2","3,472","±690","7.5%","±1.5","2,991","±727","5.9%","±1.4","27,817","±2,414","6.7%","±0.6","15,031","±1,671","7.7%","±0.8","12,786","±1,575","5.9%","±0.7","15,487","±1,877","6.8%","±0.8","9,095","±1,433","8.5%","±1.3","6,392","±1,114","5.3%","±0.9","6,869","±1,161","5.7%","±1.0","3,732","±913","6.3%","±1.5","3,137","±857","5.2%","±1.4","5,663","±1,164","6.3%","±1.3","3,440","±724","8.0%","±1.7","2,223","±918","4.8%","±2.0","16,206","±1,447","7.4%","±0.7","8,542","±1,273","8.1%","±1.2","7,664","±937","6.8%","±0.8","5,604","±983","7.0%","±1.2","3,356","±948","8.5%","±2.3","2,248","±618","5.6%","±1.5","11,878","±1,611","5.7%","±0.8","7,605","±1,394","7.5%","±1.3","4,273","±1,018","3.9%","±0.9","4,211","±823","6.6%","±1.3","2,142","±546","6.8%","±1.7","2,069","±734","6.5%","±2.2","21,423,479","±69,779","6.5%","±0.1","10,987,313","±52,483","6.8%","±0.1","10,436,166","±45,451","6.3%","±0.1"
"        15 to 19 years","14,410","±1,486","6.5%","±0.7","7,670","±1,183","7.0%","±1.1","6,740","±1,026","5.9%","±0.9","7,541","±875","6.6%","±0.8","4,369","±894","8.0%","±1.6","3,172","±428","5.3%","±0.7","4,591","±462","5.5%","±0.6","2,402","±162","5.9%","±0.4","2,189","±443","5.1%","±1.0","5,128","±697","7.2%","±1.0","2,466","±563","6.9%","±1.5","2,662","±493","7.4%","±1.4","4,896","±830","6.0%","±1.0","2,511","±667","6.3%","±1.6","2,385","±583","5.8%","±1.4","5,108","±502","5.0%","±0.5","2,673","±443","5.4%","±0.9","2,435","±295","4.6%","±0.5","6,623","±298","6.3%","±0.3","3,377","±272","6.7%","±0.5","3,246","±156","5.9%","±0.3","40,545","±452","6.2%","±0.1","20,084","±458","6.5%","±0.1","20,461","±611","5.9%","±0.2","6,361","±1,231","6.9%","±1.3","3,345","±829","7.5%","±1.8","3,016","±836","6.3%","±1.7","14,040","±1,769","8.5%","±1.1","6,325","±1,615","7.7%","±1.9","7,715","±949","9.4%","±1.2","7,525","±1,492","7.6%","±1.5","2,938","±831","6.0%","±1.6","4,587","±1,331","9.2%","±2.7","23,238","±1,151","6.2%","±0.3","11,710","±409","6.5%","±0.2","11,528","±1,126","6.0%","±0.6","6,706","±849","6.9%","±0.9","2,749","±350","5.9%","±0.7","3,957","±552","7.9%","±1.1","26,380","±882","6.4%","±0.2","13,732","±733","7.0%","±0.4","12,648","±481","5.8%","±0.2","15,235","±912","6.7%","±0.4","7,730","±549","7.2%","±0.5","7,505","±710","6.3%","±0.6","8,737","±1,180","7.3%","±1.0","4,499","±1,033","7.6%","±1.7","4,238","±873","7.0%","±1.3","5,727","±1,184","6.4%","±1.3","3,050","±1,567","7.1%","±3.4","2,677","±763","5.8%","±1.6","14,247","±809","6.5%","±0.4","6,799","±652","6.5%","±0.6","7,448","±860","6.6%","±0.8","5,725","±1,046","7.2%","±1.3","2,906","±926","7.3%","±2.3","2,819","±812","7.0%","±1.9","22,258","±1,817","10.6%","±0.9","10,228","±1,349","10.1%","±1.3","12,030","±1,588","11.1%","±1.4","3,901","±466","6.1%","±0.7","2,115","±262","6.7%","±0.8","1,786","±373","5.6%","±1.1","21,353,524","±36,116","6.5%","±0.1","10,903,653","±27,920","6.7%","±0.1","10,449,871","±27,410","6.3%","±0.1"
"        20 to 24 years","11,292","±1,296","5.1%","±0.6","5,617","±892","5.1%","±0.8","5,675","±993","5.0%","±0.9","6,973","±780","6.1%","±0.7","2,394","±655","4.4%","±1.2","4,579","±483","7.7%","±0.8","4,603","±595","5.5%","±0.7","2,100","±15","5.2%","±0.1","2,503","±595","5.8%","±1.4","4,989","±784","7.0%","±1.1","2,727","±487","7.6%","±1.4","2,262","±639","6.3%","±1.7","4,038","±643","5.0%","±0.8","1,773","±334","4.4%","±0.8","2,265","±527","5.5%","±1.3","6,416","±926","6.3%","±0.9","2,789","±584","5.7%","±1.2","3,627","±546","6.8%","±1.0","5,776","±283","5.5%","±0.3","2,948","±270","5.8%","±0.5","2,828","±52","5.1%","±0.1","40,872","±493","6.2%","±0.1","20,171","±300","6.5%","±0.1","20,701","±348","6.0%","±0.1","7,566","±1,184","8.2%","±1.3","3,875","±699","8.7%","±1.6","3,691","±942","7.7%","±1.9","20,499","±1,564","12.5%","±1.0","10,718","±1,632","13.0%","±2.0","9,781","±623","11.9%","±0.8","5,116","±880","5.2%","±0.9","3,103","±510","6.3%","±1.0","2,013","±631","4.0%","±1.3","24,686","±1,231","6.6%","±0.3","12,640","±454","7.0%","±0.2","12,046","±1,117","6.3%","±0.6","5,684","±344","5.9%","±0.4","3,092","±126","6.7%","±0.3","2,592","±316","5.1%","±0.6","26,087","±609","6.3%","±0.1","12,769","±538","6.5%","±0.3","13,318","±331","6.1%","±0.2","15,521","±640","6.9%","±0.3","7,322","±406","6.9%","±0.4","8,199","±497","6.9%","±0.4","7,426","±734","6.2%","±0.6","3,552","±546","6.0%","±0.9","3,874","±445","6.4%","±0.8","4,623","±1,178","5.2%","±1.3","1,858","±696","4.3%","±1.6","2,765","±951","6.0%","±2.1","13,076","±659","6.0%","±0.3","6,438","±540","6.1%","±0.5","6,638","±561","5.9%","±0.5","4,913","±686","6.1%","±0.9","2,276","±462","5.7%","±1.2","2,637","±503","6.5%","±1.2","19,364","±1,609","9.2%","±0.8","10,587","±1,259","10.5%","±1.2","8,777","±1,277","8.1%","±1.2","3,728","±517","5.9%","±0.8","1,707","±176","5.4%","±0.6","2,021","±484","6.3%","±1.5","21,468,680","±34,195","6.5%","±0.1","11,014,460","±22,949","6.8%","±0.1","10,454,220","±22,665","6.3%","±0.1"
