"Label","Benton County, Arkansas!!Total!!Estimate","Benton County, Arkansas!!Total!!Margin of Error","Benton County, Arkansas!!Percent!!Estimate","Benton County, Arkansas!!Percent!!Margin of Error","Benton County, Arkansas!!Male!!Estimate","Benton County, Arkansas!!Male!!Margin of Error","Benton County, Arkansas!!Percent Male!!Estimate","Benton County, Arkansas!!Percent Male!!Margin of Error","Benton County, Arkansas!!Female!!Estimate","Benton County, Arkansas!!Female!!Margin of Error","Benton County, Arkansas!!Percent Female!!Estimate","Benton County, Arkansas!!Percent Female!!Margin of Error","Craighead County, Arkansas!!Total!!Estimate","Craighead County, Arkansas!!Total!!Margin of Error","Craighead County, Arkansas!!Percent!!Estimate","Craighead County, Arkansas!!Percent!!Margin of Error","Craighead County, Arkansas!!Male!!Estimate","Craighead County, Arkansas!!Male!!Margin of Error","Craighead County, Arkansas!!Percent Male!!Estimate","Craighead County, Arkansas!!Percent Male!!Margin of Error","Craighead County, Arkansas!!Female!!Estimate","Craighead County, Arkansas!!Female!!Margin of Error","Craighead County, Arkansas!!Percent Female!!Estimate","Craighead County, Arkansas!!Percent Female!!Margin of Error","Faulkner County, Arkansas!!Total!!Estimate","Faulkner County, Arkansas!!Total!!Margin of Error","Faulkner County, Arkansas!!Percent!!Estimate","Faulkner County, Arkansas!!Percent!!Margin of Error","Faulkner County, Arkansas!!Male!!Estimate","Faulkner County, Arkansas!!Male!!Margin of Error","Faulkner County, Arkansas!!Percent Male!!Estimate","Faulkner County, Arkansas!!Percent Male!!Margin of Error","Faulkner County, Arkansas!!Female!!Estimate","Faulkner County, Arkansas!!Female!!Margin of Error","Faulkner County, Arkansas!!Percent Female!!Estimate","Faulkner County, Arkansas!!Percent Female!!Margin of Error","Garland County, Arkansas!!Total!!Estimate","Garland County, Arkansas!!Total!!Margin of Error","Garland County, Arkansas!!Percent!!Estimate","Garland County, Arkansas!!Percent!!Margin of Error","Garland County, Arkansas!!Male!!Estimate","Garland County, Arkansas!!Male!!Margin of Error","Garland County, Arkansas!!Percent Male!!Estimate","Garland County, Arkansas!!Percent Male!!Margin of Error","Garland County, Arkansas!!Female!!Estimate","Garland County, Arkansas!!Female!!Margin of Error","Garland County, Arkansas!!Percent Female!!Estimate","Garland County, Arkansas!!Percent Female!!Margin of Error","Jefferson County, Arkansas!!Total!!Estimate","Jefferson County, Arkansas!!Total!!Margin of Error","Jefferson County, Arkansas!!Percent!!Estimate","Jefferson County, Arkansas!!Percent!!Margin of Error","Jefferson County, Arkansas!!Male!!Estimate","Jefferson County, Arkansas!!Male!!Margin of Error","Jefferson County, Arkansas!!Percent Male!!Estimate","Jefferson County, Arkansas!!Percent Male!!Margin of Error","Jefferson County, Arkansas!!Female!!Estimate","Jefferson County, Arkansas!!Female!!Margin of Error","Jefferson County, Arkansas!!Percent Female!!Estimate","Jefferson County, Arkansas!!Percent Female!!Margin of Error","Lonoke County, Arkansas!!Total!!Estimate","Lonoke County, Arkansas!!Total!!Margin of Error","Lonoke County, Arkansas!!Percent!!Estimate","Lonoke County, Arkansas!!Percent!!Margin of Error","Lonoke County, Arkansas!!Male!!Estimate","Lonoke County, Arkansas!!Male!!Margin of Error","Lonoke County, Arkansas!!Percent Male!!Estimate","Lonoke County, Arkansas!!Percent Male!!Margin of Error","Lonoke County, Arkansas!!Female!!Estimate","Lonoke County, Arkansas!!Female!!Margin of Error","Lonoke County, Arkansas!!Percent Female!!Estimate","Lonoke County, Arkansas!!Percent Female!!Margin of Error","Pulaski County, Arkansas!!Total!!Estimate","Pulaski County, Arkansas!!Total!!Margin of Error","Pulaski County, Arkansas!!Percent!!Estimate","Pulaski County, Arkansas!!Percent!!Margin of Error","Pulaski County, Arkansas!!Male!!Estimate","Pulaski County, Arkansas!!Male!!Margin of Error","Pulaski County, Arkansas!!Percent Male!!Estimate","Pulaski County, Arkansas!!Percent Male!!Margin of Error","Pulaski County, Arkansas!!Female!!Estimate","Pulaski County, Arkansas!!Female!!Margin of Error","Pulaski County, Arkansas!!Percent Female!!Estimate","Pulaski County, Arkansas!!Percent Female!!Margin of Error","Saline County, Arkansas!!Total!!Estimate","Saline County, Arkansas!!Total!!Margin of Error","Saline County, Arkansas!!Percent!!Estimate","Saline County, Arkansas!!Percent!!Margin of Error","Saline County, Arkansas!!Male!!Estimate","Saline County, Arkansas!!Male!!Margin of Error","Saline County, Arkansas!!Percent Male!!Estimate","Saline County, Arkansas!!Percent Male!!Margin of Error","Saline County, Arkansas!!Female!!Estimate","Saline County, Arkansas!!Female!!Margin of Error","Saline County, Arkansas!!Percent Female!!Estimate","Saline County, Arkansas!!Percent Female!!Margin of Error","Sebastian County, Arkansas!!Total!!Estimate","Sebastian County, Arkansas!!Total!!Margin of Error","Sebastian County, Arkansas!!Percent!!Estimate","Sebastian County, Arkansas!!Percent!!Margin of Error","Sebastian County, Arkansas!!Male!!Estimate","Sebastian County, Arkansas!!Male!!Margin of Error","Sebastian County, Arkansas!!Percent Male!!Estimate","Sebastian County, Arkansas!!Percent Male!!Margin of Error","Sebastian County, Arkansas!!Female!!Estimate","Sebastian County, Arkansas!!Female!!Margin of Error","Sebastian County, Arkansas!!Percent Female!!Estimate","Sebastian County, Arkansas!!Percent Female!!Margin of Error","Washington County, Arkansas!!Total!!Estimate","Washington County, Arkansas!!Total!!Margin of Error","Washington County, Arkansas!!Percent!!Estimate","Washington County, Arkansas!!Percent!!Margin of Error","Washington County, Arkansas!!Male!!Estimate","Washington County, Arkansas!!Male!!Margin of Error","Washington County, Arkansas!!Percent Male!!Estimate","Washington County, Arkansas!!Percent Male!!Margin of Error","Washington County, Arkansas!!Female!!Estimate","Washington County, Arkansas!!Female!!Margin of Error","Washington County, Arkansas!!Percent Female!!Estimate","Washington County, Arkansas!!Percent Female!!Margin of Error","White County, Arkansas!!Total!!Estimate","White County, Arkansas!!Total!!Margin of Error","White County, Arkansas!!Percent!!Estimate","White County, Arkansas!!Percent!!Margin of Error","White County, Arkansas!!Male!!Estimate","White County, Arkansas!!Male!!Margin of Error","White County, Arkansas!!Percent Male!!Estimate","White County, Arkansas!!Percent Male!!Margin of Error","White County, Arkansas!!Female!!Estimate","White County, Arkansas!!Female!!Margin of Error","White County, Arkansas!!Percent Female!!Estimate","White County, Arkansas!!Percent Female!!Margin of Error","United States!!Total!!Estimate","United States!!Total!!Margin of Error","United States!!Percent!!Estimate","United States!!Percent!!Margin of Error","United States!!Male!!Estimate","United States!!Male!!Margin of Error","United States!!Percent Male!!Estimate","United States!!Percent Male!!Margin of Error","United States!!Female!!Estimate","United States!!Female!!Margin of Error","United States!!Percent Female!!Estimate","United States!!Percent Female!!Margin of Error"
"        40 to 44 years","19,954","±1,827","7.1%","±0.7","11,211","±1,146","8.1%","±0.8","8,743","±1,162","6.2%","±0.8","7,498","±1,250","6.8%","±1.1","4,195","±1,055","7.8%","±1.9","3,303","±677","5.8%","±1.2","6,841","±1,454","5.4%","±1.2","3,193","±1,007","5.2%","±1.7","3,648","±865","5.6%","±1.3","6,391","±1,678","6.4%","±1.7","2,867","±851","6.1%","±1.8","3,524","±1,155","6.7%","±2.2","4,105","±834","6.1%","±1.2","2,084","±565","6.4%","±1.7","2,021","±601","5.9%","±1.8","4,311","±928","5.9%","±1.3","2,560","±619","7.3%","±1.7","1,751","±607","4.6%","±1.6","23,717","±2,365","6.1%","±0.6","10,597","±1,366","5.7%","±0.7","13,120","±2,003","6.4%","±1.0","8,381","±1,558","6.8%","±1.3","4,596","±1,256","7.7%","±2.1","3,785","±985","6.1%","±1.6","7,762","±1,315","6.1%","±1.0","3,434","±894","5.6%","±1.5","4,328","±1,034","6.6%","±1.6","17,564","±2,511","7.3%","±1.0","8,046","±1,817","6.7%","±1.5","9,518","±1,497","8.0%","±1.3","3,610","±915","4.6%","±1.2","1,807","±585","4.7%","±1.5","1,803","±587","4.5%","±1.5","20,186,586","±62,410","6.1%","±0.1","10,028,675","±45,069","6.2%","±0.1","10,157,911","±37,688","6.1%","±0.1"
"        45 to 49 years","17,969","±852","6.4%","±0.3","8,775","±417","6.3%","±0.3","9,194","±580","6.5%","±0.4","6,312","±697","5.7%","±0.6","3,137","±438","5.8%","±0.8","3,175","±555","5.6%","±1.0","7,223","±634","5.7%","±0.5","3,551","±462","5.8%","±0.8","3,672","±494","5.6%","±0.8","5,770","±553","5.8%","±0.6","2,981","±506","6.3%","±1.1","2,789","±145","5.3%","±0.3","3,880","*****","5.8%","*****","1,932","*****","5.9%","±0.1","1,948","*****","5.7%","±0.1","4,747","±534","6.5%","±0.7","2,255","±285","6.4%","±0.8","2,492","±301","6.6%","±0.8","24,094","±1,121","6.1%","±0.3","11,390","±816","6.1%","±0.4","12,704","±675","6.2%","±0.3","8,283","±765","6.8%","±0.6","4,218","±646","7.0%","±1.1","4,065","±708","6.5%","±1.1","7,294","±629","5.7%","±0.5","4,005","±611","6.5%","±1.0","3,289","±409","5.0%","±0.6","14,315","±1,412","6.0%","±0.6","7,869","±1,393","6.6%","±1.2","6,446","±690","5.4%","±0.6","4,965","±362","6.3%","±0.5","2,295","±178","5.9%","±0.4","2,670","±266","6.7%","±0.7","20,398,226","±28,275","6.2%","±0.1","10,079,567","±18,281","6.2%","±0.1","10,318,659","±18,352","6.2%","±0.1"
"        50 to 54 years","15,828","±488","5.7%","±0.2","7,867","±291","5.7%","±0.2","7,961","±383","5.7%","±0.3","6,984","±1,121","6.3%","±1.0","2,997","±568","5.6%","±1.1","3,987","±986","7.1%","±1.7","6,340","±339","5.0%","±0.3","3,205","±254","5.3%","±0.4","3,135","±191","4.8%","±0.3","5,839","±547","5.9%","±0.6","2,652","±231","5.6%","±0.5","3,187","±484","6.1%","±0.9","4,126","*****","6.2%","*****","2,011","*****","6.2%","±0.2","2,115","*****","6.2%","±0.1","4,955","±788","6.8%","±1.1","2,450","±398","6.9%","±1.1","2,505","±442","6.6%","±1.2","22,773","±792","5.8%","±0.2","10,913","±693","5.8%","±0.4","11,860","±433","5.8%","±0.2","7,258","±656","5.9%","±0.5","3,777","±616","6.3%","±1.0","3,481","±205","5.6%","±0.3","8,092","±787","6.3%","±0.6","4,343","±598","7.0%","±0.9","3,749","±544","5.7%","±0.8","12,000","±1,281","5.0%","±0.5","6,007","±841","5.0%","±0.7","5,993","±840","5.0%","±0.7","4,803","±332","6.1%","±0.4","2,348","±234","6.1%","±0.6","2,455","±264","6.1%","±0.7","20,464,881","±22,642","6.2%","±0.1","10,075,795","±16,185","6.2%","±0.1","10,389,086","±14,048","6.2%","±0.1"
"        55 to 59 years","16,300","±1,589","5.8%","±0.6","8,327","±879","6.0%","±0.6","7,973","±1,153","5.7%","±0.8","6,455","±1,062","5.9%","±1.0","3,685","±616","6.9%","±1.1","2,770","±738","4.9%","±1.3","7,615","±1,149","6.0%","±0.9","3,790","±696","6.2%","±1.1","3,825","±849","5.9%","±1.3","6,856","±1,241","6.9%","±1.2","2,696","±679","5.7%","±1.5","4,160","±909","8.0%","±1.7","4,326","±898","6.5%","±1.3","1,952","±556","6.0%","±1.7","2,374","±605","6.9%","±1.8","3,986","±766","5.4%","±1.0","2,250","±498","6.4%","±1.4","1,736","±456","4.6%","±1.2","25,147","±1,643","6.4%","±0.4","11,362","±1,187","6.1%","±0.6","13,785","±1,357","6.7%","±0.7","6,632","±1,049","5.4%","±0.9","3,444","±708","5.7%","±1.2","3,188","±694","5.1%","±1.1","6,767","±1,149","5.3%","±0.9","3,468","±792","5.6%","±1.3","3,299","±754","5.0%","±1.1","14,022","±1,486","5.9%","±0.6","6,943","±855","5.8%","±0.7","7,079","±1,095","5.9%","±0.9","5,860","±947","7.4%","±1.2","3,791","±459","9.8%","±1.2","2,069","±653","5.2%","±1.6","21,484,060","±58,829","6.5%","±0.1","10,440,265","±38,414","6.5%","±0.1","11,043,795","±38,535","6.6%","±0.1"
"        60 to 64 years","13,474","±1,583","4.8%","±0.6","5,972","±873","4.3%","±0.6","7,502","±1,092","5.3%","±0.8","5,088","±1,084","4.6%","±1.0","1,761","±511","3.3%","±1.0","3,327","±870","5.9%","±1.5","5,926","±1,067","4.7%","±0.8","2,648","±630","4.3%","±1.0","3,278","±688","5.0%","±1.1","7,471","±1,205","7.5%","±1.2","3,510","±637","7.5%","±1.3","3,961","±916","7.6%","±1.7","4,771","±898","7.1%","±1.3","2,358","±556","7.2%","±1.8","2,413","±604","7.0%","±1.8","4,598","±772","6.3%","±1.1","1,840","±524","5.2%","±1.5","2,758","±465","7.3%","±1.2","24,175","±1,682","6.2%","±0.4","11,154","±1,277","6.0%","±0.7","13,021","±1,294","6.4%","±0.6","8,979","±1,310","7.3%","±1.1","4,298","±1,033","7.2%","±1.7","4,681","±759","7.5%","±1.2","8,965","±1,364","7.0%","±1.1","4,352","±981","7.0%","±1.6","4,613","±701","7.0%","±1.1","9,906","±1,262","4.1%","±0.5","4,459","±781","3.7%","±0.7","5,447","±866","4.6%","±0.7","4,116","±1,031","5.2%","±1.3","1,254","±569","3.2%","±1.5","2,862","±714","7.2%","±1.8","20,984,053","±58,643","6.4%","±0.1","10,051,170","±38,298","6.2%","±0.1","10,932,883","±39,218","6.6%","±0.1"
"        65 to 69 years","13,283","±1,476","4.8%","±0.5","6,208","±859","4.5%","±0.6","7,075","±1,094","5.0%","±0.8","4,124","±821","3.7%","±0.7","2,069","±467","3.8%","±0.9","2,055","±603","3.6%","±1.1","5,752","±917","4.6%","±0.7","1,968","±459","3.2%","±0.7","3,784","±781","5.8%","±1.2","6,320","±1,106","6.4%","±1.1","3,493","±649","7.4%","±1.4","2,827","±784","5.4%","±1.5","3,466","±601","5.2%","±0.9","1,507","±416","4.6%","±1.3","1,959","±473","5.7%","±1.4","3,628","±623","4.9%","±0.8","1,662","±361","4.7%","±1.0","1,966","±434","5.2%","±1.1","21,681","±1,672","5.5%","±0.4","9,471","±1,097","5.1%","±0.6","12,210","±1,018","6.0%","±0.5","8,250","±1,070","6.7%","±0.9","4,108","±587","6.8%","±1.0","4,142","±950","6.6%","±1.5","6,366","±965","5.0%","±0.8","2,987","±479","4.8%","±0.8","3,379","±836","5.1%","±1.2","8,547","±987","3.6%","±0.4","4,504","±712","3.8%","±0.6","4,043","±683","3.4%","±0.6","3,724","±826","4.7%","±1.0","1,730","±531","4.5%","±1.4","1,994","±659","5.0%","±1.6","17,427,013","±47,420","5.3%","±0.1","8,191,111","±24,952","5.1%","±0.1","9,235,902","±35,359","5.5%","±0.1"
"        70 to 74 years","9,098","±1,181","3.3%","±0.4","3,873","±759","2.8%","±0.5","5,225","±930","3.7%","±0.7","3,960","±821","3.6%","±0.7","1,591","±467","3.0%","±0.9","2,369","±603","4.2%","±1.1","4,433","±731","3.5%","±0.6","2,412","±505","4.0%","±0.8","2,021","±502","3.1%","±0.8","7,002","±1,087","7.0%","±1.1","2,784","±717","5.9%","±1.5","4,218","±782","8.1%","±1.5","3,699","±601","5.5%","±0.9","1,807","±416","5.5%","±1.3","1,892","±473","5.5%","±1.4","2,532","±595","3.5%","±0.8","1,241","±357","3.5%","±1.0","1,291","±411","3.4%","±1.1","16,959","±1,760","4.3%","±0.4","8,119","±1,158","4.3%","±0.6","8,840","±1,101","4.3%","±0.5","4,953","±1,033","4.0%","±0.8","1,894","±550","3.2%","±0.9","3,059","±862","4.9%","±1.4","5,936","±848","4.6%","±0.7","2,354","±472","3.8%","±0.8","3,582","±670","5.4%","±1.0","8,930","±1,350","3.7%","±0.6","3,411","±847","2.8%","±0.7","5,519","±861","4.6%","±0.7","3,933","±741","5.0%","±0.9","1,857","±504","4.8%","±1.3","2,076","±626","5.2%","±1.6","14,148,548","±46,673","4.3%","±0.1","6,529,918","±26,161","4.0%","±0.1","7,618,630","±33,692","4.6%","±0.1"
"        75 to 79 years","7,322","±946","2.6%","±0.3","3,495","±600","2.5%","±0.4","3,827","±744","2.7%","±0.5","2,844","±770","2.6%","±0.7","879","±410","1.6%","±0.8","1,965","±603","3.5%","±1.1","3,474","±661","2.8%","±0.5","1,680","±403","2.8%","±0.7","1,794","±385","2.8%","±0.6","4,945","±882","5.0%","±0.9","2,638","±545","5.6%","±1.2","2,307","±611","4.4%","±1.2","2,171","±578","3.2%","±0.9","1,178","±321","3.6%","±1.0","993","±460","2.9%","±1.4","1,790","±636","2.4%","±0.9","777","±297","2.2%","±0.8","1,013","±504","2.7%","±1.3","10,039","±1,269","2.6%","±0.3","5,003","±763","2.7%","±0.4","5,036","±1,049","2.5%","±0.5","4,042","±851","3.3%","±0.7","2,164","±597","3.6%","±1.0","1,878","±583","3.0%","±0.9","3,709","±925","2.9%","±0.7","1,332","±576","2.2%","±0.9","2,377","±768","3.6%","±1.2","4,835","±846","2.0%","±0.4","2,355","±507","2.0%","±0.4","2,480","±569","2.1%","±0.5","3,121","±679","4.0%","±0.9","1,272","±358","3.3%","±0.9","1,849","±473","4.6%","±1.2","9,759,764","±34,984","3.0%","±0.1","4,367,764","±21,832","2.7%","±0.1","5,392,000","±29,716","3.2%","±0.1"
"        80 to 84 years","4,441","±657","1.6%","±0.2","1,834","±522","1.3%","±0.4","2,607","±589","1.9%","±0.4","2,606","±727","2.4%","±0.7","1,128","±435","2.1%","±0.8","1,478","±521","2.6%","±0.9","1,420","±553","1.1%","±0.4","432","±284","0.7%","±0.5","988","±387","1.5%","±0.6","2,907","±747","2.9%","±0.8","900","±348","1.9%","±0.7","2,007","±719","3.8%","±1.4","1,288","±460","1.9%","±0.7","259","±180","0.8%","±0.6","1,029","±378","3.0%","±1.1","1,095","±432","1.5%","±0.6","582","±265","1.6%","±0.8","513","±332","1.3%","±0.9","5,641","±1,210","1.4%","±0.3","2,204","±627","1.2%","±0.3","3,437","±864","1.7%","±0.4","3,068","±730","2.5%","±0.6","1,293","±524","2.2%","±0.9","1,775","±588","2.8%","±0.9","3,261","±852","2.6%","±0.7","1,519","±575","2.5%","±0.9","1,742","±701","2.6%","±1.1","3,811","±951","1.6%","±0.4","1,856","±544","1.5%","±0.5","1,955","±703","1.6%","±0.6","956","±397","1.2%","±0.5","412","±245","1.1%","±0.6","544","±285","1.4%","±0.7","6,380,474","±30,713","1.9%","±0.1","2,671,396","±20,367","1.7%","±0.1","3,709,078","±23,709","2.2%","±0.1"
"        85 years and over","4,041","±879","1.4%","±0.3","1,496","±558","1.1%","±0.4","2,545","±710","1.8%","±0.5","1,347","±598","1.2%","±0.5","512","±258","1.0%","±0.5","835","±486","1.5%","±0.9","1,031","±435","0.8%","±0.3","333","±241","0.5%","±0.4","698","±364","1.1%","±0.6","2,625","±665","2.6%","±0.7","1,018","±440","2.2%","±0.9","1,607","±589","3.1%","±1.1","1,390","±634","2.1%","±0.9","461","±282","1.4%","±0.9","929","±508","2.7%","±1.5","1,358","±605","1.9%","±0.8","328","±275","0.9%","±0.8","1,030","±502","2.7%","±1.3","9,654","±1,366","2.5%","±0.3","2,897","±764","1.6%","±0.4","6,757","±1,128","3.3%","±0.6","2,285","±778","1.9%","±0.6","712","±352","1.2%","±0.6","1,573","±595","2.5%","±1.0","2,397","±901","1.9%","±0.7","590","±392","1.0%","±0.6","1,807","±721","2.7%","±1.1","3,035","±677","1.3%","±0.3","823","±351","0.7%","±0.3","2,212","±533","1.9%","±0.4","1,481","±579","1.9%","±0.7","555","±363","1.4%","±0.9","926","±372","2.3%","±0.9","6,358,229","±34,321","1.9%","±0.1","2,284,092","±21,784","1.4%","±0.1","4,074,137","±26,417","2.4%","±0.1"
"    SELECTED AGE CATEGORIES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        5 to 14 years","42,440","±919","15.2%","±0.3","21,525","±670","15.5%","±0.5","20,915","±760","14.9%","±0.5","14,860","±1,012","13.5%","±0.9","7,440","±282","13.8%","±0.6","7,420","±931","13.1%","±1.5","17,084","±1,043","13.6%","±0.8","9,143","±670","15.0%","±1.0","7,941","±733","12.2%","±1.1","10,641","±748","10.7%","±0.8","5,398","±636","11.5%","±1.3","5,243","±340","10.0%","±0.7","7,998","±589","12.0%","±0.9","4,463","±704","13.7%","±2.0","3,535","±474","10.3%","±1.3","10,483","±409","14.3%","±0.6","5,219","±409","14.8%","±1.0","5,264","±653","13.9%","±1.6","50,032","±633","12.8%","±0.2","25,678","±567","13.7%","±0.3","24,354","±376","11.9%","±0.2","15,647","±743","12.8%","±0.6","7,863","±496","13.1%","±0.8","7,784","±643","12.5%","±1.0","16,523","±645","12.9%","±0.5","8,465","±551","13.7%","±0.8","8,058","±502","12.2%","±0.7","32,783","±732","13.7%","±0.3","17,133","±1,046","14.3%","±0.8","15,650","±778","13.1%","±0.6","10,806","±327","13.7%","±0.4","5,867","±402","15.1%","±0.9","4,939","±356","12.4%","±0.8","41,113,916","±36,636","12.5%","±0.1","21,020,831","±26,657","13.0%","±0.1","20,093,085","±23,965","12.1%","±0.1"
"        15 to 17 years","12,542","±770","4.5%","±0.3","6,632","±636","4.8%","±0.4","5,910","±283","4.2%","±0.2","4,065","±638","3.7%","±0.6","2,245","±590","4.2%","±1.1","1,820","±402","3.2%","±0.7","4,867","±586","3.9%","±0.5","2,393","±319","3.9%","±0.5","2,474","±459","3.8%","±0.7","3,942","±460","4.0%","±0.5","1,985","±781","4.2%","±1.6","1,957","±737","3.7%","±1.4","2,550","±589","3.8%","±0.9","1,390","±486","4.3%","±1.5","1,160","±305","3.4%","±0.9","3,375","±309","4.6%","±0.4","1,597","±207","4.5%","±0.5","1,778","±265","4.7%","±0.7","14,421","±368","3.7%","±0.1","7,208","±357","3.9%","±0.2","7,213","±473","3.5%","±0.2","5,481","±870","4.5%","±0.7","2,906","±578","4.8%","±0.9","2,575","±854","4.1%","±1.3","5,627","±492","4.4%","±0.4","2,542","±505","4.1%","±0.8","3,085","±603","4.7%","±0.9","9,147","±539","3.8%","±0.2","5,029","±708","4.2%","±0.6","4,118","±595","3.5%","±0.5","2,908","±220","3.7%","±0.3","1,387","±97","3.6%","±0.2","1,521","±224","3.8%","±0.5","12,449,034","±17,681","3.8%","±0.1","6,361,859","±15,524","3.9%","±0.1","6,087,175","±18,014","3.7%","±0.1"
"        Under 18 years","73,258","±103","26.2%","±0.1","37,927","±793","27.3%","±0.4","35,331","±796","25.2%","±0.4","26,136","±1,005","23.7%","±0.9","13,828","±681","25.7%","±1.3","12,308","±866","21.8%","±1.2","28,569","±410","22.7%","±0.3","14,704","±657","24.2%","±0.8","13,865","±774","21.3%","±1.0","19,539","±227","19.7%","±0.2","10,147","±755","21.6%","±1.3","9,392","±751","18.0%","±1.2","14,522","*****","21.7%","*****","7,096","±812","21.8%","±2.0","7,426","±811","21.7%","±1.9","18,617","*****","25.4%","*****","9,286","±579","26.3%","±1.2","9,331","±579","24.6%","±1.1","90,249","±349","23.0%","±0.1","45,953","±710","24.6%","±0.3","44,296","±770","21.6%","±0.3","28,331","±554","23.1%","±0.5","14,595","±622","24.3%","±0.8","13,736","±887","22.0%","±1.2","30,672","*****","24.0%","*****","15,462","±739","25.0%","±0.9","15,210","±738","23.0%","±0.8","57,749","*****","24.1%","*****","30,281","±1,167","25.2%","±0.7","27,468","±1,166","23.0%","±0.8","18,275","±262","23.2%","±0.3","9,668","±490","24.9%","±1.0","8,607","±479","21.5%","±1.0","72,967,785","±33,143","22.2%","±0.1","37,321,627","±29,379","23.1%","±0.1","35,646,158","±31,293","21.4%","±0.1"
"        18 to 24 years","22,680","±810","8.1%","±0.3","11,587","±634","8.4%","±0.4","11,093","±550","7.9%","±0.4","12,383","±1,111","11.2%","±1.0","6,488","±795","12.1%","±1.5","5,895","±906","10.4%","±1.6","20,754","±1,445","16.5%","±1.1","10,021","±808","16.5%","±1.3","10,733","±1,026","16.5%","±1.6","7,282","±842","7.3%","±0.8","4,062","±768","8.6%","±1.6","3,220","±447","6.2%","±0.9","6,583","±896","9.9%","±1.3","3,010","±276","9.2%","±0.8","3,573","±807","10.4%","±2.4","5,391","±375","7.4%","±0.5","2,856","±357","8.1%","±1.0","2,535","±240","6.7%","±0.6","32,978","±692","8.4%","±0.2","16,315","±570","8.7%","±0.3","16,663","±343","8.1%","±0.2","9,376","±1,035","7.7%","±0.8","3,664","±207","6.1%","±0.3","5,712","±1,027","9.1%","±1.7","11,776","±1,395","9.2%","±1.1","6,481","±783","10.5%","±1.2","5,295","±1,063","8.0%","±1.6","35,778","±1,300","15.0%","±0.5","18,066","±602","15.1%","±0.6","17,712","±1,223","14.9%","±1.0","9,032","±582","11.5%","±0.7","4,265","±392","11.0%","±1.0","4,767","±366","11.9%","±0.9","30,373,170","±42,282","9.3%","±0.1","15,556,254","±26,205","9.6%","±0.1","14,816,916","±25,476","8.9%","±0.1"
"        15 to 44 years","116,669","±928","41.8%","±0.3","59,590","±668","43.0%","±0.5","57,079","±717","40.7%","±0.5","48,541","±1,884","44.0%","±1.7","24,438","±1,242","45.4%","±1.7","24,103","±1,310","42.6%","±2.3","59,091","±1,206","46.9%","±1.0","28,546","±698","46.9%","±1.0","30,545","±915","46.9%","±1.5","34,054","±905","34.3%","±0.9","16,230","±958","34.5%","±1.8","17,824","±1,068","34.1%","±1.6","25,735","±589","38.5%","±0.9","13,388","±486","41.1%","±1.8","12,347","±305","36.0%","±1.0","29,378","±983","40.1%","±1.3","14,233","±585","40.3%","±1.2","15,145","±797","39.9%","±2.0","155,920","±1,092","39.8%","±0.3","75,600","±716","40.5%","±0.4","80,320","±875","39.2%","±0.4","45,837","±1,092","37.4%","±0.9","22,397","±772","37.3%","±1.3","23,440","±1,058","37.5%","±1.5","49,995","±1,000","39.1%","±0.8","23,946","±749","38.7%","±1.1","26,049","±998","39.5%","±1.3","111,184","±2,023","46.5%","±0.8","56,505","±1,772","47.1%","±1.5","54,679","±1,610","45.9%","±1.3","30,427","±577","38.6%","±0.7","14,974","±321","38.6%","±0.8","15,453","±510","38.6%","±1.2","130,315,524","±37,167","39.7%","±0.1","65,938,127","±31,255","40.8%","±0.1","64,377,397","±34,232","38.6%","±0.1"
"        16 years and over","214,371","±896","76.8%","±0.3","105,837","±850","76.3%","±0.5","108,534","±690","77.3%","±0.6","86,836","±1,186","78.7%","±1.1","41,448","±1,169","77.1%","±1.4","45,388","±863","80.3%","±1.5","100,474","±926","79.7%","±0.7","47,904","±744","78.7%","±1.2","52,570","±928","80.7%","±1.5","83,273","±575","83.8%","±0.6","38,654","±921","82.1%","±1.1","44,619","±976","85.3%","±0.8","54,356","±596","81.3%","±0.9","26,805","±479","82.3%","±2.6","27,551","±303","80.4%","±2.1","57,138","±576","77.9%","±0.8","27,292","±625","77.3%","±1.4","29,846","±545","78.5%","±1.4","311,055","±1,004","79.4%","±0.3","145,964","±911","78.1%","±0.5","165,091","±901","80.5%","±0.4","98,017","±627","80.1%","±0.5","47,678","±833","79.5%","±1.1","50,339","±667","80.6%","±0.9","101,306","±689","79.3%","±0.5","48,369","±781","78.2%","±0.9","52,937","±875","80.2%","±1.0","187,191","±878","78.3%","±0.4","92,876","±872","77.4%","±0.9","94,315","±1,012","79.1%","±0.9","62,672","±382","79.6%","±0.5","30,012","±388","77.4%","±1.2","32,660","±360","81.7%","±1.2","263,534,161","±52,161","80.3%","±0.1","128,496,159","±42,201","79.5%","±0.1","135,038,002","±37,248","81.0%","±0.1"
