"Label","Ascension Parish, Louisiana!!Total!!Estimate","Ascension Parish, Louisiana!!Total!!Margin of Error","Ascension Parish, Louisiana!!Percent!!Estimate","Ascension Parish, Louisiana!!Percent!!Margin of Error","Ascension Parish, Louisiana!!Male!!Estimate","Ascension Parish, Louisiana!!Male!!Margin of Error","Ascension Parish, Louisiana!!Percent Male!!Estimate","Ascension Parish, Louisiana!!Percent Male!!Margin of Error","Ascension Parish, Louisiana!!Female!!Estimate","Ascension Parish, Louisiana!!Female!!Margin of Error","Ascension Parish, Louisiana!!Percent Female!!Estimate","Ascension Parish, Louisiana!!Percent Female!!Margin of Error","Bossier Parish, Louisiana!!Total!!Estimate","Bossier Parish, Louisiana!!Total!!Margin of Error","Bossier Parish, Louisiana!!Percent!!Estimate","Bossier Parish, Louisiana!!Percent!!Margin of Error","Bossier Parish, Louisiana!!Male!!Estimate","Bossier Parish, Louisiana!!Male!!Margin of Error","Bossier Parish, Louisiana!!Percent Male!!Estimate","Bossier Parish, Louisiana!!Percent Male!!Margin of Error","Bossier Parish, Louisiana!!Female!!Estimate","Bossier Parish, Louisiana!!Female!!Margin of Error","Bossier Parish, Louisiana!!Percent Female!!Estimate","Bossier Parish, Louisiana!!Percent Female!!Margin of Error","Caddo Parish, Louisiana!!Total!!Estimate","Caddo Parish, Louisiana!!Total!!Margin of Error","Caddo Parish, Louisiana!!Percent!!Estimate","Caddo Parish, Louisiana!!Percent!!Margin of Error","Caddo Parish, Louisiana!!Male!!Estimate","Caddo Parish, Louisiana!!Male!!Margin of Error","Caddo Parish, Louisiana!!Percent Male!!Estimate","Caddo Parish, Louisiana!!Percent Male!!Margin of Error","Caddo Parish, Louisiana!!Female!!Estimate","Caddo Parish, Louisiana!!Female!!Margin of Error","Caddo Parish, Louisiana!!Percent Female!!Estimate","Caddo Parish, Louisiana!!Percent Female!!Margin of Error","Calcasieu Parish, Louisiana!!Total!!Estimate","Calcasieu Parish, Louisiana!!Total!!Margin of Error","Calcasieu Parish, Louisiana!!Percent!!Estimate","Calcasieu Parish, Louisiana!!Percent!!Margin of Error","Calcasieu Parish, Louisiana!!Male!!Estimate","Calcasieu Parish, Louisiana!!Male!!Margin of Error","Calcasieu Parish, Louisiana!!Percent Male!!Estimate","Calcasieu Parish, Louisiana!!Percent Male!!Margin of Error","Calcasieu Parish, Louisiana!!Female!!Estimate","Calcasieu Parish, Louisiana!!Female!!Margin of Error","Calcasieu Parish, Louisiana!!Percent Female!!Estimate","Calcasieu Parish, Louisiana!!Percent Female!!Margin of Error","East Baton Rouge Parish, Louisiana!!Total!!Estimate","East Baton Rouge Parish, Louisiana!!Total!!Margin of Error","East Baton Rouge Parish, Louisiana!!Percent!!Estimate","East Baton Rouge Parish, Louisiana!!Percent!!Margin of Error","East Baton Rouge Parish, Louisiana!!Male!!Estimate","East Baton Rouge Parish, Louisiana!!Male!!Margin of Error","East Baton Rouge Parish, Louisiana!!Percent Male!!Estimate","East Baton Rouge Parish, Louisiana!!Percent Male!!Margin of Error","East Baton Rouge Parish, Louisiana!!Female!!Estimate","East Baton Rouge Parish, Louisiana!!Female!!Margin of Error","East Baton Rouge Parish, Louisiana!!Percent Female!!Estimate","East Baton Rouge Parish, Louisiana!!Percent Female!!Margin of Error","Iberia Parish, Louisiana!!Total!!Estimate","Iberia Parish, Louisiana!!Total!!Margin of Error","Iberia Parish, Louisiana!!Percent!!Estimate","Iberia Parish, Louisiana!!Percent!!Margin of Error","Iberia Parish, Louisiana!!Male!!Estimate","Iberia Parish, Louisiana!!Male!!Margin of Error","Iberia Parish, Louisiana!!Percent Male!!Estimate","Iberia Parish, Louisiana!!Percent Male!!Margin of Error","Iberia Parish, Louisiana!!Female!!Estimate","Iberia Parish, Louisiana!!Female!!Margin of Error","Iberia Parish, Louisiana!!Percent Female!!Estimate","Iberia Parish, Louisiana!!Percent Female!!Margin of Error","Jefferson Parish, Louisiana!!Total!!Estimate","Jefferson Parish, Louisiana!!Total!!Margin of Error","Jefferson Parish, Louisiana!!Percent!!Estimate","Jefferson Parish, Louisiana!!Percent!!Margin of Error","Jefferson Parish, Louisiana!!Male!!Estimate","Jefferson Parish, Louisiana!!Male!!Margin of Error","Jefferson Parish, Louisiana!!Percent Male!!Estimate","Jefferson Parish, Louisiana!!Percent Male!!Margin of Error","Jefferson Parish, Louisiana!!Female!!Estimate","Jefferson Parish, Louisiana!!Female!!Margin of Error","Jefferson Parish, Louisiana!!Percent Female!!Estimate","Jefferson Parish, Louisiana!!Percent Female!!Margin of Error","Lafayette Parish, Louisiana!!Total!!Estimate","Lafayette Parish, Louisiana!!Total!!Margin of Error","Lafayette Parish, Louisiana!!Percent!!Estimate","Lafayette Parish, Louisiana!!Percent!!Margin of Error","Lafayette Parish, Louisiana!!Male!!Estimate","Lafayette Parish, Louisiana!!Male!!Margin of Error","Lafayette Parish, Louisiana!!Percent Male!!Estimate","Lafayette Parish, Louisiana!!Percent Male!!Margin of Error","Lafayette Parish, Louisiana!!Female!!Estimate","Lafayette Parish, Louisiana!!Female!!Margin of Error","Lafayette Parish, Louisiana!!Percent Female!!Estimate","Lafayette Parish, Louisiana!!Percent Female!!Margin of Error","Lafourche Parish, Louisiana!!Total!!Estimate","Lafourche Parish, Louisiana!!Total!!Margin of Error","Lafourche Parish, Louisiana!!Percent!!Estimate","Lafourche Parish, Louisiana!!Percent!!Margin of Error","Lafourche Parish, Louisiana!!Male!!Estimate","Lafourche Parish, Louisiana!!Male!!Margin of Error","Lafourche Parish, Louisiana!!Percent Male!!Estimate","Lafourche Parish, Louisiana!!Percent Male!!Margin of Error","Lafourche Parish, Louisiana!!Female!!Estimate","Lafourche Parish, Louisiana!!Female!!Margin of Error","Lafourche Parish, Louisiana!!Percent Female!!Estimate","Lafourche Parish, Louisiana!!Percent Female!!Margin of Error","Livingston Parish, Louisiana!!Total!!Estimate","Livingston Parish, Louisiana!!Total!!Margin of Error","Livingston Parish, Louisiana!!Percent!!Estimate","Livingston Parish, Louisiana!!Percent!!Margin of Error","Livingston Parish, Louisiana!!Male!!Estimate","Livingston Parish, Louisiana!!Male!!Margin of Error","Livingston Parish, Louisiana!!Percent Male!!Estimate","Livingston Parish, Louisiana!!Percent Male!!Margin of Error","Livingston Parish, Louisiana!!Female!!Estimate","Livingston Parish, Louisiana!!Female!!Margin of Error","Livingston Parish, Louisiana!!Percent Female!!Estimate","Livingston Parish, Louisiana!!Percent Female!!Margin of Error","Orleans Parish, Louisiana!!Total!!Estimate","Orleans Parish, Louisiana!!Total!!Margin of Error","Orleans Parish, Louisiana!!Percent!!Estimate","Orleans Parish, Louisiana!!Percent!!Margin of Error","Orleans Parish, Louisiana!!Male!!Estimate","Orleans Parish, Louisiana!!Male!!Margin of Error","Orleans Parish, Louisiana!!Percent Male!!Estimate","Orleans Parish, Louisiana!!Percent Male!!Margin of Error","Orleans Parish, Louisiana!!Female!!Estimate","Orleans Parish, Louisiana!!Female!!Margin of Error","Orleans Parish, Louisiana!!Percent Female!!Estimate","Orleans Parish, Louisiana!!Percent Female!!Margin of Error","Ouachita Parish, Louisiana!!Total!!Estimate","Ouachita Parish, Louisiana!!Total!!Margin of Error","Ouachita Parish, Louisiana!!Percent!!Estimate","Ouachita Parish, Louisiana!!Percent!!Margin of Error","Ouachita Parish, Louisiana!!Male!!Estimate","Ouachita Parish, Louisiana!!Male!!Margin of Error","Ouachita Parish, Louisiana!!Percent Male!!Estimate","Ouachita Parish, Louisiana!!Percent Male!!Margin of Error","Ouachita Parish, Louisiana!!Female!!Estimate","Ouachita Parish, Louisiana!!Female!!Margin of Error","Ouachita Parish, Louisiana!!Percent Female!!Estimate","Ouachita Parish, Louisiana!!Percent Female!!Margin of Error","Rapides Parish, Louisiana!!Total!!Estimate","Rapides Parish, Louisiana!!Total!!Margin of Error","Rapides Parish, Louisiana!!Percent!!Estimate","Rapides Parish, Louisiana!!Percent!!Margin of Error","Rapides Parish, Louisiana!!Male!!Estimate","Rapides Parish, Louisiana!!Male!!Margin of Error","Rapides Parish, Louisiana!!Percent Male!!Estimate","Rapides Parish, Louisiana!!Percent Male!!Margin of Error","Rapides Parish, Louisiana!!Female!!Estimate","Rapides Parish, Louisiana!!Female!!Margin of Error","Rapides Parish, Louisiana!!Percent Female!!Estimate","Rapides Parish, Louisiana!!Percent Female!!Margin of Error","St. Landry Parish, Louisiana!!Total!!Estimate","St. Landry Parish, Louisiana!!Total!!Margin of Error","St. Landry Parish, Louisiana!!Percent!!Estimate","St. Landry Parish, Louisiana!!Percent!!Margin of Error","St. Landry Parish, Louisiana!!Male!!Estimate","St. Landry Parish, Louisiana!!Male!!Margin of Error","St. Landry Parish, Louisiana!!Percent Male!!Estimate","St. Landry Parish, Louisiana!!Percent Male!!Margin of Error","St. Landry Parish, Louisiana!!Female!!Estimate","St. Landry Parish, Louisiana!!Female!!Margin of Error","St. Landry Parish, Louisiana!!Percent Female!!Estimate","St. Landry Parish, Louisiana!!Percent Female!!Margin of Error","St. Tammany Parish, Louisiana!!Total!!Estimate","St. Tammany Parish, Louisiana!!Total!!Margin of Error","St. Tammany Parish, Louisiana!!Percent!!Estimate","St. Tammany Parish, Louisiana!!Percent!!Margin of Error","St. Tammany Parish, Louisiana!!Male!!Estimate","St. Tammany Parish, Louisiana!!Male!!Margin of Error","St. Tammany Parish, Louisiana!!Percent Male!!Estimate","St. Tammany Parish, Louisiana!!Percent Male!!Margin of Error","St. Tammany Parish, Louisiana!!Female!!Estimate","St. Tammany Parish, Louisiana!!Female!!Margin of Error","St. Tammany Parish, Louisiana!!Percent Female!!Estimate","St. Tammany Parish, Louisiana!!Percent Female!!Margin of Error","Tangipahoa Parish, Louisiana!!Total!!Estimate","Tangipahoa Parish, Louisiana!!Total!!Margin of Error","Tangipahoa Parish, Louisiana!!Percent!!Estimate","Tangipahoa Parish, Louisiana!!Percent!!Margin of Error","Tangipahoa Parish, Louisiana!!Male!!Estimate","Tangipahoa Parish, Louisiana!!Male!!Margin of Error","Tangipahoa Parish, Louisiana!!Percent Male!!Estimate","Tangipahoa Parish, Louisiana!!Percent Male!!Margin of Error","Tangipahoa Parish, Louisiana!!Female!!Estimate","Tangipahoa Parish, Louisiana!!Female!!Margin of Error","Tangipahoa Parish, Louisiana!!Percent Female!!Estimate","Tangipahoa Parish, Louisiana!!Percent Female!!Margin of Error","Terrebonne Parish, Louisiana!!Total!!Estimate","Terrebonne Parish, Louisiana!!Total!!Margin of Error","Terrebonne Parish, Louisiana!!Percent!!Estimate","Terrebonne Parish, Louisiana!!Percent!!Margin of Error","Terrebonne Parish, Louisiana!!Male!!Estimate","Terrebonne Parish, Louisiana!!Male!!Margin of Error","Terrebonne Parish, Louisiana!!Percent Male!!Estimate","Terrebonne Parish, Louisiana!!Percent Male!!Margin of Error","Terrebonne Parish, Louisiana!!Female!!Estimate","Terrebonne Parish, Louisiana!!Female!!Margin of Error","Terrebonne Parish, Louisiana!!Percent Female!!Estimate","Terrebonne Parish, Louisiana!!Percent Female!!Margin of Error","United States!!Total!!Estimate","United States!!Total!!Margin of Error","United States!!Percent!!Estimate","United States!!Percent!!Margin of Error","United States!!Male!!Estimate","United States!!Male!!Margin of Error","United States!!Percent Male!!Estimate","United States!!Percent Male!!Margin of Error","United States!!Female!!Estimate","United States!!Female!!Margin of Error","United States!!Percent Female!!Estimate","United States!!Percent Female!!Margin of Error"
"Total population","126,604","*****","(X)","(X)","62,496","±1,941","(X)","(X)","64,108","±1,941","(X)","(X)","127,039","*****","(X)","(X)","63,241","±1,171","(X)","(X)","63,798","±1,171","(X)","(X)","240,204","*****","(X)","(X)","113,640","±823","(X)","(X)","126,564","±823","(X)","(X)","203,436","*****","(X)","(X)","98,219","±838","(X)","(X)","105,217","±838","(X)","(X)","440,059","*****","(X)","(X)","210,659","±1,143","(X)","(X)","229,400","±1,143","(X)","(X)","69,830","*****","(X)","(X)","33,899","±1,169","(X)","(X)","35,931","±1,169","(X)","(X)","432,493","*****","(X)","(X)","208,009","±1,004","(X)","(X)","224,484","±1,004","(X)","(X)","244,390","*****","(X)","(X)","117,824","±688","(X)","(X)","126,566","±688","(X)","(X)","97,614","*****","(X)","(X)","47,793","±969","(X)","(X)","49,821","±969","(X)","(X)","140,789","*****","(X)","(X)","68,660","±1,405","(X)","(X)","72,129","±1,405","(X)","(X)","390,144","*****","(X)","(X)","184,206","±441","(X)","(X)","205,938","±441","(X)","(X)","153,279","*****","(X)","(X)","73,538","±580","(X)","(X)","79,741","±580","(X)","(X)","129,648","*****","(X)","(X)","62,766","±378","(X)","(X)","66,882","±378","(X)","(X)","82,124","*****","(X)","(X)","40,201","±557","(X)","(X)","41,923","±557","(X)","(X)","260,419","*****","(X)","(X)","125,610","±1,065","(X)","(X)","134,809","±1,065","(X)","(X)","134,758","*****","(X)","(X)","65,475","±1,063","(X)","(X)","69,283","±1,063","(X)","(X)","110,461","*****","(X)","(X)","53,610","±1,692","(X)","(X)","56,851","±1,692","(X)","(X)","328,239,523","*****","(X)","(X)","161,588,973","±34,808","(X)","(X)","166,650,550","±34,808","(X)","(X)"
"    AGE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Under 5 years","7,066","±1,132","5.6%","±0.9","3,305","±657","5.3%","±1.1","3,761","±850","5.9%","±1.2","8,513","±559","6.7%","±0.4","4,055","±268","6.4%","±0.4","4,458","±523","7.0%","±0.8","15,740","±746","6.6%","±0.3","7,849","±368","6.9%","±0.3","7,891","±568","6.2%","±0.4","14,862","±505","7.3%","±0.2","7,316","±482","7.4%","±0.4","7,546","±683","7.2%","±0.6","28,550","±582","6.5%","±0.1","14,871","±722","7.1%","±0.3","13,679","±909","6.0%","±0.4","4,794","±423","6.9%","±0.6","2,501","±915","7.4%","±2.5","2,293","±848","6.4%","±2.2","27,907","±785","6.5%","±0.2","13,847","±278","6.7%","±0.1","14,060","±755","6.3%","±0.3","15,860","±507","6.5%","±0.2","8,060","±345","6.8%","±0.3","7,800","±367","6.2%","±0.3","6,994","±1,697","7.2%","±1.7","3,392","±857","7.1%","±1.8","3,602","±1,001","7.2%","±1.9","8,844","±759","6.3%","±0.5","4,437","±498","6.5%","±0.7","4,407","±673","6.1%","±0.9","22,464","±188","5.8%","±0.1","11,677","±270","6.3%","±0.1","10,787","±320","5.2%","±0.2","10,261","±341","6.7%","±0.2","5,369","±250","7.3%","±0.4","4,892","±205","6.1%","±0.2","8,603","±167","6.6%","±0.1","4,384","±207","7.0%","±0.3","4,219","±295","6.3%","±0.4","5,912","±251","7.2%","±0.3","2,935","±224","7.3%","±0.1","2,977","±251","7.1%","±0.6","15,105","±202","5.8%","±0.1","7,180","±532","5.7%","±0.4","7,925","±534","5.9%","±0.4","9,124","±443","6.8%","±0.3","4,586","±403","7.0%","±0.6","4,538","±99","6.5%","±0.1","7,319","±1,247","6.6%","±1.1","4,567","±1,118","8.5%","±2.1","2,752","±628","4.8%","±1.1","19,404,835","±22,314","5.9%","±0.1","9,938,937","±19,654","6.2%","±0.1","9,465,898","±16,480","5.7%","±0.1"
"        5 to 9 years","10,659","±2,153","8.4%","±1.7","5,699","±1,647","9.1%","±2.6","4,960","±1,266","7.7%","±2.0","8,142","±1,392","6.4%","±1.1","3,544","±1,002","5.6%","±1.6","4,598","±1,013","7.2%","±1.6","15,714","±1,948","6.5%","±0.8","7,053","±1,220","6.2%","±1.1","8,661","±1,341","6.8%","±1.1","15,574","±1,779","7.7%","±0.9","8,342","±1,218","8.5%","±1.2","7,232","±1,129","6.9%","±1.1","26,257","±2,295","6.0%","±0.5","13,169","±1,649","6.3%","±0.8","13,088","±1,686","5.7%","±0.7","5,459","±1,390","7.8%","±2.0","2,502","±633","7.4%","±1.9","2,957","±1,111","8.2%","±3.0","27,760","±2,913","6.4%","±0.7","15,061","±1,773","7.2%","±0.8","12,699","±2,015","5.7%","±0.9","16,560","±2,054","6.8%","±0.8","8,189","±1,706","7.0%","±1.4","8,371","±1,246","6.6%","±1.0","6,623","±1,409","6.8%","±1.4","2,981","±1,246","6.2%","±2.5","3,642","±676","7.3%","±1.3","7,934","±2,054","5.6%","±1.5","4,321","±1,627","6.3%","±2.3","3,613","±1,246","5.0%","±1.7","18,694","±1,966","4.8%","±0.5","9,998","±1,221","5.4%","±0.7","8,696","±1,470","4.2%","±0.7","10,266","±2,071","6.7%","±1.4","5,072","±1,281","6.9%","±1.7","5,194","±1,505","6.5%","±1.9","9,005","±1,395","6.9%","±1.1","5,677","±1,026","9.0%","±1.6","3,328","±955","5.0%","±1.4","5,304","±1,234","6.5%","±1.5","2,556","±762","6.4%","±1.9","2,748","±796","6.6%","±1.9","15,911","±1,921","6.1%","±0.7","7,707","±1,344","6.1%","±1.1","8,204","±1,228","6.1%","±0.9","9,089","±1,281","6.7%","±1.0","4,317","±1,019","6.6%","±1.5","4,772","±1,001","6.9%","±1.5","7,321","±2,626","6.6%","±2.4","2,872","±1,046","5.4%","±1.9","4,449","±2,100","7.8%","±3.6","19,690,437","±69,224","6.0%","±0.1","10,033,518","±51,101","6.2%","±0.1","9,656,919","±47,933","5.8%","±0.1"
"        10 to 14 years","11,229","±2,476","8.9%","±2.0","6,222","±1,896","10.0%","±2.9","5,007","±1,478","7.8%","±2.3","9,113","±1,568","7.2%","±1.2","5,791","±1,121","9.2%","±1.8","3,322","±1,052","5.2%","±1.6","15,744","±1,896","6.6%","±0.8","8,792","±1,193","7.7%","±1.0","6,952","±1,305","5.5%","±1.0","12,691","±1,879","6.2%","±0.9","5,599","±1,265","5.7%","±1.3","7,092","±1,201","6.7%","±1.1","28,462","±2,308","6.5%","±0.5","14,770","±1,676","7.0%","±0.8","13,692","±1,782","6.0%","±0.8","4,535","±1,158","6.5%","±1.7","2,324","±662","6.9%","±1.9","2,211","±837","6.2%","±2.4","24,858","±2,823","5.7%","±0.7","10,981","±1,875","5.3%","±0.9","13,877","±1,872","6.2%","±0.8","16,128","±1,991","6.6%","±0.8","8,355","±1,757","7.1%","±1.5","7,773","±1,137","6.1%","±0.9","6,167","±1,466","6.3%","±1.5","3,510","±976","7.3%","±2.0","2,657","±903","5.3%","±1.8","12,689","±1,967","9.0%","±1.4","6,378","±1,384","9.3%","±2.0","6,311","±1,425","8.7%","±1.9","24,170","±1,988","6.2%","±0.5","11,382","±1,255","6.2%","±0.7","12,788","±1,511","6.2%","±0.7","10,976","±2,071","7.2%","±1.4","5,824","±1,202","7.9%","±1.6","5,152","±1,494","6.5%","±1.9","8,957","±1,368","6.9%","±1.1","3,935","±1,014","6.3%","±1.6","5,022","±965","7.5%","±1.4","6,478","±1,241","7.9%","±1.5","3,526","±769","8.8%","±1.9","2,952","±796","7.0%","±1.9","19,872","±1,978","7.6%","±0.8","11,178","±1,469","8.9%","±1.1","8,694","±1,156","6.4%","±0.9","9,637","±1,298","7.2%","±1.0","5,108","±1,111","7.8%","±1.7","4,529","±954","6.5%","±1.4","7,384","±1,502","6.7%","±1.4","3,344","±973","6.2%","±1.8","4,040","±1,169","7.1%","±2.1","21,423,479","±69,779","6.5%","±0.1","10,987,313","±52,483","6.8%","±0.1","10,436,166","±45,451","6.3%","±0.1"
"        15 to 19 years","7,408","±1,509","5.9%","±1.2","4,031","±1,066","6.5%","±1.7","3,377","±1,122","5.3%","±1.7","8,318","±1,253","6.5%","±1.0","5,256","±1,421","8.3%","±2.1","3,062","±935","4.8%","±1.4","14,484","±622","6.0%","±0.3","6,981","±574","6.1%","±0.5","7,503","±346","5.9%","±0.3","14,000","±1,509","6.9%","±0.7","7,509","±1,262","7.6%","±1.3","6,491","±738","6.2%","±0.7","32,399","±1,134","7.4%","±0.3","16,334","±1,165","7.8%","±0.5","16,065","±651","7.0%","±0.3","4,700","±1,137","6.7%","±1.6","2,375","±910","7.0%","±2.6","2,325","±968","6.5%","±2.7","22,582","±1,311","5.2%","±0.3","11,916","±1,130","5.7%","±0.5","10,666","±1,109","4.8%","±0.5","15,090","±1,025","6.2%","±0.4","7,683","±701","6.5%","±0.6","7,407","±709","5.9%","±0.6","5,378","±822","5.5%","±0.8","2,782","±542","5.8%","±1.2","2,596","±440","5.2%","±0.9","10,299","±1,484","7.3%","±1.1","5,061","±688","7.4%","±1.0","5,238","±1,295","7.3%","±1.7","21,138","±401","5.4%","±0.1","10,576","±366","5.7%","±0.2","10,562","±222","5.1%","±0.1","10,523","±932","6.9%","±0.6","4,783","±320","6.5%","±0.4","5,740","±887","7.2%","±1.1","9,276","±820","7.2%","±0.6","4,753","±373","7.6%","±0.6","4,523","±680","6.8%","±1.0","5,888","±839","7.2%","±1.0","3,813","±718","9.5%","±1.7","2,075","±660","4.9%","±1.5","17,527","±1,126","6.7%","±0.4","8,824","±1,013","7.0%","±0.8","8,703","±437","6.5%","±0.3","10,952","±1,505","8.1%","±1.1","6,826","±1,427","10.4%","±2.1","4,126","±1,126","6.0%","±1.6","6,823","±1,297","6.2%","±1.2","3,636","±1,128","6.8%","±2.0","3,187","±1,062","5.6%","±1.8","21,353,524","±36,116","6.5%","±0.1","10,903,653","±27,920","6.7%","±0.1","10,449,871","±27,410","6.3%","±0.1"
"        20 to 24 years","7,564","±2,158","6.0%","±1.7","3,560","±998","5.7%","±1.6","4,004","±1,499","6.2%","±2.4","8,230","±1,095","6.5%","±0.9","4,195","±919","6.6%","±1.5","4,035","±514","6.3%","±0.8","15,310","±1,095","6.4%","±0.5","8,042","±958","7.1%","±0.9","7,268","±376","5.7%","±0.3","12,071","±1,431","5.9%","±0.7","5,903","±1,124","6.0%","±1.1","6,168","±810","5.9%","±0.8","43,014","±900","9.8%","±0.2","20,998","±793","10.0%","±0.4","22,016","±480","9.6%","±0.2","3,454","±1,133","4.9%","±1.6","1,553","±739","4.6%","±2.2","1,901","±693","5.3%","±1.9","24,354","±1,258","5.6%","±0.3","12,024","±897","5.8%","±0.4","12,330","±918","5.5%","±0.4","16,864","±1,407","6.9%","±0.6","8,298","±863","7.0%","±0.7","8,566","±804","6.8%","±0.6","6,022","±1,071","6.2%","±1.1","3,203","±796","6.7%","±1.7","2,819","±727","5.7%","±1.5","8,125","±1,015","5.8%","±0.7","3,626","±272","5.3%","±0.4","4,499","±947","6.2%","±1.3","24,273","±562","6.2%","±0.1","11,490","±427","6.2%","±0.2","12,783","±253","6.2%","±0.1","10,548","±765","6.9%","±0.5","5,644","±267","7.7%","±0.4","4,904","±751","6.1%","±0.9","7,340","±819","5.7%","±0.6","3,968","±366","6.3%","±0.6","3,372","±674","5.0%","±1.0","4,347","±1,052","5.3%","±1.3","1,903","±776","4.7%","±1.9","2,444","±641","5.8%","±1.5","12,988","±729","5.0%","±0.3","5,998","±358","4.8%","±0.3","6,990","±604","5.2%","±0.4","8,701","±1,528","6.5%","±1.1","4,091","±1,227","6.2%","±1.9","4,610","±886","6.7%","±1.2","6,566","±1,272","5.9%","±1.2","3,913","±948","7.3%","±1.7","2,653","±703","4.7%","±1.2","21,468,680","±34,195","6.5%","±0.1","11,014,460","±22,949","6.8%","±0.1","10,454,220","±22,665","6.3%","±0.1"
"        25 to 29 years","8,538","±1,510","6.7%","±1.2","3,974","±773","6.4%","±1.2","4,564","±1,134","7.1%","±1.6","9,102","±986","7.2%","±0.8","4,190","±712","6.6%","±1.1","4,912","±555","7.7%","±0.9","16,443","±265","6.8%","±0.1","7,934","±172","7.0%","±0.2","8,509","±184","6.7%","±0.2","14,022","±1,002","6.9%","±0.5","6,631","±986","6.8%","±1.0","7,391","±172","7.0%","±0.2","34,829","±996","7.9%","±0.2","17,554","±692","8.3%","±0.3","17,275","±724","7.5%","±0.3","5,402","±1,196","7.7%","±1.7","2,969","±765","8.8%","±2.2","2,433","±868","6.8%","±2.4","30,459","±641","7.0%","±0.1","14,637","±354","7.0%","±0.2","15,822","±338","7.0%","±0.2","18,750","±454","7.7%","±0.2","9,133","±191","7.8%","±0.2","9,617","±403","7.6%","±0.3","7,322","±1,164","7.5%","±1.2","3,488","±593","7.3%","±1.2","3,834","±825","7.7%","±1.6","10,242","±635","7.3%","±0.5","5,647","±570","8.2%","±0.9","4,595","±225","6.4%","±0.3","31,157","±458","8.0%","±0.1","14,646","±380","8.0%","±0.2","16,511","±223","8.0%","±0.1","11,054","±327","7.2%","±0.2","5,449","±293","7.4%","±0.4","5,605","±123","7.0%","±0.1","9,140","±671","7.0%","±0.5","4,472","±186","7.1%","±0.3","4,668","±667","7.0%","±1.0","5,312","±1,123","6.5%","±1.4","2,579","±882","6.4%","±2.2","2,733","±593","6.5%","±1.4","14,144","±940","5.4%","±0.4","6,871","±757","5.5%","±0.6","7,273","±616","5.4%","±0.5","8,947","±615","6.6%","±0.5","3,637","±524","5.6%","±0.8","5,310","±339","7.7%","±0.5","9,257","±1,475","8.4%","±1.3","3,893","±1,014","7.3%","±1.9","5,364","±1,357","9.4%","±2.3","23,233,299","±29,995","7.1%","±0.1","11,817,829","±21,300","7.3%","±0.1","11,415,470","±18,024","6.8%","±0.1"
"        30 to 34 years","9,925","±1,996","7.8%","±1.6","5,433","±1,460","8.7%","±2.4","4,492","±1,016","7.0%","±1.7","8,702","±726","6.8%","±0.6","3,966","±550","6.3%","±0.9","4,736","±314","7.4%","±0.5","15,904","±789","6.6%","±0.3","7,563","±364","6.7%","±0.3","8,341","±569","6.6%","±0.5","14,557","±1,138","7.2%","±0.6","6,939","±1,080","7.1%","±1.1","7,618","±514","7.2%","±0.5","29,591","±1,078","6.7%","±0.2","13,984","±588","6.6%","±0.3","15,607","±907","6.8%","±0.4","3,986","±991","5.7%","±1.4","1,777","±377","5.2%","±1.1","2,209","±933","6.1%","±2.6","31,147","±852","7.2%","±0.2","15,446","±567","7.4%","±0.3","15,701","±519","7.0%","±0.2","20,023","±1,058","8.2%","±0.4","9,889","±558","8.4%","±0.5","10,134","±695","8.0%","±0.5","6,788","±589","7.0%","±0.6","3,567","±529","7.5%","±1.1","3,221","±264","6.5%","±0.5","10,446","±1,278","7.4%","±0.9","4,596","±367","6.7%","±0.5","5,850","±1,185","8.1%","±1.6","35,226","±48","9.0%","±0.1","16,414","±36","8.9%","±0.1","18,812","±36","9.1%","±0.1","10,462","±349","6.8%","±0.2","5,075","±340","6.9%","±0.5","5,387","±121","6.8%","±0.1","7,279","±503","5.6%","±0.4","3,174","±492","5.1%","±0.8","4,105","±156","6.1%","±0.2","5,042","±1,260","6.1%","±1.5","2,610","±669","6.5%","±1.7","2,432","±721","5.8%","±1.7","14,600","±1,038","5.6%","±0.4","7,252","±1,026","5.8%","±0.8","7,348","±162","5.5%","±0.1","8,409","±1,293","6.2%","±1.0","3,732","±739","5.7%","±1.1","4,677","±982","6.8%","±1.4","8,124","±1,371","7.4%","±1.2","3,446","±712","6.4%","±1.3","4,678","±1,060","8.2%","±1.9","22,345,176","±34,217","6.8%","±0.1","11,281,470","±23,076","7.0%","±0.1","11,063,706","±19,779","6.6%","±0.1"
