"Label","Albemarle County, Virginia!!Total!!Estimate","Albemarle County, Virginia!!Total!!Margin of Error","Albemarle County, Virginia!!With a disability!!Estimate","Albemarle County, Virginia!!With a disability!!Margin of Error","Albemarle County, Virginia!!Percent with a disability!!Estimate","Albemarle County, Virginia!!Percent with a disability!!Margin of Error","Arlington County, Virginia!!Total!!Estimate","Arlington County, Virginia!!Total!!Margin of Error","Arlington County, Virginia!!With a disability!!Estimate","Arlington County, Virginia!!With a disability!!Margin of Error","Arlington County, Virginia!!Percent with a disability!!Estimate","Arlington County, Virginia!!Percent with a disability!!Margin of Error","Augusta County, Virginia!!Total!!Estimate","Augusta County, Virginia!!Total!!Margin of Error","Augusta County, Virginia!!With a disability!!Estimate","Augusta County, Virginia!!With a disability!!Margin of Error","Augusta County, Virginia!!Percent with a disability!!Estimate","Augusta County, Virginia!!Percent with a disability!!Margin of Error","Bedford County, Virginia!!Total!!Estimate","Bedford County, Virginia!!Total!!Margin of Error","Bedford County, Virginia!!With a disability!!Estimate","Bedford County, Virginia!!With a disability!!Margin of Error","Bedford County, Virginia!!Percent with a disability!!Estimate","Bedford County, Virginia!!Percent with a disability!!Margin of Error","Chesterfield County, Virginia!!Total!!Estimate","Chesterfield County, Virginia!!Total!!Margin of Error","Chesterfield County, Virginia!!With a disability!!Estimate","Chesterfield County, Virginia!!With a disability!!Margin of Error","Chesterfield County, Virginia!!Percent with a disability!!Estimate","Chesterfield County, Virginia!!Percent with a disability!!Margin of Error","Fairfax County, Virginia!!Total!!Estimate","Fairfax County, Virginia!!Total!!Margin of Error","Fairfax County, Virginia!!With a disability!!Estimate","Fairfax County, Virginia!!With a disability!!Margin of Error","Fairfax County, Virginia!!Percent with a disability!!Estimate","Fairfax County, Virginia!!Percent with a disability!!Margin of Error","Fauquier County, Virginia!!Total!!Estimate","Fauquier County, Virginia!!Total!!Margin of Error","Fauquier County, Virginia!!With a disability!!Estimate","Fauquier County, Virginia!!With a disability!!Margin of Error","Fauquier County, Virginia!!Percent with a disability!!Estimate","Fauquier County, Virginia!!Percent with a disability!!Margin of Error","Frederick County, Virginia!!Total!!Estimate","Frederick County, Virginia!!Total!!Margin of Error","Frederick County, Virginia!!With a disability!!Estimate","Frederick County, Virginia!!With a disability!!Margin of Error","Frederick County, Virginia!!Percent with a disability!!Estimate","Frederick County, Virginia!!Percent with a disability!!Margin of Error","Hanover County, Virginia!!Total!!Estimate","Hanover County, Virginia!!Total!!Margin of Error","Hanover County, Virginia!!With a disability!!Estimate","Hanover County, Virginia!!With a disability!!Margin of Error","Hanover County, Virginia!!Percent with a disability!!Estimate","Hanover County, Virginia!!Percent with a disability!!Margin of Error","Henrico County, Virginia!!Total!!Estimate","Henrico County, Virginia!!Total!!Margin of Error","Henrico County, Virginia!!With a disability!!Estimate","Henrico County, Virginia!!With a disability!!Margin of Error","Henrico County, Virginia!!Percent with a disability!!Estimate","Henrico County, Virginia!!Percent with a disability!!Margin of Error","James City County, Virginia!!Total!!Estimate","James City County, Virginia!!Total!!Margin of Error","James City County, Virginia!!With a disability!!Estimate","James City County, Virginia!!With a disability!!Margin of Error","James City County, Virginia!!Percent with a disability!!Estimate","James City County, Virginia!!Percent with a disability!!Margin of Error","Loudoun County, Virginia!!Total!!Estimate","Loudoun County, Virginia!!Total!!Margin of Error","Loudoun County, Virginia!!With a disability!!Estimate","Loudoun County, Virginia!!With a disability!!Margin of Error","Loudoun County, Virginia!!Percent with a disability!!Estimate","Loudoun County, Virginia!!Percent with a disability!!Margin of Error","Montgomery County, Virginia!!Total!!Estimate","Montgomery County, Virginia!!Total!!Margin of Error","Montgomery County, Virginia!!With a disability!!Estimate","Montgomery County, Virginia!!With a disability!!Margin of Error","Montgomery County, Virginia!!Percent with a disability!!Estimate","Montgomery County, Virginia!!Percent with a disability!!Margin of Error","Prince William County, Virginia!!Total!!Estimate","Prince William County, Virginia!!Total!!Margin of Error","Prince William County, Virginia!!With a disability!!Estimate","Prince William County, Virginia!!With a disability!!Margin of Error","Prince William County, Virginia!!Percent with a disability!!Estimate","Prince William County, Virginia!!Percent with a disability!!Margin of Error","Roanoke County, Virginia!!Total!!Estimate","Roanoke County, Virginia!!Total!!Margin of Error","Roanoke County, Virginia!!With a disability!!Estimate","Roanoke County, Virginia!!With a disability!!Margin of Error","Roanoke County, Virginia!!Percent with a disability!!Estimate","Roanoke County, Virginia!!Percent with a disability!!Margin of Error","Rockingham County, Virginia!!Total!!Estimate","Rockingham County, Virginia!!Total!!Margin of Error","Rockingham County, Virginia!!With a disability!!Estimate","Rockingham County, Virginia!!With a disability!!Margin of Error","Rockingham County, Virginia!!Percent with a disability!!Estimate","Rockingham County, Virginia!!Percent with a disability!!Margin of Error","Spotsylvania County, Virginia!!Total!!Estimate","Spotsylvania County, Virginia!!Total!!Margin of Error","Spotsylvania County, Virginia!!With a disability!!Estimate","Spotsylvania County, Virginia!!With a disability!!Margin of Error","Spotsylvania County, Virginia!!Percent with a disability!!Estimate","Spotsylvania County, Virginia!!Percent with a disability!!Margin of Error","Stafford County, Virginia!!Total!!Estimate","Stafford County, Virginia!!Total!!Margin of Error","Stafford County, Virginia!!With a disability!!Estimate","Stafford County, Virginia!!With a disability!!Margin of Error","Stafford County, Virginia!!Percent with a disability!!Estimate","Stafford County, Virginia!!Percent with a disability!!Margin of Error","York County, Virginia!!Total!!Estimate","York County, Virginia!!Total!!Margin of Error","York County, Virginia!!With a disability!!Estimate","York County, Virginia!!With a disability!!Margin of Error","York County, Virginia!!Percent with a disability!!Estimate","York County, Virginia!!Percent with a disability!!Margin of Error","Alexandria city, Virginia!!Total!!Estimate","Alexandria city, Virginia!!Total!!Margin of Error","Alexandria city, Virginia!!With a disability!!Estimate","Alexandria city, Virginia!!With a disability!!Margin of Error","Alexandria city, Virginia!!Percent with a disability!!Estimate","Alexandria city, Virginia!!Percent with a disability!!Margin of Error","Chesapeake city, Virginia!!Total!!Estimate","Chesapeake city, Virginia!!Total!!Margin of Error","Chesapeake city, Virginia!!With a disability!!Estimate","Chesapeake city, Virginia!!With a disability!!Margin of Error","Chesapeake city, Virginia!!Percent with a disability!!Estimate","Chesapeake city, Virginia!!Percent with a disability!!Margin of Error","Hampton city, Virginia!!Total!!Estimate","Hampton city, Virginia!!Total!!Margin of Error","Hampton city, Virginia!!With a disability!!Estimate","Hampton city, Virginia!!With a disability!!Margin of Error","Hampton city, Virginia!!Percent with a disability!!Estimate","Hampton city, Virginia!!Percent with a disability!!Margin of Error","Lynchburg city, Virginia!!Total!!Estimate","Lynchburg city, Virginia!!Total!!Margin of Error","Lynchburg city, Virginia!!With a disability!!Estimate","Lynchburg city, Virginia!!With a disability!!Margin of Error","Lynchburg city, Virginia!!Percent with a disability!!Estimate","Lynchburg city, Virginia!!Percent with a disability!!Margin of Error","Newport News city, Virginia!!Total!!Estimate","Newport News city, Virginia!!Total!!Margin of Error","Newport News city, Virginia!!With a disability!!Estimate","Newport News city, Virginia!!With a disability!!Margin of Error","Newport News city, Virginia!!Percent with a disability!!Estimate","Newport News city, Virginia!!Percent with a disability!!Margin of Error","Norfolk city, Virginia!!Total!!Estimate","Norfolk city, Virginia!!Total!!Margin of Error","Norfolk city, Virginia!!With a disability!!Estimate","Norfolk city, Virginia!!With a disability!!Margin of Error","Norfolk city, Virginia!!Percent with a disability!!Estimate","Norfolk city, Virginia!!Percent with a disability!!Margin of Error","Portsmouth city, Virginia!!Total!!Estimate","Portsmouth city, Virginia!!Total!!Margin of Error","Portsmouth city, Virginia!!With a disability!!Estimate","Portsmouth city, Virginia!!With a disability!!Margin of Error","Portsmouth city, Virginia!!Percent with a disability!!Estimate","Portsmouth city, Virginia!!Percent with a disability!!Margin of Error","Richmond city, Virginia!!Total!!Estimate","Richmond city, Virginia!!Total!!Margin of Error","Richmond city, Virginia!!With a disability!!Estimate","Richmond city, Virginia!!With a disability!!Margin of Error","Richmond city, Virginia!!Percent with a disability!!Estimate","Richmond city, Virginia!!Percent with a disability!!Margin of Error","Roanoke city, Virginia!!Total!!Estimate","Roanoke city, Virginia!!Total!!Margin of Error","Roanoke city, Virginia!!With a disability!!Estimate","Roanoke city, Virginia!!With a disability!!Margin of Error","Roanoke city, Virginia!!Percent with a disability!!Estimate","Roanoke city, Virginia!!Percent with a disability!!Margin of Error","Suffolk city, Virginia!!Total!!Estimate","Suffolk city, Virginia!!Total!!Margin of Error","Suffolk city, Virginia!!With a disability!!Estimate","Suffolk city, Virginia!!With a disability!!Margin of Error","Suffolk city, Virginia!!Percent with a disability!!Estimate","Suffolk city, Virginia!!Percent with a disability!!Margin of Error","Virginia Beach city, Virginia!!Total!!Estimate","Virginia Beach city, Virginia!!Total!!Margin of Error","Virginia Beach city, Virginia!!With a disability!!Estimate","Virginia Beach city, Virginia!!With a disability!!Margin of Error","Virginia Beach city, Virginia!!Percent with a disability!!Estimate","Virginia Beach city, Virginia!!Percent with a disability!!Margin of Error","United States!!Total!!Estimate","United States!!Total!!Margin of Error","United States!!With a disability!!Estimate","United States!!With a disability!!Margin of Error","United States!!Percent with a disability!!Estimate","United States!!Percent with a disability!!Margin of Error"
"                Population 65 to 74 years","12,267","±739","219","±193","1.8%","±1.6","15,609","±932","235","±155","1.5%","±1.0","9,495","±514","125","±126","1.3%","±1.3","9,975","±389","291","±270","2.9%","±2.7","34,682","±611","1,680","±654","4.8%","±1.9","95,850","±399","1,899","±579","2.0%","±0.6","7,373","±424","66","±105","0.9%","±1.4","9,229","±270","358","±425","3.9%","±4.6","11,422","±473","771","±538","6.8%","±4.7","30,985","±950","2,363","±1,423","7.6%","±4.6","11,379","±538","35","±62","0.3%","±0.5","24,449","±452","573","±383","2.3%","±1.6","7,275","±199","150","±175","2.1%","±2.4","31,168","±795","1,159","±618","3.7%","±2.0","12,077","±450","152","±159","1.3%","±1.3","8,761","±297","149","±144","1.7%","±1.7","12,160","±533","733","±467","6.0%","±3.8","10,341","±632","398","±237","3.8%","±2.3","6,364","±615","31","±54","0.5%","±0.9","11,459","±879","156","±169","1.4%","±1.5","20,383","±602","214","±213","1.0%","±1.0","12,313","±333","724","±559","5.9%","±4.6","6,303","±487","149","±143","2.4%","±2.2","14,282","±501","502","±316","3.5%","±2.2","16,958","±578","1,228","±563","7.2%","±3.3","8,171","±283","385","±278","4.7%","±3.4","18,908","±496","1,165","±661","6.2%","±3.5","10,012","±729","201","±198","2.0%","±2.0","8,338","±247","134","±113","1.6%","±1.3","38,896","±852","1,750","±705","4.5%","±1.8","31,216,223","±24,889","1,271,608","±20,269","4.1%","±0.1"
"                Population 75 years and over","8,598","±403","730","±480","8.5%","±5.5","9,895","±813","356","±274","3.6%","±2.8","7,132","±309","1,137","±560","15.9%","±7.9","7,077","±541","617","±458","8.7%","±6.5","19,177","±533","2,247","±1,080","11.7%","±5.6","63,293","±519","4,121","±1,132","6.5%","±1.8","4,532","±371","301","±260","6.6%","±5.7","6,620","±328","493","±462","7.4%","±7.0","8,035","±472","589","±496","7.3%","±6.3","21,703","±882","1,941","±888","8.9%","±4.1","8,450","±464","663","±463","7.8%","±5.3","15,303","±486","1,022","±466","6.7%","±3.1","5,284","±340","367","±277","6.9%","±5.4","17,132","±777","1,330","±576","7.8%","±3.3","8,144","±453","622","±341","7.6%","±4.2","7,050","±303","1,055","±682","15.0%","±9.7","7,547","±572","253","±199","3.4%","±2.6","5,863","±579","511","±278","8.7%","±4.8","4,580","±395","154","±156","3.4%","±3.4","6,647","±806","251","±189","3.8%","±2.9","12,066","±467","704","±356","5.8%","±2.9","8,854","±242","826","±463","9.3%","±5.2","4,660","±534","327","±191","7.0%","±4.0","9,517","±295","795","±472","8.4%","±4.9","10,610","±370","866","±432","8.2%","±3.9","5,775","±239","418","±338","7.2%","±5.9","12,120","±670","1,165","±636","9.6%","±5.3","5,746","±742","177","±168","3.1%","±2.9","5,248","±251","543","±309","10.3%","±5.8","26,509","±940","2,739","±1,114","10.3%","±4.2","21,566,194","±17,007","1,892,677","±27,432","8.8%","±0.1"
"        With a cognitive difficulty","(X)","(X)","3,684","±898","3.6%","±0.9","(X)","(X)","4,537","±1,090","2.1%","±0.5","(X)","(X)","3,010","±932","4.5%","±1.4","(X)","(X)","3,567","±890","4.7%","±1.2","(X)","(X)","16,968","±2,860","5.2%","±0.9","(X)","(X)","31,484","±3,138","3.0%","±0.3","(X)","(X)","3,108","±1,105","4.7%","±1.7","(X)","(X)","3,434","±1,137","4.1%","±1.4","(X)","(X)","4,212","±1,166","4.1%","±1.1","(X)","(X)","13,888","±2,360","4.5%","±0.8","(X)","(X)","2,402","±898","3.4%","±1.2","(X)","(X)","6,329","±1,272","1.7%","±0.3","(X)","(X)","3,779","±1,366","4.0%","±1.5","(X)","(X)","13,625","±2,511","3.2%","±0.6","(X)","(X)","2,671","±913","3.0%","±1.0","(X)","(X)","4,979","±1,091","6.5%","±1.4","(X)","(X)","5,594","±1,271","4.4%","±1.0","(X)","(X)","5,583","±1,431","4.1%","±1.1","(X)","(X)","2,043","±780","3.4%","±1.3","(X)","(X)","3,932","±1,050","2.7%","±0.7","(X)","(X)","14,612","±2,859","6.7%","±1.3","(X)","(X)","7,164","±1,554","6.0%","±1.3","(X)","(X)","3,255","±923","4.3%","±1.2","(X)","(X)","8,394","±1,801","5.4%","±1.2","(X)","(X)","10,379","±1,709","5.3%","±0.9","(X)","(X)","3,959","±1,226","4.8%","±1.5","(X)","(X)","15,780","±3,308","7.3%","±1.5","(X)","(X)","3,890","±1,258","4.2%","±1.4","(X)","(X)","3,899","±957","4.7%","±1.1","(X)","(X)","16,762","±2,255","4.2%","±0.6","(X)","(X)","15,797,245","±87,227","5.2%","±0.1"
"            Population under 18 years","15,896","±591","370","±295","2.3%","±1.9","29,260","±122","785","±449","2.7%","±1.5","9,704","±376","538","±373","5.5%","±3.8","12,492","±358","355","±286","2.8%","±2.3","61,455","±413","4,705","±1,202","7.7%","±1.9","195,009","±454","4,735","±1,197","2.4%","±0.6","12,458","±427","454","±273","3.6%","±2.2","15,412","±489","200","±221","1.3%","±1.4","18,244","±347","613","±345","3.4%","±1.9","55,004","±969","2,309","±1,153","4.2%","±2.1","11,409","±937","617","±415","5.4%","±3.6","86,925","±258","1,667","±624","1.9%","±0.7","9,959","±316","382","±397","3.8%","±4.0","92,100","±355","2,170","±964","2.4%","±1.0","14,003","±499","483","±401","3.4%","±2.8","13,381","±321","794","±548","5.9%","±4.1","25,561","±97","797","±373","3.1%","±1.5","29,819","±401","1,017","±655","3.4%","±2.2","11,819","±617","526","±394","4.5%","±3.3","17,646","±67","66","±108","0.4%","±0.6","43,631","±887","3,550","±1,445","8.1%","±3.3","20,290","±601","1,079","±531","5.3%","±2.6","10,526","±564","203","±224","1.9%","±2.1","28,220","±394","1,409","±802","5.0%","±2.8","31,452","±193","1,023","±554","3.3%","±1.8","14,690","±440","343","±326","2.3%","±2.2","25,784","±128","2,972","±1,247","11.5%","±4.8","15,372","±473","0","±208","0.0%","±1.2","15,965","±180","773","±481","4.8%","±3.0","71,092","±192","2,974","±904","4.2%","±1.3","53,433,593","±32,613","2,354,191","±30,937","4.4%","±0.1"
"            Population 18 to 64 years","65,482","±1,223","1,806","±709","2.8%","±1.1","163,174","±1,605","2,618","±884","1.6%","±0.5","41,016","±1,732","1,529","±646","3.7%","±1.6","45,638","±803","2,099","±802","4.6%","±1.8","212,968","±1,088","8,697","±1,989","4.1%","±0.9","705,992","±2,451","15,960","±2,704","2.3%","±0.4","42,437","±462","1,670","±700","3.9%","±1.7","52,086","±560","2,012","±929","3.9%","±1.8","64,743","±401","2,074","±861","3.2%","±1.3","201,347","±1,318","6,923","±1,613","3.4%","±0.8","39,859","±1,198","905","±483","2.3%","±1.2","256,742","±1,025","2,854","±839","1.1%","±0.3","71,197","±705","2,577","±1,229","3.6%","±1.7","287,692","±1,316","7,652","±1,695","2.7%","±0.6","53,615","±946","1,791","±737","3.3%","±1.4","47,874","±472","2,311","±703","4.8%","±1.5","81,378","±934","3,363","±890","4.1%","±1.1","91,296","±1,588","2,754","±817","3.0%","±0.9","37,232","±1,420","1,140","±546","3.1%","±1.5","108,534","±1,525","2,579","±1,001","2.4%","±0.9","141,353","±2,184","8,636","±1,965","6.1%","±1.4","77,762","±1,735","4,356","±1,128","5.6%","±1.4","53,899","±1,068","2,484","±735","4.6%","±1.4","103,497","±2,182","4,642","±1,270","4.5%","±1.2","138,392","±2,959","6,840","±1,329","4.9%","±1.0","53,149","±2,077","2,799","±1,154","5.3%","±2.2","158,025","±1,092","9,880","±2,726","6.3%","±1.7","60,695","±752","2,618","±1,259","4.3%","±2.1","54,035","±898","2,187","±689","4.0%","±1.3","259,394","±3,340","8,680","±1,421","3.3%","±0.5","197,503,214","±33,702","9,085,439","±60,856","4.6%","±0.1"
"                Population 18 to 34 years","26,541","±927","955","±530","3.6%","±2.0","72,961","±1,079","924","±611","1.3%","±0.8","12,429","±637","380","±346","3.1%","±2.8","14,275","±414","403","±333","2.8%","±2.3","72,546","±955","2,233","±716","3.1%","±1.0","242,499","±1,419","7,749","±1,534","3.2%","±0.6","13,570","±859","780","±356","5.7%","±2.7","16,727","±904","738","±623","4.4%","±3.7","20,169","±964","972","±755","4.8%","±3.7","72,617","±1,198","2,895","±1,089","4.0%","±1.5","12,191","±895","319","±263","2.6%","±2.2","78,244","±454","1,424","±669","1.8%","±0.9","41,052","±921","1,479","±718","3.6%","±1.8","99,236","±1,166","3,294","±1,037","3.3%","±1.0","17,919","±883","805","±449","4.5%","±2.5","16,605","±450","607","±316","3.7%","±1.9","26,864","±915","2,232","±819","8.3%","±3.0","29,612","±1,402","742","±487","2.5%","±1.7","10,727","±1,504","353","±291","3.3%","±2.6","41,582","±979","1,100","±753","2.6%","±1.8","46,892","±1,996","1,925","±919","4.1%","±1.9","31,332","±1,497","1,941","±876","6.2%","±2.8","32,268","±1,071","1,236","±452","3.8%","±1.4","44,318","±2,228","1,703","±633","3.8%","±1.5","64,198","±2,494","2,850","±883","4.4%","±1.4","20,354","±1,302","830","±551","4.1%","±2.7","77,796","±804","5,159","±1,893","6.6%","±2.4","23,345","±1,201","586","±562","2.5%","±2.4","18,667","±1,115","345","±230","1.8%","±1.2","94,780","±3,131","3,143","±827","3.3%","±0.9","74,020,428","±40,229","3,207,512","±36,493","4.3%","±0.1"
"                Population 35 to 64 years","38,941","±947","851","±439","2.2%","±1.1","90,213","±1,248","1,694","±661","1.9%","±0.7","28,587","±1,455","1,149","±526","4.0%","±1.8","31,363","±904","1,696","±754","5.4%","±2.4","140,422","±1,044","6,464","±1,844","4.6%","±1.3","463,493","±1,749","8,211","±1,818","1.8%","±0.4","28,867","±877","890","±514","3.1%","±1.8","35,359","±797","1,274","±659","3.6%","±1.9","44,574","±1,044","1,102","±454","2.5%","±1.0","128,730","±1,399","4,028","±1,239","3.1%","±1.0","27,668","±1,177","586","±462","2.1%","±1.7","178,498","±772","1,430","±524","0.8%","±0.3","30,145","±825","1,098","±715","3.6%","±2.4","188,456","±947","4,358","±1,238","2.3%","±0.7","35,696","±895","986","±493","2.8%","±1.4","31,269","±696","1,704","±632","5.4%","±2.0","54,514","±1,101","1,131","±412","2.1%","±0.8","61,684","±1,329","2,012","±711","3.3%","±1.2","26,505","±1,504","787","±493","3.0%","±1.9","66,952","±1,720","1,479","±543","2.2%","±0.8","94,461","±1,831","6,711","±1,604","7.1%","±1.7","46,430","±986","2,415","±853","5.2%","±1.8","21,631","±874","1,248","±574","5.8%","±2.6","59,179","±1,247","2,939","±1,096","5.0%","±1.9","74,194","±1,264","3,990","±1,019","5.4%","±1.4","32,795","±1,434","1,969","±840","6.0%","±2.5","80,229","±1,022","4,721","±1,383","5.9%","±1.7","37,350","±1,122","2,032","±1,090","5.4%","±2.9","35,368","±1,135","1,842","±625","5.2%","±1.7","164,614","±1,750","5,537","±1,187","3.4%","±0.7","123,482,786","±47,507","5,877,927","±46,429","4.8%","±0.1"
"            Population 65 years and over","20,865","±700","1,508","±551","7.2%","±2.7","25,504","±909","1,134","±663","4.4%","±2.6","16,627","±551","943","±453","5.7%","±2.7","17,052","±669","1,113","±456","6.5%","±2.7","53,859","±617","3,566","±946","6.6%","±1.8","159,143","±668","10,789","±1,567","6.8%","±1.0","11,905","±429","984","±536","8.3%","±4.5","15,849","±334","1,222","±700","7.7%","±4.4","19,457","±443","1,525","±720","7.8%","±3.7","52,688","±991","4,656","±1,214","8.8%","±2.3","19,829","±639","880","±503","4.4%","±2.5","39,752","±293","1,808","±472","4.5%","±1.2","12,559","±361","820","±378","6.5%","±3.0","48,300","±382","3,803","±1,239","7.9%","±2.6","20,221","±685","397","±254","2.0%","±1.3","15,811","±480","1,874","±758","11.9%","±4.8","19,707","±513","1,434","±559","7.3%","±2.9","16,204","±494","1,812","±617","11.2%","±3.8","10,944","±588","377","±285","3.4%","±2.5","18,106","±861","1,287","±564","7.1%","±3.1","32,449","±699","2,426","±962","7.5%","±2.9","21,167","±332","1,729","±721","8.2%","±3.4","10,963","±277","568","±366","5.2%","±3.3","23,799","±581","2,343","±709","9.8%","±3.0","27,568","±697","2,516","±821","9.1%","±2.9","13,946","±439","817","±412","5.9%","±3.0","31,028","±830","2,928","±1,068","9.4%","±3.5","15,758","±543","1,272","±552","8.1%","±3.5","13,586","±251","939","±353","6.9%","±2.6","65,405","±502","5,108","±1,143","7.8%","±1.7","52,782,417","±26,301","4,357,615","±43,148","8.3%","±0.1"
"                Population 65 to 74 years","12,267","±739","257","±206","2.1%","±1.7","15,609","±932","628","±624","4.0%","±3.9","9,495","±514","365","±239","3.8%","±2.6","9,975","±389","652","±385","6.5%","±3.8","34,682","±611","878","±443","2.5%","±1.3","95,850","±399","2,660","±771","2.8%","±0.8","7,373","±424","279","±260","3.8%","±3.5","9,229","±270","347","±303","3.8%","±3.3","11,422","±473","624","±522","5.5%","±4.5","30,985","±950","1,481","±597","4.8%","±1.9","11,379","±538","57","±95","0.5%","±0.8","24,449","±452","451","±293","1.8%","±1.2","7,275","±199","227","±218","3.1%","±3.0","31,168","±795","1,605","±780","5.1%","±2.5","12,077","±450","131","±156","1.1%","±1.3","8,761","±297","315","±255","3.6%","±2.9","12,160","±533","635","±329","5.2%","±2.7","10,341","±632","427","±263","4.1%","±2.5","6,364","±615","138","±156","2.2%","±2.3","11,459","±879","613","±446","5.3%","±3.8","20,383","±602","926","±481","4.5%","±2.4","12,313","±333","963","±593","7.8%","±4.8","6,303","±487","145","±182","2.3%","±2.9","14,282","±501","647","±416","4.5%","±2.9","16,958","±578","666","±345","3.9%","±2.0","8,171","±283","448","±283","5.5%","±3.5","18,908","±496","1,584","±784","8.4%","±4.2","10,012","±729","272","±203","2.7%","±2.1","8,338","±247","347","±289","4.2%","±3.5","38,896","±852","1,166","±551","3.0%","±1.4","31,216,223","±24,889","1,606,770","±20,535","5.1%","±0.1"
"                Population 75 years and over","8,598","±403","1,251","±536","14.5%","±6.2","9,895","±813","506","±277","5.1%","±2.8","7,132","±309","578","±408","8.1%","±5.8","7,077","±541","461","±415","6.5%","±5.9","19,177","±533","2,688","±892","14.0%","±4.7","63,293","±519","8,129","±1,321","12.8%","±2.1","4,532","±371","705","±443","15.6%","±10.0","6,620","±328","875","±661","13.2%","±9.7","8,035","±472","901","±538","11.2%","±6.7","21,703","±882","3,175","±926","14.6%","±4.2","8,450","±464","823","±502","9.7%","±5.9","15,303","±486","1,357","±421","8.9%","±2.8","5,284","±340","593","±347","11.2%","±6.7","17,132","±777","2,198","±769","12.8%","±4.5","8,144","±453","266","±199","3.3%","±2.4","7,050","±303","1,559","±740","22.1%","±10.4","7,547","±572","799","±423","10.6%","±5.5","5,863","±579","1,385","±499","23.6%","±8.0","4,580","±395","239","±245","5.2%","±5.3","6,647","±806","674","±342","10.1%","±4.9","12,066","±467","1,500","±792","12.4%","±6.5","8,854","±242","766","±402","8.7%","±4.5","4,660","±534","423","±276","9.1%","±5.8","9,517","±295","1,696","±608","17.8%","±6.4","10,610","±370","1,850","±727","17.4%","±6.7","5,775","±239","369","±276","6.4%","±4.8","12,120","±670","1,344","±649","11.1%","±5.4","5,746","±742","1,000","±602","17.4%","±10.0","5,248","±251","592","±271","11.3%","±5.1","26,509","±940","3,942","±1,034","14.9%","±3.9","21,566,194","±17,007","2,750,845","±32,323","12.8%","±0.1"
"        With an ambulatory difficulty","(X)","(X)","4,658","±1,049","4.6%","±1.0","(X)","(X)","6,236","±1,531","2.9%","±0.7","(X)","(X)","4,368","±848","6.5%","±1.2","(X)","(X)","6,429","±1,145","8.6%","±1.5","(X)","(X)","18,929","±2,301","5.8%","±0.7","(X)","(X)","42,907","±3,732","4.0%","±0.4","(X)","(X)","3,649","±896","5.5%","±1.3","(X)","(X)","6,940","±1,433","8.3%","±1.7","(X)","(X)","5,429","±1,137","5.3%","±1.1","(X)","(X)","20,634","±2,638","6.7%","±0.9","(X)","(X)","4,249","±1,062","6.0%","±1.5","(X)","(X)","10,606","±1,629","2.8%","±0.4","(X)","(X)","4,381","±1,060","4.7%","±1.1","(X)","(X)","16,963","±1,976","4.0%","±0.5","(X)","(X)","4,724","±1,253","5.4%","±1.4","(X)","(X)","5,177","±938","6.7%","±1.2","(X)","(X)","6,365","±1,206","5.0%","±0.9","(X)","(X)","7,088","±1,259","5.2%","±0.9","(X)","(X)","3,191","±826","5.3%","±1.4","(X)","(X)","3,921","±963","2.7%","±0.7","(X)","(X)","16,179","±2,734","7.4%","±1.2","(X)","(X)","10,652","±1,884","8.9%","±1.6","(X)","(X)","3,457","±878","4.6%","±1.2","(X)","(X)","11,224","±1,629","7.2%","±1.0","(X)","(X)","14,171","±1,784","7.2%","±0.9","(X)","(X)","7,334","±1,258","9.0%","±1.5","(X)","(X)","14,901","±2,430","6.9%","±1.1","(X)","(X)","6,271","±1,328","6.8%","±1.4","(X)","(X)","4,327","±961","5.2%","±1.2","(X)","(X)","23,651","±2,432","6.0%","±0.6","(X)","(X)","20,843,415","±86,983","6.9%","±0.1"
"            Population under 18 years","15,896","±591","0","±208","0.0%","±1.1","29,260","±122","116","±157","0.4%","±0.5","9,704","±376","0","±208","0.0%","±1.8","12,492","±358","0","±208","0.0%","±1.4","61,455","±413","801","±526","1.3%","±0.9","195,009","±454","1,221","±892","0.6%","±0.5","12,458","±427","0","±208","0.0%","±1.4","15,412","±489","159","±255","1.0%","±1.7","18,244","±347","51","±82","0.3%","±0.4","55,004","±969","47","±81","0.1%","±0.1","11,409","±937","0","±208","0.0%","±1.6","86,925","±258","402","±336","0.5%","±0.4","9,959","±316","0","±208","0.0%","±1.8","92,100","±355","353","±369","0.4%","±0.4","14,003","±499","0","±208","0.0%","±1.3","13,381","±321","52","±88","0.4%","±0.7","25,561","±97","37","±68","0.1%","±0.3","29,819","±401","110","±146","0.4%","±0.5","11,819","±617","114","±189","1.0%","±1.6","17,646","±67","66","±108","0.4%","±0.6","43,631","±887","332","±303","0.8%","±0.7","20,290","±601","45","±81","0.2%","±0.4","10,526","±564","0","±208","0.0%","±1.7","28,220","±394","545","±510","1.9%","±1.8","31,452","±193","91","±100","0.3%","±0.3","14,690","±440","0","±208","0.0%","±1.2","25,784","±128","1,011","±788","3.9%","±3.1","15,372","±473","0","±208","0.0%","±1.2","15,965","±180","21","±38","0.1%","±0.2","71,092","±192","131","±156","0.2%","±0.2","53,433,593","±32,613","329,766","±11,203","0.6%","±0.1"
