"Label","Alachua County, Florida!!Total!!Estimate","Alachua County, Florida!!Total!!Margin of Error","Alachua County, Florida!!Below poverty level!!Estimate","Alachua County, Florida!!Below poverty level!!Margin of Error","Alachua County, Florida!!Percent below poverty level!!Estimate","Alachua County, Florida!!Percent below poverty level!!Margin of Error","Bay County, Florida!!Total!!Estimate","Bay County, Florida!!Total!!Margin of Error","Bay County, Florida!!Below poverty level!!Estimate","Bay County, Florida!!Below poverty level!!Margin of Error","Bay County, Florida!!Percent below poverty level!!Estimate","Bay County, Florida!!Percent below poverty level!!Margin of Error","Brevard County, Florida!!Total!!Estimate","Brevard County, Florida!!Total!!Margin of Error","Brevard County, Florida!!Below poverty level!!Estimate","Brevard County, Florida!!Below poverty level!!Margin of Error","Brevard County, Florida!!Percent below poverty level!!Estimate","Brevard County, Florida!!Percent below poverty level!!Margin of Error","Broward County, Florida!!Total!!Estimate","Broward County, Florida!!Total!!Margin of Error","Broward County, Florida!!Below poverty level!!Estimate","Broward County, Florida!!Below poverty level!!Margin of Error","Broward County, Florida!!Percent below poverty level!!Estimate","Broward County, Florida!!Percent below poverty level!!Margin of Error","Charlotte County, Florida!!Total!!Estimate","Charlotte County, Florida!!Total!!Margin of Error","Charlotte County, Florida!!Below poverty level!!Estimate","Charlotte County, Florida!!Below poverty level!!Margin of Error","Charlotte County, Florida!!Percent below poverty level!!Estimate","Charlotte County, Florida!!Percent below poverty level!!Margin of Error","Citrus County, Florida!!Total!!Estimate","Citrus County, Florida!!Total!!Margin of Error","Citrus County, Florida!!Below poverty level!!Estimate","Citrus County, Florida!!Below poverty level!!Margin of Error","Citrus County, Florida!!Percent below poverty level!!Estimate","Citrus County, Florida!!Percent below poverty level!!Margin of Error","Clay County, Florida!!Total!!Estimate","Clay County, Florida!!Total!!Margin of Error","Clay County, Florida!!Below poverty level!!Estimate","Clay County, Florida!!Below poverty level!!Margin of Error","Clay County, Florida!!Percent below poverty level!!Estimate","Clay County, Florida!!Percent below poverty level!!Margin of Error","Collier County, Florida!!Total!!Estimate","Collier County, Florida!!Total!!Margin of Error","Collier County, Florida!!Below poverty level!!Estimate","Collier County, Florida!!Below poverty level!!Margin of Error","Collier County, Florida!!Percent below poverty level!!Estimate","Collier County, Florida!!Percent below poverty level!!Margin of Error","Columbia County, Florida!!Total!!Estimate","Columbia County, Florida!!Total!!Margin of Error","Columbia County, Florida!!Below poverty level!!Estimate","Columbia County, Florida!!Below poverty level!!Margin of Error","Columbia County, Florida!!Percent below poverty level!!Estimate","Columbia County, Florida!!Percent below poverty level!!Margin of Error","Duval County, Florida!!Total!!Estimate","Duval County, Florida!!Total!!Margin of Error","Duval County, Florida!!Below poverty level!!Estimate","Duval County, Florida!!Below poverty level!!Margin of Error","Duval County, Florida!!Percent below poverty level!!Estimate","Duval County, Florida!!Percent below poverty level!!Margin of Error","Escambia County, Florida!!Total!!Estimate","Escambia County, Florida!!Total!!Margin of Error","Escambia County, Florida!!Below poverty level!!Estimate","Escambia County, Florida!!Below poverty level!!Margin of Error","Escambia County, Florida!!Percent below poverty level!!Estimate","Escambia County, Florida!!Percent below poverty level!!Margin of Error","Flagler County, Florida!!Total!!Estimate","Flagler County, Florida!!Total!!Margin of Error","Flagler County, Florida!!Below poverty level!!Estimate","Flagler County, Florida!!Below poverty level!!Margin of Error","Flagler County, Florida!!Percent below poverty level!!Estimate","Flagler County, Florida!!Percent below poverty level!!Margin of Error","Hernando County, Florida!!Total!!Estimate","Hernando County, Florida!!Total!!Margin of Error","Hernando County, Florida!!Below poverty level!!Estimate","Hernando County, Florida!!Below poverty level!!Margin of Error","Hernando County, Florida!!Percent below poverty level!!Estimate","Hernando County, Florida!!Percent below poverty level!!Margin of Error","Highlands County, Florida!!Total!!Estimate","Highlands County, Florida!!Total!!Margin of Error","Highlands County, Florida!!Below poverty level!!Estimate","Highlands County, Florida!!Below poverty level!!Margin of Error","Highlands County, Florida!!Percent below poverty level!!Estimate","Highlands County, Florida!!Percent below poverty level!!Margin of Error","Hillsborough County, Florida!!Total!!Estimate","Hillsborough County, Florida!!Total!!Margin of Error","Hillsborough County, Florida!!Below poverty level!!Estimate","Hillsborough County, Florida!!Below poverty level!!Margin of Error","Hillsborough County, Florida!!Percent below poverty level!!Estimate","Hillsborough County, Florida!!Percent below poverty level!!Margin of Error","Indian River County, Florida!!Total!!Estimate","Indian River County, Florida!!Total!!Margin of Error","Indian River County, Florida!!Below poverty level!!Estimate","Indian River County, Florida!!Below poverty level!!Margin of Error","Indian River County, Florida!!Percent below poverty level!!Estimate","Indian River County, Florida!!Percent below poverty level!!Margin of Error","Lake County, Florida!!Total!!Estimate","Lake County, Florida!!Total!!Margin of Error","Lake County, Florida!!Below poverty level!!Estimate","Lake County, Florida!!Below poverty level!!Margin of Error","Lake County, Florida!!Percent below poverty level!!Estimate","Lake County, Florida!!Percent below poverty level!!Margin of Error","Lee County, Florida!!Total!!Estimate","Lee County, Florida!!Total!!Margin of Error","Lee County, Florida!!Below poverty level!!Estimate","Lee County, Florida!!Below poverty level!!Margin of Error","Lee County, Florida!!Percent below poverty level!!Estimate","Lee County, Florida!!Percent below poverty level!!Margin of Error","Leon County, Florida!!Total!!Estimate","Leon County, Florida!!Total!!Margin of Error","Leon County, Florida!!Below poverty level!!Estimate","Leon County, Florida!!Below poverty level!!Margin of Error","Leon County, Florida!!Percent below poverty level!!Estimate","Leon County, Florida!!Percent below poverty level!!Margin of Error","Manatee County, Florida!!Total!!Estimate","Manatee County, Florida!!Total!!Margin of Error","Manatee County, Florida!!Below poverty level!!Estimate","Manatee County, Florida!!Below poverty level!!Margin of Error","Manatee County, Florida!!Percent below poverty level!!Estimate","Manatee County, Florida!!Percent below poverty level!!Margin of Error","Marion County, Florida!!Total!!Estimate","Marion County, Florida!!Total!!Margin of Error","Marion County, Florida!!Below poverty level!!Estimate","Marion County, Florida!!Below poverty level!!Margin of Error","Marion County, Florida!!Percent below poverty level!!Estimate","Marion County, Florida!!Percent below poverty level!!Margin of Error","Martin County, Florida!!Total!!Estimate","Martin County, Florida!!Total!!Margin of Error","Martin County, Florida!!Below poverty level!!Estimate","Martin County, Florida!!Below poverty level!!Margin of Error","Martin County, Florida!!Percent below poverty level!!Estimate","Martin County, Florida!!Percent below poverty level!!Margin of Error","Miami-Dade County, Florida!!Total!!Estimate","Miami-Dade County, Florida!!Total!!Margin of Error","Miami-Dade County, Florida!!Below poverty level!!Estimate","Miami-Dade County, Florida!!Below poverty level!!Margin of Error","Miami-Dade County, Florida!!Percent below poverty level!!Estimate","Miami-Dade County, Florida!!Percent below poverty level!!Margin of Error","Monroe County, Florida!!Total!!Estimate","Monroe County, Florida!!Total!!Margin of Error","Monroe County, Florida!!Below poverty level!!Estimate","Monroe County, Florida!!Below poverty level!!Margin of Error","Monroe County, Florida!!Percent below poverty level!!Estimate","Monroe County, Florida!!Percent below poverty level!!Margin of Error","Nassau County, Florida!!Total!!Estimate","Nassau County, Florida!!Total!!Margin of Error","Nassau County, Florida!!Below poverty level!!Estimate","Nassau County, Florida!!Below poverty level!!Margin of Error","Nassau County, Florida!!Percent below poverty level!!Estimate","Nassau County, Florida!!Percent below poverty level!!Margin of Error","Okaloosa County, Florida!!Total!!Estimate","Okaloosa County, Florida!!Total!!Margin of Error","Okaloosa County, Florida!!Below poverty level!!Estimate","Okaloosa County, Florida!!Below poverty level!!Margin of Error","Okaloosa County, Florida!!Percent below poverty level!!Estimate","Okaloosa County, Florida!!Percent below poverty level!!Margin of Error","Orange County, Florida!!Total!!Estimate","Orange County, Florida!!Total!!Margin of Error","Orange County, Florida!!Below poverty level!!Estimate","Orange County, Florida!!Below poverty level!!Margin of Error","Orange County, Florida!!Percent below poverty level!!Estimate","Orange County, Florida!!Percent below poverty level!!Margin of Error","Osceola County, Florida!!Total!!Estimate","Osceola County, Florida!!Total!!Margin of Error","Osceola County, Florida!!Below poverty level!!Estimate","Osceola County, Florida!!Below poverty level!!Margin of Error","Osceola County, Florida!!Percent below poverty level!!Estimate","Osceola County, Florida!!Percent below poverty level!!Margin of Error","Palm Beach County, Florida!!Total!!Estimate","Palm Beach County, Florida!!Total!!Margin of Error","Palm Beach County, Florida!!Below poverty level!!Estimate","Palm Beach County, Florida!!Below poverty level!!Margin of Error","Palm Beach County, Florida!!Percent below poverty level!!Estimate","Palm Beach County, Florida!!Percent below poverty level!!Margin of Error","Pasco County, Florida!!Total!!Estimate","Pasco County, Florida!!Total!!Margin of Error","Pasco County, Florida!!Below poverty level!!Estimate","Pasco County, Florida!!Below poverty level!!Margin of Error","Pasco County, Florida!!Percent below poverty level!!Estimate","Pasco County, Florida!!Percent below poverty level!!Margin of Error","Pinellas County, Florida!!Total!!Estimate","Pinellas County, Florida!!Total!!Margin of Error","Pinellas County, Florida!!Below poverty level!!Estimate","Pinellas County, Florida!!Below poverty level!!Margin of Error","Pinellas County, Florida!!Percent below poverty level!!Estimate","Pinellas County, Florida!!Percent below poverty level!!Margin of Error","Polk County, Florida!!Total!!Estimate","Polk County, Florida!!Total!!Margin of Error","Polk County, Florida!!Below poverty level!!Estimate","Polk County, Florida!!Below poverty level!!Margin of Error","Polk County, Florida!!Percent below poverty level!!Estimate","Polk County, Florida!!Percent below poverty level!!Margin of Error","Putnam County, Florida!!Total!!Estimate","Putnam County, Florida!!Total!!Margin of Error","Putnam County, Florida!!Below poverty level!!Estimate","Putnam County, Florida!!Below poverty level!!Margin of Error","Putnam County, Florida!!Percent below poverty level!!Estimate","Putnam County, Florida!!Percent below poverty level!!Margin of Error","St. Johns County, Florida!!Total!!Estimate","St. Johns County, Florida!!Total!!Margin of Error","St. Johns County, Florida!!Below poverty level!!Estimate","St. Johns County, Florida!!Below poverty level!!Margin of Error","St. Johns County, Florida!!Percent below poverty level!!Estimate","St. Johns County, Florida!!Percent below poverty level!!Margin of Error","St. Lucie County, Florida!!Total!!Estimate","St. Lucie County, Florida!!Total!!Margin of Error","St. Lucie County, Florida!!Below poverty level!!Estimate","St. Lucie County, Florida!!Below poverty level!!Margin of Error","St. Lucie County, Florida!!Percent below poverty level!!Estimate","St. Lucie County, Florida!!Percent below poverty level!!Margin of Error","Santa Rosa County, Florida!!Total!!Estimate","Santa Rosa County, Florida!!Total!!Margin of Error","Santa Rosa County, Florida!!Below poverty level!!Estimate","Santa Rosa County, Florida!!Below poverty level!!Margin of Error","Santa Rosa County, Florida!!Percent below poverty level!!Estimate","Santa Rosa County, Florida!!Percent below poverty level!!Margin of Error","Sarasota County, Florida!!Total!!Estimate","Sarasota County, Florida!!Total!!Margin of Error","Sarasota County, Florida!!Below poverty level!!Estimate","Sarasota County, Florida!!Below poverty level!!Margin of Error","Sarasota County, Florida!!Percent below poverty level!!Estimate","Sarasota County, Florida!!Percent below poverty level!!Margin of Error","Seminole County, Florida!!Total!!Estimate","Seminole County, Florida!!Total!!Margin of Error","Seminole County, Florida!!Below poverty level!!Estimate","Seminole County, Florida!!Below poverty level!!Margin of Error","Seminole County, Florida!!Percent below poverty level!!Estimate","Seminole County, Florida!!Percent below poverty level!!Margin of Error","Sumter County, Florida!!Total!!Estimate","Sumter County, Florida!!Total!!Margin of Error","Sumter County, Florida!!Below poverty level!!Estimate","Sumter County, Florida!!Below poverty level!!Margin of Error","Sumter County, Florida!!Percent below poverty level!!Estimate","Sumter County, Florida!!Percent below poverty level!!Margin of Error","Volusia County, Florida!!Total!!Estimate","Volusia County, Florida!!Total!!Margin of Error","Volusia County, Florida!!Below poverty level!!Estimate","Volusia County, Florida!!Below poverty level!!Margin of Error","Volusia County, Florida!!Percent below poverty level!!Estimate","Volusia County, Florida!!Percent below poverty level!!Margin of Error","Walton County, Florida!!Total!!Estimate","Walton County, Florida!!Total!!Margin of Error","Walton County, Florida!!Below poverty level!!Estimate","Walton County, Florida!!Below poverty level!!Margin of Error","Walton County, Florida!!Percent below poverty level!!Estimate","Walton County, Florida!!Percent below poverty level!!Margin of Error","United States!!Total!!Estimate","United States!!Total!!Margin of Error","United States!!Below poverty level!!Estimate","United States!!Below poverty level!!Margin of Error","United States!!Percent below poverty level!!Estimate","United States!!Percent below poverty level!!Margin of Error"
"Population for whom poverty status is determined","255,751","±1,900","47,695","±5,819","18.6%","±2.2","172,273","±627","17,681","±4,331","10.3%","±2.5","595,223","±1,392","51,942","±7,563","8.7%","±1.3","1,936,565","±1,773","236,220","±17,013","12.2%","±0.9","185,164","±1,072","22,138","±4,617","12.0%","±2.5","146,830","±922","23,061","±4,088","15.7%","±2.8","216,998","±1,395","18,468","±4,913","8.5%","±2.3","381,881","±1,461","35,342","±7,126","9.3%","±1.9","66,404","±1,107","9,387","±2,082","14.1%","±3.1","934,419","±3,769","127,108","±11,509","13.6%","±1.2","299,948","±2,876","45,827","±6,143","15.3%","±2.1","114,514","±487","11,927","±3,127","10.4%","±2.7","190,472","±2,013","23,441","±4,284","12.3%","±2.2","104,857","±1,064","15,112","±3,453","14.4%","±3.3","1,453,868","±2,535","196,849","±14,682","13.5%","±1.0","158,418","±489","19,512","±5,180","12.3%","±3.3","362,014","±1,288","40,573","±9,233","11.2%","±2.5","761,876","±2,674","86,157","±8,474","11.3%","±1.1","279,640","±2,172","61,370","±6,448","21.9%","±2.3","398,980","±1,068","45,871","±7,272","11.5%","±1.8","355,224","±2,259","53,235","±7,282","15.0%","±2.0","157,621","±898","11,652","±3,337","7.4%","±2.1","2,683,078","±3,308","417,629","±22,121","15.6%","±0.8","73,023","±1,239","6,364","±1,566","8.7%","±2.2","87,600","±785","8,646","±2,457","9.9%","±2.8","203,287","±1,697","23,266","±4,884","11.4%","±2.4","1,359,610","±4,914","171,033","±16,567","12.6%","±1.2","373,160","±1,100","54,092","±10,754","14.5%","±2.9","1,473,989","±3,725","167,854","±12,417","11.4%","±0.8","546,086","±1,320","61,568","±6,383","11.3%","±1.2","957,801","±2,134","107,742","±9,358","11.2%","±1.0","709,779","±2,244","99,344","±10,790","14.0%","±1.5","72,836","±925","16,679","±4,206","22.9%","±5.8","261,736","±1,330","16,815","±3,861","6.4%","±1.5","325,399","±2,435","31,412","±4,934","9.7%","±1.5","177,194","±1,546","17,888","±3,790","10.1%","±2.1","427,475","±1,600","29,856","±5,217","7.0%","±1.2","467,578","±1,398","43,581","±6,350","9.3%","±1.4","122,539","±2,098","9,934","±3,600","8.1%","±3.0","542,036","±1,829","69,706","±8,286","12.9%","±1.5","72,352","±538","6,688","±2,447","9.2%","±3.4","320,118,791","±24,954","39,490,096","±242,000","12.3%","±0.1"
"    AGE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Under 18 years","47,610","±644","7,423","±3,174","15.6%","±6.7","35,682","±418","4,359","±1,882","12.2%","±5.3","107,234","±1,333","10,884","±2,907","10.1%","±2.7","404,721","±1,338","66,025","±8,430","16.3%","±2.1","21,437","±837","4,919","±1,599","22.9%","±7.5","21,118","±793","5,323","±1,908","25.2%","±9.0","49,056","±1,316","6,127","±2,177","12.5%","±4.5","64,046","±844","7,353","±2,888","11.5%","±4.5","14,950","±493","2,299","±1,052","15.4%","±7.1","212,366","±1,286","41,264","±5,977","19.4%","±2.8","64,345","±1,370","15,866","±3,302","24.7%","±5.1","18,889","±662","2,957","±1,310","15.7%","±6.9","34,134","±1,099","6,303","±2,209","18.5%","±6.4","18,227","±132","4,053","±1,656","22.2%","±9.1","322,404","±1,102","59,252","±6,936","18.4%","±2.1","25,677","±335","6,419","±2,798","25.0%","±10.9","67,661","±1,235","14,177","±5,200","21.0%","±7.6","133,121","±728","25,372","±4,793","19.1%","±3.6","53,443","±694","12,974","±2,879","24.3%","±5.4","71,109","±733","15,076","±3,612","21.2%","±5.1","65,255","±1,287","17,380","±4,288","26.6%","±6.5","25,581","±428","1,813","±1,320","7.1%","±5.2","544,596","±1,500","111,892","±10,751","20.5%","±2.0","10,508","±522","688","±549","6.5%","±5.3","17,177","±545","2,390","±1,254","13.9%","±7.3","45,096","±1,392","8,212","±2,809","18.2%","±6.2","299,661","±2,947","54,169","±8,050","18.1%","±2.7","89,325","±1,010","17,257","±5,130","19.3%","±5.8","278,383","±1,949","44,380","±6,644","15.9%","±2.4","109,885","±1,094","18,382","±3,699","16.7%","±3.4","151,235","±1,482","19,788","±4,885","13.1%","±3.2","155,311","±1,605","32,968","±5,846","21.2%","±3.7","15,034","±774","5,442","±1,899","36.2%","±13.3","56,053","±977","3,392","±1,631","6.1%","±2.9","63,467","±869","6,376","±2,522","10.0%","±4.0","38,765","±1,097","4,545","±1,705","11.7%","±4.3","59,362","±965","4,060","±2,007","6.8%","±3.4","97,674","±1,020","11,001","±2,953","11.3%","±3.0","8,674","±1,329","588","±497","6.8%","±5.8","94,944","±1,069","18,856","±3,895","19.9%","±4.2","14,837","±208","1,670","±1,254","11.3%","±8.5","71,633,453","±39,859","12,000,470","±134,475","16.8%","±0.2"
"            Under 5 years","13,707","±625","2,659","±1,154","19.4%","±8.7","9,395","±667","728","±587","7.7%","±6.3","26,883","±799","3,807","±1,384","14.2%","±5.1","110,544","±1,024","18,489","±4,420","16.7%","±4.0","4,825","±764","1,519","±836","31.5%","±16.3","5,361","±658","3,341","±1,393","62.3%","±21.9","11,853","±385","1,015","±754","8.6%","±6.4","15,804","±1,087","1,554","±1,091","9.8%","±6.9","3,287","±699","360","±424","11.0%","±12.0","64,036","±455","11,913","±2,715","18.6%","±4.3","18,589","±490","4,171","±1,291","22.4%","±6.9","4,412","±1,131","953","±547","21.6%","±13.6","8,164","±295","1,520","±904","18.6%","±11.0","4,620","±610","1,433","±803","31.0%","±16.4","88,422","±465","16,195","±2,606","18.3%","±2.9","5,890","±887","1,678","±1,223","28.5%","±21.2","15,812","±1,743","3,760","±2,319","23.8%","±13.6","34,325","±545","8,107","±2,508","23.6%","±7.4","14,811","±685","4,154","±1,130","28.0%","±7.7","17,587","±637","2,970","±999","16.9%","±5.6","17,613","±577","4,630","±1,810","26.3%","±10.1","6,210","±472","473","±474","7.6%","±7.4","155,149","±934","37,391","±5,462","24.1%","±3.6","2,904","±79","159","±192","5.5%","±6.6","4,341","±639","335","±364","7.7%","±8.6","12,893","±541","2,327","±1,071","18.0%","±8.4","81,344","±1,591","14,714","±3,175","18.1%","±3.9","22,128","±1,465","4,705","±1,907","21.3%","±8.6","73,634","±1,423","13,091","±2,618","17.8%","±3.5","27,820","±520","6,287","±1,755","22.6%","±6.3","39,828","±1,157","4,695","±1,697","11.8%","±4.3","39,743","±1,328","11,680","±2,779","29.4%","±6.8","3,830","±657","1,267","±433","33.1%","±12.9","12,071","±953","1,158","±800","9.6%","±6.7","16,225","±422","1,353","±865","8.3%","±5.3","9,912","±984","1,649","±656","16.6%","±6.3","13,499","±897","805","±660","6.0%","±4.7","24,289","±800","3,227","±1,158","13.3%","±4.7","2,245","±654","103","±146","4.6%","±6.9","25,489","±767","6,663","±1,750","26.1%","±6.9","3,989","±641","516","±569","12.9%","±13.6","19,002,162","±24,352","3,457,689","±51,835","18.2%","±0.3"
"            5 to 17 years","33,903","±756","4,764","±2,392","14.1%","±7.0","26,287","±667","3,631","±1,601","13.8%","±6.0","80,351","±1,353","7,077","±2,316","8.8%","±2.9","294,177","±973","47,536","±6,388","16.2%","±2.2","16,612","±806","3,400","±1,210","20.5%","±7.0","15,757","±841","1,982","±936","12.6%","±6.2","37,203","±1,413","5,112","±1,922","13.7%","±5.3","48,242","±1,205","5,799","±2,158","12.0%","±4.5","11,663","±582","1,939","±971","16.6%","±8.4","148,330","±1,137","29,351","±4,768","19.8%","±3.2","45,756","±1,539","11,695","±2,602","25.6%","±5.6","14,477","±1,246","2,004","±1,128","13.8%","±7.8","25,970","±1,058","4,783","±1,782","18.4%","±6.8","13,607","±586","2,620","±1,366","19.3%","±10.0","233,982","±1,125","43,057","±5,906","18.4%","±2.5","19,787","±936","4,741","±2,029","24.0%","±10.0","51,849","±1,474","10,417","±3,659","20.1%","±7.3","98,796","±853","17,265","±3,317","17.5%","±3.4","38,632","±567","8,820","±2,331","22.8%","±6.0","53,522","±558","12,106","±3,145","22.6%","±5.8","47,642","±1,312","12,750","±3,306","26.8%","±6.9","19,371","±540","1,340","±1,055","6.9%","±5.5","389,447","±1,085","74,501","±7,102","19.1%","±1.8","7,604","±525","529","±538","7.0%","±7.2","12,836","±623","2,055","±1,165","16.0%","±8.9","32,203","±1,143","5,885","±2,074","18.3%","±6.4","218,317","±2,020","39,455","±6,719","18.1%","±3.1","67,197","±1,299","12,552","±4,007","18.7%","±6.0","204,749","±1,246","31,289","±5,177","15.3%","±2.5","82,065","±847","12,095","±2,674","14.7%","±3.3","111,407","±998","15,093","±4,069","13.5%","±3.7","115,568","±1,162","21,288","±4,172","18.4%","±3.6","11,204","±986","4,175","±1,763","37.3%","±15.5","43,982","±1,067","2,234","±1,023","5.1%","±2.4","47,242","±840","5,023","±2,102","10.6%","±4.4","28,853","±1,563","2,896","±1,394","10.0%","±4.8","45,863","±999","3,255","±1,753","7.1%","±3.9","73,385","±669","7,774","±2,345","10.6%","±3.2","6,429","±1,305","485","±460","7.5%","±7.4","69,455","±948","12,193","±3,003","17.6%","±4.4","10,848","±652","1,154","±926","10.6%","±8.7","52,631,291","±38,914","8,542,781","±98,380","16.2%","±0.2"
"            Related children of householder under 18 years","47,494","±692","7,307","±3,159","15.4%","±6.7","35,516","±320","4,193","±1,895","11.8%","±5.4","107,146","±1,357","10,796","±2,919","10.1%","±2.7","403,356","±1,456","64,782","±8,569","16.1%","±2.1","21,377","±812","4,859","±1,593","22.7%","±7.5","21,118","±793","5,323","±1,908","25.2%","±9.0","47,841","±2,084","4,912","±2,113","10.3%","±4.4","63,769","±1,092","7,076","±2,897","11.1%","±4.5","14,869","±523","2,218","±1,030","14.9%","±7.0","211,894","±1,338","40,923","±5,983","19.3%","±2.8","64,219","±1,379","15,765","±3,317","24.5%","±5.1","18,798","±709","2,866","±1,311","15.2%","±6.9","33,896","±1,130","6,065","±2,192","17.9%","±6.4","18,227","±132","4,053","±1,656","22.2%","±9.1","320,892","±1,478","57,740","±6,878","18.0%","±2.1","24,060","±1,938","4,802","±2,977","20.0%","±11.8","67,317","±1,313","13,833","±5,164","20.5%","±7.6","132,741","±820","24,992","±4,781","18.8%","±3.6","53,228","±728","12,759","±2,853","24.0%","±5.4","70,450","±875","14,417","±3,464","20.5%","±4.9","64,333","±1,593","16,458","±4,422","25.6%","±6.7","25,520","±431","1,752","±1,323","6.9%","±5.2","542,916","±2,215","110,212","±10,451","20.3%","±1.9","10,478","±526","658","±544","6.3%","±5.2","16,951","±653","2,164","±1,219","12.8%","±7.2","44,727","±1,563","7,843","±2,827","17.5%","±6.3","298,063","±3,053","52,855","±8,128","17.7%","±2.7","88,978","±1,193","16,910","±5,155","19.0%","±5.8","277,725","±2,005","43,722","±6,594","15.7%","±2.4","109,472","±1,167","18,005","±3,719","16.4%","±3.4","150,564","±1,640","19,171","±4,863","12.7%","±3.2","154,443","±1,840","32,100","±5,760","20.8%","±3.7","15,034","±774","5,442","±1,899","36.2%","±13.3","55,438","±1,340","3,084","±1,707","5.6%","±3.1","63,467","±869","6,376","±2,522","10.0%","±4.0","38,765","±1,097","4,545","±1,705","11.7%","±4.3","59,285","±972","3,983","±1,996","6.7%","±3.4","97,517","±1,020","10,844","±2,935","11.1%","±3.0","8,561","±1,343","475","±454","5.5%","±5.4","94,803","±1,092","18,715","±3,908","19.7%","±4.2","14,837","±208","1,670","±1,254","11.3%","±8.5","71,326,895","±42,129","11,716,595","±134,827","16.4%","±0.2"
"        18 to 64 years","169,938","±1,949","36,720","±3,982","21.6%","±2.3","105,040","±746","10,519","±2,731","10.0%","±2.6","343,799","±1,038","30,905","±5,246","9.0%","±1.5","1,200,766","±1,333","123,098","±9,256","10.3%","±0.8","86,879","±1,179","12,377","±3,356","14.2%","±3.9","71,223","±1,186","12,942","±2,591","18.2%","±3.6","132,869","±1,156","10,741","±3,254","8.1%","±2.5","191,890","±1,400","17,879","±4,194","9.3%","±2.2","38,610","±1,117","6,239","±1,456","16.2%","±3.6","586,916","±3,275","67,568","±6,217","11.5%","±1.1","182,794","±2,489","25,073","±3,519","13.7%","±1.9","59,983","±1,066","6,664","±2,022","11.1%","±3.3","103,378","±1,712","12,559","±2,238","12.1%","±2.1","49,787","±1,095","7,842","±2,195","15.8%","±4.4","919,844","±2,382","110,058","±8,727","12.0%","±0.9","78,549","±943","9,770","±3,210","12.4%","±4.1","196,382","±1,142","19,934","±4,393","10.2%","±2.2","405,722","±2,591","45,296","±5,227","11.2%","±1.3","186,354","±2,288","43,369","±4,604","23.3%","±2.5","215,174","±950","20,569","±4,240","9.6%","±2.0","184,712","±1,703","27,281","±4,249","14.8%","±2.3","81,353","±1,696","6,926","±2,255","8.5%","±2.8","1,694,298","±2,897","209,277","±13,349","12.4%","±0.8","45,013","±1,363","3,125","±832","6.9%","±1.9","49,932","±973","5,139","±1,536","10.3%","±3.0","124,205","±1,359","12,682","±2,680","10.2%","±2.2","892,229","±4,101","97,670","±9,689","10.9%","±1.1","233,750","±273","31,724","±6,892","13.6%","±3.0","836,134","±2,832","88,163","±7,243","10.5%","±0.9","312,763","±828","31,150","±3,316","10.0%","±1.1","564,615","±1,409","60,439","±5,554","10.7%","±1.0","407,644","±1,650","52,489","±5,923","12.9%","±1.4","40,533","±643","9,195","±2,402","22.7%","±5.9","150,781","±1,438","10,673","±2,629","7.1%","±1.7","181,518","±2,577","18,308","±3,369","10.1%","±1.9","107,672","±1,492","9,828","±2,430","9.1%","±2.2","209,227","±1,263","17,568","±3,546","8.4%","±1.7","296,293","±1,225","28,036","±4,203","9.5%","±1.4","35,836","±2,143","3,748","±1,911","10.5%","±5.3","312,966","±1,355","39,145","±4,629","12.5%","±1.5","42,889","±619","4,042","±1,489","9.4%","±3.5","195,703,010","±30,404","22,504,357","±113,070","11.5%","±0.1"
