"Label","Alamance County, North Carolina!!Total!!Estimate","Alamance County, North Carolina!!Total!!Margin of Error","Alamance County, North Carolina!!Below poverty level!!Estimate","Alamance County, North Carolina!!Below poverty level!!Margin of Error","Alamance County, North Carolina!!Percent below poverty level!!Estimate","Alamance County, North Carolina!!Percent below poverty level!!Margin of Error","Brunswick County, North Carolina!!Total!!Estimate","Brunswick County, North Carolina!!Total!!Margin of Error","Brunswick County, North Carolina!!Below poverty level!!Estimate","Brunswick County, North Carolina!!Below poverty level!!Margin of Error","Brunswick County, North Carolina!!Percent below poverty level!!Estimate","Brunswick County, North Carolina!!Percent below poverty level!!Margin of Error","Buncombe County, North Carolina!!Total!!Estimate","Buncombe County, North Carolina!!Total!!Margin of Error","Buncombe County, North Carolina!!Below poverty level!!Estimate","Buncombe County, North Carolina!!Below poverty level!!Margin of Error","Buncombe County, North Carolina!!Percent below poverty level!!Estimate","Buncombe County, North Carolina!!Percent below poverty level!!Margin of Error","Burke County, North Carolina!!Total!!Estimate","Burke County, North Carolina!!Total!!Margin of Error","Burke County, North Carolina!!Below poverty level!!Estimate","Burke County, North Carolina!!Below poverty level!!Margin of Error","Burke County, North Carolina!!Percent below poverty level!!Estimate","Burke County, North Carolina!!Percent below poverty level!!Margin of Error","Cabarrus County, North Carolina!!Total!!Estimate","Cabarrus County, North Carolina!!Total!!Margin of Error","Cabarrus County, North Carolina!!Below poverty level!!Estimate","Cabarrus County, North Carolina!!Below poverty level!!Margin of Error","Cabarrus County, North Carolina!!Percent below poverty level!!Estimate","Cabarrus County, North Carolina!!Percent below poverty level!!Margin of Error","Caldwell County, North Carolina!!Total!!Estimate","Caldwell County, North Carolina!!Total!!Margin of Error","Caldwell County, North Carolina!!Below poverty level!!Estimate","Caldwell County, North Carolina!!Below poverty level!!Margin of Error","Caldwell County, North Carolina!!Percent below poverty level!!Estimate","Caldwell County, North Carolina!!Percent below poverty level!!Margin of Error","Carteret County, North Carolina!!Total!!Estimate","Carteret County, North Carolina!!Total!!Margin of Error","Carteret County, North Carolina!!Below poverty level!!Estimate","Carteret County, North Carolina!!Below poverty level!!Margin of Error","Carteret County, North Carolina!!Percent below poverty level!!Estimate","Carteret County, North Carolina!!Percent below poverty level!!Margin of Error","Catawba County, North Carolina!!Total!!Estimate","Catawba County, North Carolina!!Total!!Margin of Error","Catawba County, North Carolina!!Below poverty level!!Estimate","Catawba County, North Carolina!!Below poverty level!!Margin of Error","Catawba County, North Carolina!!Percent below poverty level!!Estimate","Catawba County, North Carolina!!Percent below poverty level!!Margin of Error","Chatham County, North Carolina!!Total!!Estimate","Chatham County, North Carolina!!Total!!Margin of Error","Chatham County, North Carolina!!Below poverty level!!Estimate","Chatham County, North Carolina!!Below poverty level!!Margin of Error","Chatham County, North Carolina!!Percent below poverty level!!Estimate","Chatham County, North Carolina!!Percent below poverty level!!Margin of Error","Cleveland County, North Carolina!!Total!!Estimate","Cleveland County, North Carolina!!Total!!Margin of Error","Cleveland County, North Carolina!!Below poverty level!!Estimate","Cleveland County, North Carolina!!Below poverty level!!Margin of Error","Cleveland County, North Carolina!!Percent below poverty level!!Estimate","Cleveland County, North Carolina!!Percent below poverty level!!Margin of Error","Craven County, North Carolina!!Total!!Estimate","Craven County, North Carolina!!Total!!Margin of Error","Craven County, North Carolina!!Below poverty level!!Estimate","Craven County, North Carolina!!Below poverty level!!Margin of Error","Craven County, North Carolina!!Percent below poverty level!!Estimate","Craven County, North Carolina!!Percent below poverty level!!Margin of Error","Cumberland County, North Carolina!!Total!!Estimate","Cumberland County, North Carolina!!Total!!Margin of Error","Cumberland County, North Carolina!!Below poverty level!!Estimate","Cumberland County, North Carolina!!Below poverty level!!Margin of Error","Cumberland County, North Carolina!!Percent below poverty level!!Estimate","Cumberland County, North Carolina!!Percent below poverty level!!Margin of Error","Davidson County, North Carolina!!Total!!Estimate","Davidson County, North Carolina!!Total!!Margin of Error","Davidson County, North Carolina!!Below poverty level!!Estimate","Davidson County, North Carolina!!Below poverty level!!Margin of Error","Davidson County, North Carolina!!Percent below poverty level!!Estimate","Davidson County, North Carolina!!Percent below poverty level!!Margin of Error","Durham County, North Carolina!!Total!!Estimate","Durham County, North Carolina!!Total!!Margin of Error","Durham County, North Carolina!!Below poverty level!!Estimate","Durham County, North Carolina!!Below poverty level!!Margin of Error","Durham County, North Carolina!!Percent below poverty level!!Estimate","Durham County, North Carolina!!Percent below poverty level!!Margin of Error","Forsyth County, North Carolina!!Total!!Estimate","Forsyth County, North Carolina!!Total!!Margin of Error","Forsyth County, North Carolina!!Below poverty level!!Estimate","Forsyth County, North Carolina!!Below poverty level!!Margin of Error","Forsyth County, North Carolina!!Percent below poverty level!!Estimate","Forsyth County, North Carolina!!Percent below poverty level!!Margin of Error","Franklin County, North Carolina!!Total!!Estimate","Franklin County, North Carolina!!Total!!Margin of Error","Franklin County, North Carolina!!Below poverty level!!Estimate","Franklin County, North Carolina!!Below poverty level!!Margin of Error","Franklin County, North Carolina!!Percent below poverty level!!Estimate","Franklin County, North Carolina!!Percent below poverty level!!Margin of Error","Gaston County, North Carolina!!Total!!Estimate","Gaston County, North Carolina!!Total!!Margin of Error","Gaston County, North Carolina!!Below poverty level!!Estimate","Gaston County, North Carolina!!Below poverty level!!Margin of Error","Gaston County, North Carolina!!Percent below poverty level!!Estimate","Gaston County, North Carolina!!Percent below poverty level!!Margin of Error","Guilford County, North Carolina!!Total!!Estimate","Guilford County, North Carolina!!Total!!Margin of Error","Guilford County, North Carolina!!Below poverty level!!Estimate","Guilford County, North Carolina!!Below poverty level!!Margin of Error","Guilford County, North Carolina!!Percent below poverty level!!Estimate","Guilford County, North Carolina!!Percent below poverty level!!Margin of Error","Harnett County, North Carolina!!Total!!Estimate","Harnett County, North Carolina!!Total!!Margin of Error","Harnett County, North Carolina!!Below poverty level!!Estimate","Harnett County, North Carolina!!Below poverty level!!Margin of Error","Harnett County, North Carolina!!Percent below poverty level!!Estimate","Harnett County, North Carolina!!Percent below poverty level!!Margin of Error","Henderson County, North Carolina!!Total!!Estimate","Henderson County, North Carolina!!Total!!Margin of Error","Henderson County, North Carolina!!Below poverty level!!Estimate","Henderson County, North Carolina!!Below poverty level!!Margin of Error","Henderson County, North Carolina!!Percent below poverty level!!Estimate","Henderson County, North Carolina!!Percent below poverty level!!Margin of Error","Iredell County, North Carolina!!Total!!Estimate","Iredell County, North Carolina!!Total!!Margin of Error","Iredell County, North Carolina!!Below poverty level!!Estimate","Iredell County, North Carolina!!Below poverty level!!Margin of Error","Iredell County, North Carolina!!Percent below poverty level!!Estimate","Iredell County, North Carolina!!Percent below poverty level!!Margin of Error","Johnston County, North Carolina!!Total!!Estimate","Johnston County, North Carolina!!Total!!Margin of Error","Johnston County, North Carolina!!Below poverty level!!Estimate","Johnston County, North Carolina!!Below poverty level!!Margin of Error","Johnston County, North Carolina!!Percent below poverty level!!Estimate","Johnston County, North Carolina!!Percent below poverty level!!Margin of Error","Lincoln County, North Carolina!!Total!!Estimate","Lincoln County, North Carolina!!Total!!Margin of Error","Lincoln County, North Carolina!!Below poverty level!!Estimate","Lincoln County, North Carolina!!Below poverty level!!Margin of Error","Lincoln County, North Carolina!!Percent below poverty level!!Estimate","Lincoln County, North Carolina!!Percent below poverty level!!Margin of Error","Mecklenburg County, North Carolina!!Total!!Estimate","Mecklenburg County, North Carolina!!Total!!Margin of Error","Mecklenburg County, North Carolina!!Below poverty level!!Estimate","Mecklenburg County, North Carolina!!Below poverty level!!Margin of Error","Mecklenburg County, North Carolina!!Percent below poverty level!!Estimate","Mecklenburg County, North Carolina!!Percent below poverty level!!Margin of Error","Moore County, North Carolina!!Total!!Estimate","Moore County, North Carolina!!Total!!Margin of Error","Moore County, North Carolina!!Below poverty level!!Estimate","Moore County, North Carolina!!Below poverty level!!Margin of Error","Moore County, North Carolina!!Percent below poverty level!!Estimate","Moore County, North Carolina!!Percent below poverty level!!Margin of Error","Nash County, North Carolina!!Total!!Estimate","Nash County, North Carolina!!Total!!Margin of Error","Nash County, North Carolina!!Below poverty level!!Estimate","Nash County, North Carolina!!Below poverty level!!Margin of Error","Nash County, North Carolina!!Percent below poverty level!!Estimate","Nash County, North Carolina!!Percent below poverty level!!Margin of Error","New Hanover County, North Carolina!!Total!!Estimate","New Hanover County, North Carolina!!Total!!Margin of Error","New Hanover County, North Carolina!!Below poverty level!!Estimate","New Hanover County, North Carolina!!Below poverty level!!Margin of Error","New Hanover County, North Carolina!!Percent below poverty level!!Estimate","New Hanover County, North Carolina!!Percent below poverty level!!Margin of Error","Onslow County, North Carolina!!Total!!Estimate","Onslow County, North Carolina!!Total!!Margin of Error","Onslow County, North Carolina!!Below poverty level!!Estimate","Onslow County, North Carolina!!Below poverty level!!Margin of Error","Onslow County, North Carolina!!Percent below poverty level!!Estimate","Onslow County, North Carolina!!Percent below poverty level!!Margin of Error","Orange County, North Carolina!!Total!!Estimate","Orange County, North Carolina!!Total!!Margin of Error","Orange County, North Carolina!!Below poverty level!!Estimate","Orange County, North Carolina!!Below poverty level!!Margin of Error","Orange County, North Carolina!!Percent below poverty level!!Estimate","Orange County, North Carolina!!Percent below poverty level!!Margin of Error","Pitt County, North Carolina!!Total!!Estimate","Pitt County, North Carolina!!Total!!Margin of Error","Pitt County, North Carolina!!Below poverty level!!Estimate","Pitt County, North Carolina!!Below poverty level!!Margin of Error","Pitt County, North Carolina!!Percent below poverty level!!Estimate","Pitt County, North Carolina!!Percent below poverty level!!Margin of Error","Randolph County, North Carolina!!Total!!Estimate","Randolph County, North Carolina!!Total!!Margin of Error","Randolph County, North Carolina!!Below poverty level!!Estimate","Randolph County, North Carolina!!Below poverty level!!Margin of Error","Randolph County, North Carolina!!Percent below poverty level!!Estimate","Randolph County, North Carolina!!Percent below poverty level!!Margin of Error","Robeson County, North Carolina!!Total!!Estimate","Robeson County, North Carolina!!Total!!Margin of Error","Robeson County, North Carolina!!Below poverty level!!Estimate","Robeson County, North Carolina!!Below poverty level!!Margin of Error","Robeson County, North Carolina!!Percent below poverty level!!Estimate","Robeson County, North Carolina!!Percent below poverty level!!Margin of Error","Rockingham County, North Carolina!!Total!!Estimate","Rockingham County, North Carolina!!Total!!Margin of Error","Rockingham County, North Carolina!!Below poverty level!!Estimate","Rockingham County, North Carolina!!Below poverty level!!Margin of Error","Rockingham County, North Carolina!!Percent below poverty level!!Estimate","Rockingham County, North Carolina!!Percent below poverty level!!Margin of Error","Rowan County, North Carolina!!Total!!Estimate","Rowan County, North Carolina!!Total!!Margin of Error","Rowan County, North Carolina!!Below poverty level!!Estimate","Rowan County, North Carolina!!Below poverty level!!Margin of Error","Rowan County, North Carolina!!Percent below poverty level!!Estimate","Rowan County, North Carolina!!Percent below poverty level!!Margin of Error","Rutherford County, North Carolina!!Total!!Estimate","Rutherford County, North Carolina!!Total!!Margin of Error","Rutherford County, North Carolina!!Below poverty level!!Estimate","Rutherford County, North Carolina!!Below poverty level!!Margin of Error","Rutherford County, North Carolina!!Percent below poverty level!!Estimate","Rutherford County, North Carolina!!Percent below poverty level!!Margin of Error","Surry County, North Carolina!!Total!!Estimate","Surry County, North Carolina!!Total!!Margin of Error","Surry County, North Carolina!!Below poverty level!!Estimate","Surry County, North Carolina!!Below poverty level!!Margin of Error","Surry County, North Carolina!!Percent below poverty level!!Estimate","Surry County, North Carolina!!Percent below poverty level!!Margin of Error","Union County, North Carolina!!Total!!Estimate","Union County, North Carolina!!Total!!Margin of Error","Union County, North Carolina!!Below poverty level!!Estimate","Union County, North Carolina!!Below poverty level!!Margin of Error","Union County, North Carolina!!Percent below poverty level!!Estimate","Union County, North Carolina!!Percent below poverty level!!Margin of Error","Wake County, North Carolina!!Total!!Estimate","Wake County, North Carolina!!Total!!Margin of Error","Wake County, North Carolina!!Below poverty level!!Estimate","Wake County, North Carolina!!Below poverty level!!Margin of Error","Wake County, North Carolina!!Percent below poverty level!!Estimate","Wake County, North Carolina!!Percent below poverty level!!Margin of Error","Wayne County, North Carolina!!Total!!Estimate","Wayne County, North Carolina!!Total!!Margin of Error","Wayne County, North Carolina!!Below poverty level!!Estimate","Wayne County, North Carolina!!Below poverty level!!Margin of Error","Wayne County, North Carolina!!Percent below poverty level!!Estimate","Wayne County, North Carolina!!Percent below poverty level!!Margin of Error","Wilkes County, North Carolina!!Total!!Estimate","Wilkes County, North Carolina!!Total!!Margin of Error","Wilkes County, North Carolina!!Below poverty level!!Estimate","Wilkes County, North Carolina!!Below poverty level!!Margin of Error","Wilkes County, North Carolina!!Percent below poverty level!!Estimate","Wilkes County, North Carolina!!Percent below poverty level!!Margin of Error","Wilson County, North Carolina!!Total!!Estimate","Wilson County, North Carolina!!Total!!Margin of Error","Wilson County, North Carolina!!Below poverty level!!Estimate","Wilson County, North Carolina!!Below poverty level!!Margin of Error","Wilson County, North Carolina!!Percent below poverty level!!Estimate","Wilson County, North Carolina!!Percent below poverty level!!Margin of Error","United States!!Total!!Estimate","United States!!Total!!Margin of Error","United States!!Below poverty level!!Estimate","United States!!Below poverty level!!Margin of Error","United States!!Percent below poverty level!!Estimate","United States!!Percent below poverty level!!Margin of Error"
"Population for whom poverty status is determined","165,387","±597","25,249","±4,595","15.3%","±2.8","141,927","±653","13,326","±3,248","9.4%","±2.3","254,547","±1,549","30,942","±4,181","12.2%","±1.6","88,308","±895","18,560","±3,488","21.0%","±3.9","214,542","±871","15,760","±3,908","7.3%","±1.8","81,097","±603","8,096","±2,056","10.0%","±2.5","68,408","±370","6,080","±1,642","8.9%","±2.4","156,634","±878","23,316","±5,635","14.9%","±3.6","73,477","±647","6,139","±2,310","8.4%","±3.1","95,910","±881","20,421","±4,465","21.3%","±4.6","96,512","±1,517","13,303","±3,232","13.8%","±3.3","317,943","±3,181","57,598","±5,127","18.1%","±1.6","165,276","±699","28,959","±6,553","17.5%","±4.0","307,028","±3,146","43,336","±5,627","14.1%","±1.8","371,779","±1,646","57,555","±6,547","15.5%","±1.8","68,309","±637","6,025","±2,480","8.8%","±3.6","220,193","±1,390","24,322","±3,521","11.0%","±1.6","515,555","±2,245","84,782","±9,148","16.4%","±1.7","132,418","±687","22,415","±4,692","16.9%","±3.5","116,087","±601","12,220","±3,443","10.5%","±3.0","180,258","±530","13,414","±3,133","7.4%","±1.7","207,359","±692","28,284","±6,210","13.6%","±3.0","85,299","±461","6,309","±2,018","7.4%","±2.4","1,093,798","±2,596","111,183","±10,630","10.2%","±1.0","99,168","±740","11,707","±2,930","11.8%","±3.0","92,275","±658","15,557","±3,243","16.9%","±3.5","227,348","±1,593","29,539","±4,496","13.0%","±2.0","178,429","±2,811","19,741","±5,902","11.1%","±3.3","135,943","±2,488","19,200","±3,055","14.1%","±2.2","173,204","±1,437","33,998","±5,526","19.6%","±3.2","141,793","±1,044","20,914","±3,992","14.7%","±2.8","127,275","±832","40,606","±3,902","31.9%","±3.0","89,124","±902","18,176","±3,553","20.4%","±4.0","137,475","±1,323","18,843","±3,000","13.7%","±2.2","65,941","±475","13,390","±3,162","20.3%","±4.8","70,892","±477","11,802","±2,713","16.6%","±3.8","236,758","±968","16,466","±3,492","7.0%","±1.5","1,087,829","±3,063","86,713","±10,136","8.0%","±0.9","120,848","±578","23,488","±3,549","19.4%","±2.9","67,405","±483","10,007","±2,704","14.8%","±4.0","80,069","±894","18,988","±3,759","23.7%","±4.7","320,118,791","±24,954","39,490,096","±242,000","12.3%","±0.1"
"    AGE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Under 18 years","37,103","±264","9,340","±2,606","25.2%","±7.0","20,650","±393","4,373","±1,828","21.2%","±8.9","46,770","±948","7,988","±2,197","17.1%","±4.7","16,418","±201","6,562","±1,729","40.0%","±10.6","54,374","±459","4,507","±2,185","8.3%","±4.0","16,096","±259","2,004","±903","12.5%","±5.6","11,700","±436","1,436","±816","12.3%","±6.9","34,488","±419","7,146","±2,745","20.7%","±8.0","14,321","±545","1,555","±1,050","10.9%","±7.3","20,828","±798","7,896","±2,342","37.9%","±10.9","20,910","±876","3,966","±1,322","19.0%","±6.5","81,150","±822","21,055","±3,265","25.9%","±4.0","34,729","±709","9,614","±2,748","27.7%","±7.9","65,569","±516","13,662","±3,178","20.8%","±4.8","86,219","±826","19,976","±3,490","23.2%","±4.0","15,256","±179","1,399","±1,079","9.2%","±7.1","48,261","±943","6,523","±2,150","13.5%","±4.4","116,661","±1,079","28,007","±4,295","24.0%","±3.6","34,500","±414","7,863","±2,307","22.8%","±6.7","21,849","±623","4,945","±2,147","22.6%","±9.9","40,434","±416","3,962","±1,593","9.8%","±4.0","52,078","±436","11,687","±3,785","22.4%","±7.2","17,828","±402","1,295","±989","7.3%","±5.6","255,184","±1,467","33,674","±5,452","13.2%","±2.1","20,566","±707","4,135","±1,508","20.1%","±7.4","20,197","±474","4,244","±1,312","21.0%","±6.5","42,548","±299","6,481","±1,970","15.2%","±4.6","47,710","±617","7,600","±3,827","15.9%","±8.0","28,038","±422","4,820","±1,531","17.2%","±5.5","37,865","±617","9,159","±2,587","24.2%","±6.8","31,197","±612","5,734","±1,837","18.4%","±5.8","31,923","±165","15,776","±1,997","49.4%","±6.3","17,604","±735","5,015","±1,663","28.5%","±9.3","30,298","±784","5,772","±1,443","19.1%","±4.8","13,372","±229","4,582","±1,615","34.3%","±12.0","14,675","±162","3,485","±1,308","23.7%","±8.9","62,445","±799","4,938","±1,731","7.9%","±2.8","258,239","±2,167","23,901","±5,098","9.3%","±2.0","29,014","±152","9,623","±2,128","33.2%","±7.3","12,727","±946","2,619","±1,669","20.6%","±12.4","18,181","±900","7,010","±2,185","38.6%","±11.4","71,633,453","±39,859","12,000,470","±134,475","16.8%","±0.2"
"            Under 5 years","9,954","±109","1,963","±970","19.7%","±9.8","5,202","±462","898","±564","17.3%","±10.6","12,243","±871","1,741","±617","14.2%","±5.5","4,201","±545","1,685","±734","40.1%","±15.3","13,173","±600","1,428","±869","10.8%","±6.6","3,824","±497","226","±247","5.9%","±6.5","2,737","±398","258","±256","9.4%","±9.3","7,712","±1,028","1,992","±1,173","25.8%","±14.5","4,086","±535","848","±715","20.8%","±16.7","5,132","±109","1,838","±813","35.8%","±15.8","6,199","±739","1,492","±791","24.1%","±11.9","24,407","±736","6,883","±1,487","28.2%","±5.9","8,939","±196","1,534","±683","17.2%","±7.6","20,004","±339","4,642","±1,369","23.2%","±6.9","21,838","±565","3,045","±1,224","13.9%","±5.6","2,951","±738","138","±202","4.7%","±7.3","12,705","±669","2,541","±1,178","20.0%","±9.1","30,785","±723","8,004","±1,993","26.0%","±6.4","9,106","±675","2,004","±856","22.0%","±8.8","5,345","±700","1,729","±1,182","32.3%","±20.7","9,231","±655","1,082","±661","11.7%","±7.0","12,752","±491","2,786","±1,228","21.8%","±9.7","4,968","±701","248","±311","5.0%","±6.6","72,520","±579","10,793","±2,429","14.9%","±3.4","6,223","±635","1,132","±711","18.2%","±10.0","5,274","±4","1,774","±882","33.6%","±16.7","10,730","±602","943","±491","8.8%","±4.6","14,206","±709","2,367","±913","16.7%","±6.3","5,844","±837","903","±687","15.5%","±10.8","9,629","±522","3,173","±938","33.0%","±9.8","7,501","±529","1,359","±609","18.1%","±8.1","8,484","±17","4,692","±763","55.3%","±9.0","5,176","±662","2,189","±1,118","42.3%","±19.4","7,745","±394","2,080","±558","26.9%","±7.4","3,690","±409","1,624","±803","44.0%","±21.9","3,510","±437","1,220","±597","34.8%","±15.9","13,623","±539","1,208","±597","8.9%","±4.4","65,496","±1,032","8,727","±2,421","13.3%","±3.7","7,962","±117","3,903","±941","49.0%","±11.8","2,657","±507","950","±833","35.8%","±29.9","4,809","±822","2,616","±1,004","54.4%","±13.8","19,002,162","±24,352","3,457,689","±51,835","18.2%","±0.3"
"            5 to 17 years","27,149","±282","7,377","±2,168","27.2%","±8.0","15,448","±469","3,475","±1,644","22.5%","±10.5","34,527","±1,160","6,247","±1,866","18.1%","±5.1","12,217","±564","4,877","±1,357","39.9%","±10.8","41,201","±427","3,079","±1,605","7.5%","±3.9","12,272","±547","1,778","±852","14.5%","±6.8","8,963","±373","1,178","±708","13.1%","±7.7","26,776","±903","5,154","±1,937","19.2%","±7.3","10,235","±645","707","±529","6.9%","±5.2","15,696","±838","6,058","±2,038","38.6%","±12.5","14,711","±814","2,474","±997","16.8%","±6.8","56,743","±680","14,172","±2,462","25.0%","±4.3","25,790","±649","8,080","±2,484","31.3%","±9.7","45,565","±482","9,020","±2,424","19.8%","±5.3","64,381","±549","16,931","±3,053","26.3%","±4.7","12,305","±749","1,261","±937","10.2%","±7.5","35,556","±674","3,982","±1,618","11.2%","±4.5","85,876","±840","20,003","±3,221","23.3%","±3.7","25,394","±679","5,859","±2,057","23.1%","±8.0","16,504","±996","3,216","±1,400","19.5%","±8.6","31,203","±787","2,880","±1,265","9.2%","±4.1","39,326","±336","8,901","±3,225","22.6%","±8.2","12,860","±741","1,047","±741","8.1%","±5.6","182,664","±1,400","22,881","±3,891","12.5%","±2.1","14,343","±781","3,003","±1,099","20.9%","±7.9","14,923","±474","2,470","±965","16.6%","±6.5","31,818","±636","5,538","±1,832","17.4%","±5.8","33,504","±856","5,233","±3,522","15.6%","±10.5","22,194","±920","3,917","±1,526","17.6%","±6.6","28,236","±663","5,986","±2,035","21.2%","±7.1","23,696","±529","4,375","±1,548","18.5%","±6.4","23,439","±160","11,084","±1,547","47.3%","±6.6","12,428","±776","2,826","±1,021","22.7%","±7.9","22,553","±504","3,692","±1,044","16.4%","±4.6","9,682","±431","2,958","±1,346","30.6%","±13.6","11,165","±457","2,265","±950","20.3%","±8.6","48,822","±767","3,730","±1,439","7.6%","±3.0","192,743","±1,444","15,174","±3,805","7.9%","±2.0","21,052","±179","5,720","±1,702","27.2%","±8.0","10,070","±733","1,669","±1,079","16.6%","±10.3","13,372","±1,212","4,394","±1,972","32.9%","±13.8","52,631,291","±38,914","8,542,781","±98,380","16.2%","±0.2"
"            Related children of householder under 18 years","36,798","±422","9,035","±2,630","24.6%","±7.1","20,536","±444","4,373","±1,828","21.3%","±8.9","46,770","±948","7,988","±2,197","17.1%","±4.7","16,341","±241","6,485","±1,728","39.7%","±10.6","54,374","±459","4,507","±2,185","8.3%","±4.0","15,600","±476","1,564","±873","10.0%","±5.6","11,507","±488","1,243","±824","10.8%","±7.1","34,445","±424","7,103","±2,740","20.6%","±8.0","14,298","±548","1,532","±1,051","10.7%","±7.3","20,664","±841","7,732","±2,354","37.4%","±11.1","20,538","±947","3,911","±1,299","19.0%","±6.5","80,644","±901","20,659","±3,258","25.6%","±4.0","34,590","±746","9,475","±2,724","27.4%","±7.9","65,569","±516","13,662","±3,178","20.8%","±4.8","86,128","±846","19,885","±3,503","23.1%","±4.1","15,256","±179","1,399","±1,079","9.2%","±7.1","48,261","±943","6,523","±2,150","13.5%","±4.4","116,089","±1,195","27,534","±4,147","23.7%","±3.6","34,375","±430","7,738","±2,312","22.5%","±6.7","21,384","±826","4,480","±2,162","21.0%","±10.2","40,288","±452","3,816","±1,610","9.5%","±4.0","52,018","±466","11,627","±3,786","22.4%","±7.3","17,657","±419","1,124","±955","6.4%","±5.4","254,721","±1,533","33,281","±5,468","13.1%","±2.1","20,358","±761","3,927","±1,460","19.3%","±7.2","20,197","±474","4,244","±1,312","21.0%","±6.5","42,548","±299","6,481","±1,970","15.2%","±4.6","47,377","±697","7,435","±3,823","15.7%","±8.1","27,968","±464","4,750","±1,523","17.0%","±5.5","37,633","±719","8,927","±2,631","23.7%","±6.9","31,120","±687","5,734","±1,837","18.4%","±5.8","31,812","±184","15,665","±1,987","49.2%","±6.3","17,604","±735","5,015","±1,663","28.5%","±9.3","30,193","±772","5,733","±1,440","19.0%","±4.8","13,372","±229","4,582","±1,615","34.3%","±12.0","14,344","±346","3,154","±1,372","22.0%","±9.4","62,181","±871","4,764","±1,737","7.7%","±2.8","257,846","±2,228","23,532","±5,045","9.1%","±2.0","29,014","±152","9,623","±2,128","33.2%","±7.3","12,727","±946","2,619","±1,669","20.6%","±12.4","18,088","±901","6,917","±2,179","38.2%","±11.5","71,326,895","±42,129","11,716,595","±134,827","16.4%","±0.2"
"        18 to 64 years","99,823","±832","12,855","±2,546","12.9%","±2.6","74,919","±868","6,687","±1,838","8.9%","±2.4","155,799","±1,381","17,452","±2,526","11.2%","±1.6","53,505","±989","10,853","±2,351","20.3%","±4.3","130,403","±647","8,357","±2,140","6.4%","±1.6","49,015","±601","5,095","±1,420","10.4%","±2.9","39,150","±572","3,459","±1,065","8.8%","±2.7","93,673","±892","12,610","±3,065","13.5%","±3.3","40,673","±705","3,843","±1,564","9.4%","±3.9","56,702","±260","10,443","±2,728","18.4%","±4.8","55,872","±1,410","7,931","±2,307","14.2%","±4.0","196,910","±3,117","31,265","±2,934","15.9%","±1.5","99,809","±714","16,730","±4,052","16.8%","±4.0","197,947","±2,675","26,088","±3,478","13.2%","±1.8","224,832","±1,648","31,974","±3,972","14.2%","±1.7","41,579","±593","4,087","±1,729","9.8%","±4.1","135,226","±1,334","14,115","±2,039","10.4%","±1.5","317,904","±2,124","47,117","±6,057","14.8%","±1.9","81,197","±786","12,291","±2,407","15.1%","±3.0","64,235","±746","5,535","±1,441","8.6%","±2.2","111,859","±577","7,894","±1,943","7.1%","±1.7","128,117","±1,008","13,696","±3,088","10.7%","±2.4","52,631","±690","3,640","±1,282","6.9%","±2.4","713,548","±2,335","68,223","±6,596","9.6%","±0.9","54,876","±715","6,104","±1,616","11.1%","±3.0","54,820","±483","9,924","±2,439","18.1%","±4.4","143,226","±1,507","19,823","±3,077","13.8%","±2.1","112,233","±2,645","10,797","±3,034","9.6%","±2.7","86,199","±2,453","12,809","±2,225","14.9%","±2.5","111,076","±1,338","22,405","±4,087","20.2%","±3.7","84,657","±973","12,822","±2,711","15.1%","±3.2","75,223","±872","20,377","±2,293","27.1%","±3.0","53,186","±509","10,704","±2,275","20.1%","±4.3","82,867","±924","10,711","±1,986","12.9%","±2.4","37,436","±715","7,318","±2,047","19.5%","±5.4","41,464","±692","6,065","±1,646","14.6%","±3.9","144,335","±931","9,989","±2,190","6.9%","±1.5","698,032","±2,719","56,025","±6,264","8.0%","±0.9","71,491","±617","11,302","±1,984","15.8%","±2.8","39,590","±1,029","5,371","±1,529","13.6%","±3.8","47,236","±825","8,904","±2,193","18.9%","±4.6","195,703,010","±30,404","22,504,357","±113,070","11.5%","±0.1"
