"Label","Angelina County, Texas!!Total!!Estimate","Angelina County, Texas!!Total!!Margin of Error","Angelina County, Texas!!Below poverty level!!Estimate","Angelina County, Texas!!Below poverty level!!Margin of Error","Angelina County, Texas!!Percent below poverty level!!Estimate","Angelina County, Texas!!Percent below poverty level!!Margin of Error","Bastrop County, Texas!!Total!!Estimate","Bastrop County, Texas!!Total!!Margin of Error","Bastrop County, Texas!!Below poverty level!!Estimate","Bastrop County, Texas!!Below poverty level!!Margin of Error","Bastrop County, Texas!!Percent below poverty level!!Estimate","Bastrop County, Texas!!Percent below poverty level!!Margin of Error","Bell County, Texas!!Total!!Estimate","Bell County, Texas!!Total!!Margin of Error","Bell County, Texas!!Below poverty level!!Estimate","Bell County, Texas!!Below poverty level!!Margin of Error","Bell County, Texas!!Percent below poverty level!!Estimate","Bell County, Texas!!Percent below poverty level!!Margin of Error","Bexar County, Texas!!Total!!Estimate","Bexar County, Texas!!Total!!Margin of Error","Bexar County, Texas!!Below poverty level!!Estimate","Bexar County, Texas!!Below poverty level!!Margin of Error","Bexar County, Texas!!Percent below poverty level!!Estimate","Bexar County, Texas!!Percent below poverty level!!Margin of Error","Bowie County, Texas!!Total!!Estimate","Bowie County, Texas!!Total!!Margin of Error","Bowie County, Texas!!Below poverty level!!Estimate","Bowie County, Texas!!Below poverty level!!Margin of Error","Bowie County, Texas!!Percent below poverty level!!Estimate","Bowie County, Texas!!Percent below poverty level!!Margin of Error","Brazoria County, Texas!!Total!!Estimate","Brazoria County, Texas!!Total!!Margin of Error","Brazoria County, Texas!!Below poverty level!!Estimate","Brazoria County, Texas!!Below poverty level!!Margin of Error","Brazoria County, Texas!!Percent below poverty level!!Estimate","Brazoria County, Texas!!Percent below poverty level!!Margin of Error","Brazos County, Texas!!Total!!Estimate","Brazos County, Texas!!Total!!Margin of Error","Brazos County, Texas!!Below poverty level!!Estimate","Brazos County, Texas!!Below poverty level!!Margin of Error","Brazos County, Texas!!Percent below poverty level!!Estimate","Brazos County, Texas!!Percent below poverty level!!Margin of Error","Cameron County, Texas!!Total!!Estimate","Cameron County, Texas!!Total!!Margin of Error","Cameron County, Texas!!Below poverty level!!Estimate","Cameron County, Texas!!Below poverty level!!Margin of Error","Cameron County, Texas!!Percent below poverty level!!Estimate","Cameron County, Texas!!Percent below poverty level!!Margin of Error","Collin County, Texas!!Total!!Estimate","Collin County, Texas!!Total!!Margin of Error","Collin County, Texas!!Below poverty level!!Estimate","Collin County, Texas!!Below poverty level!!Margin of Error","Collin County, Texas!!Percent below poverty level!!Estimate","Collin County, Texas!!Percent below poverty level!!Margin of Error","Comal County, Texas!!Total!!Estimate","Comal County, Texas!!Total!!Margin of Error","Comal County, Texas!!Below poverty level!!Estimate","Comal County, Texas!!Below poverty level!!Margin of Error","Comal County, Texas!!Percent below poverty level!!Estimate","Comal County, Texas!!Percent below poverty level!!Margin of Error","Coryell County, Texas!!Total!!Estimate","Coryell County, Texas!!Total!!Margin of Error","Coryell County, Texas!!Below poverty level!!Estimate","Coryell County, Texas!!Below poverty level!!Margin of Error","Coryell County, Texas!!Percent below poverty level!!Estimate","Coryell County, Texas!!Percent below poverty level!!Margin of Error","Dallas County, Texas!!Total!!Estimate","Dallas County, Texas!!Total!!Margin of Error","Dallas County, Texas!!Below poverty level!!Estimate","Dallas County, Texas!!Below poverty level!!Margin of Error","Dallas County, Texas!!Percent below poverty level!!Estimate","Dallas County, Texas!!Percent below poverty level!!Margin of Error","Denton County, Texas!!Total!!Estimate","Denton County, Texas!!Total!!Margin of Error","Denton County, Texas!!Below poverty level!!Estimate","Denton County, Texas!!Below poverty level!!Margin of Error","Denton County, Texas!!Percent below poverty level!!Estimate","Denton County, Texas!!Percent below poverty level!!Margin of Error","Ector County, Texas!!Total!!Estimate","Ector County, Texas!!Total!!Margin of Error","Ector County, Texas!!Below poverty level!!Estimate","Ector County, Texas!!Below poverty level!!Margin of Error","Ector County, Texas!!Percent below poverty level!!Estimate","Ector County, Texas!!Percent below poverty level!!Margin of Error","Ellis County, Texas!!Total!!Estimate","Ellis County, Texas!!Total!!Margin of Error","Ellis County, Texas!!Below poverty level!!Estimate","Ellis County, Texas!!Below poverty level!!Margin of Error","Ellis County, Texas!!Percent below poverty level!!Estimate","Ellis County, Texas!!Percent below poverty level!!Margin of Error","El Paso County, Texas!!Total!!Estimate","El Paso County, Texas!!Total!!Margin of Error","El Paso County, Texas!!Below poverty level!!Estimate","El Paso County, Texas!!Below poverty level!!Margin of Error","El Paso County, Texas!!Percent below poverty level!!Estimate","El Paso County, Texas!!Percent below poverty level!!Margin of Error","Fort Bend County, Texas!!Total!!Estimate","Fort Bend County, Texas!!Total!!Margin of Error","Fort Bend County, Texas!!Below poverty level!!Estimate","Fort Bend County, Texas!!Below poverty level!!Margin of Error","Fort Bend County, Texas!!Percent below poverty level!!Estimate","Fort Bend County, Texas!!Percent below poverty level!!Margin of Error","Galveston County, Texas!!Total!!Estimate","Galveston County, Texas!!Total!!Margin of Error","Galveston County, Texas!!Below poverty level!!Estimate","Galveston County, Texas!!Below poverty level!!Margin of Error","Galveston County, Texas!!Percent below poverty level!!Estimate","Galveston County, Texas!!Percent below poverty level!!Margin of Error","Grayson County, Texas!!Total!!Estimate","Grayson County, Texas!!Total!!Margin of Error","Grayson County, Texas!!Below poverty level!!Estimate","Grayson County, Texas!!Below poverty level!!Margin of Error","Grayson County, Texas!!Percent below poverty level!!Estimate","Grayson County, Texas!!Percent below poverty level!!Margin of Error","Gregg County, Texas!!Total!!Estimate","Gregg County, Texas!!Total!!Margin of Error","Gregg County, Texas!!Below poverty level!!Estimate","Gregg County, Texas!!Below poverty level!!Margin of Error","Gregg County, Texas!!Percent below poverty level!!Estimate","Gregg County, Texas!!Percent below poverty level!!Margin of Error","Guadalupe County, Texas!!Total!!Estimate","Guadalupe County, Texas!!Total!!Margin of Error","Guadalupe County, Texas!!Below poverty level!!Estimate","Guadalupe County, Texas!!Below poverty level!!Margin of Error","Guadalupe County, Texas!!Percent below poverty level!!Estimate","Guadalupe County, Texas!!Percent below poverty level!!Margin of Error","Harris County, Texas!!Total!!Estimate","Harris County, Texas!!Total!!Margin of Error","Harris County, Texas!!Below poverty level!!Estimate","Harris County, Texas!!Below poverty level!!Margin of Error","Harris County, Texas!!Percent below poverty level!!Estimate","Harris County, Texas!!Percent below poverty level!!Margin of Error","Harrison County, Texas!!Total!!Estimate","Harrison County, Texas!!Total!!Margin of Error","Harrison County, Texas!!Below poverty level!!Estimate","Harrison County, Texas!!Below poverty level!!Margin of Error","Harrison County, Texas!!Percent below poverty level!!Estimate","Harrison County, Texas!!Percent below poverty level!!Margin of Error","Hays County, Texas!!Total!!Estimate","Hays County, Texas!!Total!!Margin of Error","Hays County, Texas!!Below poverty level!!Estimate","Hays County, Texas!!Below poverty level!!Margin of Error","Hays County, Texas!!Percent below poverty level!!Estimate","Hays County, Texas!!Percent below poverty level!!Margin of Error","Henderson County, Texas!!Total!!Estimate","Henderson County, Texas!!Total!!Margin of Error","Henderson County, Texas!!Below poverty level!!Estimate","Henderson County, Texas!!Below poverty level!!Margin of Error","Henderson County, Texas!!Percent below poverty level!!Estimate","Henderson County, Texas!!Percent below poverty level!!Margin of Error","Hidalgo County, Texas!!Total!!Estimate","Hidalgo County, Texas!!Total!!Margin of Error","Hidalgo County, Texas!!Below poverty level!!Estimate","Hidalgo County, Texas!!Below poverty level!!Margin of Error","Hidalgo County, Texas!!Percent below poverty level!!Estimate","Hidalgo County, Texas!!Percent below poverty level!!Margin of Error","Hunt County, Texas!!Total!!Estimate","Hunt County, Texas!!Total!!Margin of Error","Hunt County, Texas!!Below poverty level!!Estimate","Hunt County, Texas!!Below poverty level!!Margin of Error","Hunt County, Texas!!Percent below poverty level!!Estimate","Hunt County, Texas!!Percent below poverty level!!Margin of Error","Jefferson County, Texas!!Total!!Estimate","Jefferson County, Texas!!Total!!Margin of Error","Jefferson County, Texas!!Below poverty level!!Estimate","Jefferson County, Texas!!Below poverty level!!Margin of Error","Jefferson County, Texas!!Percent below poverty level!!Estimate","Jefferson County, Texas!!Percent below poverty level!!Margin of Error","Johnson County, Texas!!Total!!Estimate","Johnson County, Texas!!Total!!Margin of Error","Johnson County, Texas!!Below poverty level!!Estimate","Johnson County, Texas!!Below poverty level!!Margin of Error","Johnson County, Texas!!Percent below poverty level!!Estimate","Johnson County, Texas!!Percent below poverty level!!Margin of Error","Kaufman County, Texas!!Total!!Estimate","Kaufman County, Texas!!Total!!Margin of Error","Kaufman County, Texas!!Below poverty level!!Estimate","Kaufman County, Texas!!Below poverty level!!Margin of Error","Kaufman County, Texas!!Percent below poverty level!!Estimate","Kaufman County, Texas!!Percent below poverty level!!Margin of Error","Liberty County, Texas!!Total!!Estimate","Liberty County, Texas!!Total!!Margin of Error","Liberty County, Texas!!Below poverty level!!Estimate","Liberty County, Texas!!Below poverty level!!Margin of Error","Liberty County, Texas!!Percent below poverty level!!Estimate","Liberty County, Texas!!Percent below poverty level!!Margin of Error","Lubbock County, Texas!!Total!!Estimate","Lubbock County, Texas!!Total!!Margin of Error","Lubbock County, Texas!!Below poverty level!!Estimate","Lubbock County, Texas!!Below poverty level!!Margin of Error","Lubbock County, Texas!!Percent below poverty level!!Estimate","Lubbock County, Texas!!Percent below poverty level!!Margin of Error","McLennan County, Texas!!Total!!Estimate","McLennan County, Texas!!Total!!Margin of Error","McLennan County, Texas!!Below poverty level!!Estimate","McLennan County, Texas!!Below poverty level!!Margin of Error","McLennan County, Texas!!Percent below poverty level!!Estimate","McLennan County, Texas!!Percent below poverty level!!Margin of Error","Midland County, Texas!!Total!!Estimate","Midland County, Texas!!Total!!Margin of Error","Midland County, Texas!!Below poverty level!!Estimate","Midland County, Texas!!Below poverty level!!Margin of Error","Midland County, Texas!!Percent below poverty level!!Estimate","Midland County, Texas!!Percent below poverty level!!Margin of Error","Montgomery County, Texas!!Total!!Estimate","Montgomery County, Texas!!Total!!Margin of Error","Montgomery County, Texas!!Below poverty level!!Estimate","Montgomery County, Texas!!Below poverty level!!Margin of Error","Montgomery County, Texas!!Percent below poverty level!!Estimate","Montgomery County, Texas!!Percent below poverty level!!Margin of Error","Nacogdoches County, Texas!!Total!!Estimate","Nacogdoches County, Texas!!Total!!Margin of Error","Nacogdoches County, Texas!!Below poverty level!!Estimate","Nacogdoches County, Texas!!Below poverty level!!Margin of Error","Nacogdoches County, Texas!!Percent below poverty level!!Estimate","Nacogdoches County, Texas!!Percent below poverty level!!Margin of Error","Nueces County, Texas!!Total!!Estimate","Nueces County, Texas!!Total!!Margin of Error","Nueces County, Texas!!Below poverty level!!Estimate","Nueces County, Texas!!Below poverty level!!Margin of Error","Nueces County, Texas!!Percent below poverty level!!Estimate","Nueces County, Texas!!Percent below poverty level!!Margin of Error","Orange County, Texas!!Total!!Estimate","Orange County, Texas!!Total!!Margin of Error","Orange County, Texas!!Below poverty level!!Estimate","Orange County, Texas!!Below poverty level!!Margin of Error","Orange County, Texas!!Percent below poverty level!!Estimate","Orange County, Texas!!Percent below poverty level!!Margin of Error","Parker County, Texas!!Total!!Estimate","Parker County, Texas!!Total!!Margin of Error","Parker County, Texas!!Below poverty level!!Estimate","Parker County, Texas!!Below poverty level!!Margin of Error","Parker County, Texas!!Percent below poverty level!!Estimate","Parker County, Texas!!Percent below poverty level!!Margin of Error","Potter County, Texas!!Total!!Estimate","Potter County, Texas!!Total!!Margin of Error","Potter County, Texas!!Below poverty level!!Estimate","Potter County, Texas!!Below poverty level!!Margin of Error","Potter County, Texas!!Percent below poverty level!!Estimate","Potter County, Texas!!Percent below poverty level!!Margin of Error","Randall County, Texas!!Total!!Estimate","Randall County, Texas!!Total!!Margin of Error","Randall County, Texas!!Below poverty level!!Estimate","Randall County, Texas!!Below poverty level!!Margin of Error","Randall County, Texas!!Percent below poverty level!!Estimate","Randall County, Texas!!Percent below poverty level!!Margin of Error","Rockwall County, Texas!!Total!!Estimate","Rockwall County, Texas!!Total!!Margin of Error","Rockwall County, Texas!!Below poverty level!!Estimate","Rockwall County, Texas!!Below poverty level!!Margin of Error","Rockwall County, Texas!!Percent below poverty level!!Estimate","Rockwall County, Texas!!Percent below poverty level!!Margin of Error","San Patricio County, Texas!!Total!!Estimate","San Patricio County, Texas!!Total!!Margin of Error","San Patricio County, Texas!!Below poverty level!!Estimate","San Patricio County, Texas!!Below poverty level!!Margin of Error","San Patricio County, Texas!!Percent below poverty level!!Estimate","San Patricio County, Texas!!Percent below poverty level!!Margin of Error","Smith County, Texas!!Total!!Estimate","Smith County, Texas!!Total!!Margin of Error","Smith County, Texas!!Below poverty level!!Estimate","Smith County, Texas!!Below poverty level!!Margin of Error","Smith County, Texas!!Percent below poverty level!!Estimate","Smith County, Texas!!Percent below poverty level!!Margin of Error","Tarrant County, Texas!!Total!!Estimate","Tarrant County, Texas!!Total!!Margin of Error","Tarrant County, Texas!!Below poverty level!!Estimate","Tarrant County, Texas!!Below poverty level!!Margin of Error","Tarrant County, Texas!!Percent below poverty level!!Estimate","Tarrant County, Texas!!Percent below poverty level!!Margin of Error","Taylor County, Texas!!Total!!Estimate","Taylor County, Texas!!Total!!Margin of Error","Taylor County, Texas!!Below poverty level!!Estimate","Taylor County, Texas!!Below poverty level!!Margin of Error","Taylor County, Texas!!Percent below poverty level!!Estimate","Taylor County, Texas!!Percent below poverty level!!Margin of Error","Tom Green County, Texas!!Total!!Estimate","Tom Green County, Texas!!Total!!Margin of Error","Tom Green County, Texas!!Below poverty level!!Estimate","Tom Green County, Texas!!Below poverty level!!Margin of Error","Tom Green County, Texas!!Percent below poverty level!!Estimate","Tom Green County, Texas!!Percent below poverty level!!Margin of Error","Travis County, Texas!!Total!!Estimate","Travis County, Texas!!Total!!Margin of Error","Travis County, Texas!!Below poverty level!!Estimate","Travis County, Texas!!Below poverty level!!Margin of Error","Travis County, Texas!!Percent below poverty level!!Estimate","Travis County, Texas!!Percent below poverty level!!Margin of Error","Victoria County, Texas!!Total!!Estimate","Victoria County, Texas!!Total!!Margin of Error","Victoria County, Texas!!Below poverty level!!Estimate","Victoria County, Texas!!Below poverty level!!Margin of Error","Victoria County, Texas!!Percent below poverty level!!Estimate","Victoria County, Texas!!Percent below poverty level!!Margin of Error","Walker County, Texas!!Total!!Estimate","Walker County, Texas!!Total!!Margin of Error","Walker County, Texas!!Below poverty level!!Estimate","Walker County, Texas!!Below poverty level!!Margin of Error","Walker County, Texas!!Percent below poverty level!!Estimate","Walker County, Texas!!Percent below poverty level!!Margin of Error","Webb County, Texas!!Total!!Estimate","Webb County, Texas!!Total!!Margin of Error","Webb County, Texas!!Below poverty level!!Estimate","Webb County, Texas!!Below poverty level!!Margin of Error","Webb County, Texas!!Percent below poverty level!!Estimate","Webb County, Texas!!Percent below poverty level!!Margin of Error","Wichita County, Texas!!Total!!Estimate","Wichita County, Texas!!Total!!Margin of Error","Wichita County, Texas!!Below poverty level!!Estimate","Wichita County, Texas!!Below poverty level!!Margin of Error","Wichita County, Texas!!Percent below poverty level!!Estimate","Wichita County, Texas!!Percent below poverty level!!Margin of Error","Williamson County, Texas!!Total!!Estimate","Williamson County, Texas!!Total!!Margin of Error","Williamson County, Texas!!Below poverty level!!Estimate","Williamson County, Texas!!Below poverty level!!Margin of Error","Williamson County, Texas!!Percent below poverty level!!Estimate","Williamson County, Texas!!Percent below poverty level!!Margin of Error","Wise County, Texas!!Total!!Estimate","Wise County, Texas!!Total!!Margin of Error","Wise County, Texas!!Below poverty level!!Estimate","Wise County, Texas!!Below poverty level!!Margin of Error","Wise County, Texas!!Percent below poverty level!!Estimate","Wise County, Texas!!Percent below poverty level!!Margin of Error","United States!!Total!!Estimate","United States!!Total!!Margin of Error","United States!!Below poverty level!!Estimate","United States!!Below poverty level!!Margin of Error","United States!!Percent below poverty level!!Estimate","United States!!Percent below poverty level!!Margin of Error"
"Population for whom poverty status is determined","84,731","±869","12,069","±3,426","14.2%","±4.0","86,362","±982","17,026","±5,543","19.7%","±6.4","349,678","±2,159","50,315","±8,360","14.4%","±2.4","1,970,010","±3,070","300,115","±21,026","15.2%","±1.1","87,044","±1,791","14,042","±3,328","16.1%","±3.8","362,423","±2,130","26,661","±6,815","7.4%","±1.9","212,908","±3,052","44,273","±4,948","20.8%","±2.3","421,078","±757","107,983","±11,300","25.6%","±2.7","1,027,126","±4,034","64,958","±8,690","6.3%","±0.8","154,833","±801","8,692","±2,759","5.6%","±1.8","60,637","±2,016","6,385","±1,577","10.5%","±2.5","2,606,870","±2,891","363,498","±25,335","13.9%","±1.0","873,376","±2,782","56,763","±8,900","6.5%","±1.0","164,284","±1,146","17,017","±5,343","10.4%","±3.3","182,663","±1,004","16,146","±3,857","8.8%","±2.1","824,034","±2,245","154,535","±12,722","18.8%","±1.5","805,030","±2,228","51,013","±8,691","6.3%","±1.1","336,418","±1,350","36,764","±6,717","10.9%","±2.0","133,208","±1,132","14,885","±3,114","11.2%","±2.3","119,555","±1,309","21,248","±5,060","17.8%","±4.2","164,352","±953","9,090","±3,298","5.5%","±2.0","4,668,155","±4,615","704,885","±30,498","15.1%","±0.7","64,864","±686","14,206","±3,979","21.9%","±6.2","220,988","±3,368","28,078","±5,611","12.7%","±2.5","81,322","±754","15,001","±3,125","18.4%","±3.8","858,187","±1,474","234,015","±20,180","27.3%","±2.4","95,857","±1,145","15,108","±3,088","15.8%","±3.2","234,226","±3,211","38,807","±5,483","16.6%","±2.4","173,152","±692","20,881","±4,982","12.1%","±2.9","134,190","±981","14,126","±3,666","10.5%","±2.7","81,227","±1,278","11,098","±3,071","13.7%","±3.7","298,235","±2,094","55,185","±6,588","18.5%","±2.2","247,000","±1,418","46,098","±5,705","18.7%","±2.3","174,950","±1,021","18,772","±6,124","10.7%","±3.5","604,280","±1,397","54,763","±9,838","9.1%","±1.6","59,622","±1,948","12,721","±3,260","21.3%","±5.4","354,426","±1,561","57,130","±8,260","16.1%","±2.3","82,303","±522","9,229","±1,985","11.2%","±2.4","139,997","±1,913","11,786","±3,334","8.4%","±2.4","110,843","±1,160","23,315","±4,464","21.0%","±4.0","134,443","±1,370","12,684","±3,055","9.4%","±2.3","104,255","±497","4,693","±2,004","4.5%","±1.9","65,525","±700","8,290","±2,334","12.7%","±3.6","227,168","±1,781","28,150","±6,984","12.4%","±3.1","2,073,147","±4,525","210,667","±15,155","10.2%","±0.7","131,530","±1,114","18,476","±3,756","14.0%","±2.8","113,100","±1,757","13,736","±3,264","12.1%","±2.9","1,245,110","±7,979","136,100","±13,168","10.9%","±1.0","90,376","±1,170","13,142","±3,295","14.5%","±3.7","58,325","±1,821","11,476","±3,534","19.7%","±6.0","273,276","±1,448","56,108","±7,527","20.5%","±2.8","118,998","±3,833","15,358","±2,703","12.9%","±2.3","585,978","±1,609","32,386","±7,096","5.5%","±1.2","68,873","±1,005","3,662","±1,610","5.3%","±2.4","320,118,791","±24,954","39,490,096","±242,000","12.3%","±0.1"
"    AGE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Under 18 years","22,045","±24","4,078","±1,791","18.5%","±8.1","22,079","±818","8,120","±3,034","36.8%","±13.4","98,398","±1,184","17,435","±4,688","17.7%","±4.8","499,190","±1,985","114,893","±10,913","23.0%","±2.2","21,919","±358","4,506","±1,862","20.6%","±8.4","97,246","±336","9,164","±3,185","9.4%","±3.3","46,517","±541","9,702","±2,687","20.9%","±5.8","126,190","±453","46,782","±6,621","37.1%","±5.2","263,236","±1,206","18,652","±3,958","7.1%","±1.5","34,380","±734","1,253","±994","3.6%","±2.9","16,684","±463","1,966","±829","11.8%","±4.9","674,318","±1,892","143,567","±13,829","21.3%","±2.1","211,623","±2,041","14,760","±4,583","7.0%","±2.2","49,622","±681","7,939","±3,516","16.0%","±7.1","47,951","±692","6,579","±2,278","13.7%","±4.7","222,211","±1,256","59,161","±6,913","26.6%","±3.1","220,235","±1,077","13,344","±3,555","6.1%","±1.6","81,783","±524","12,622","±4,289","15.4%","±5.2","31,024","±812","5,297","±1,964","17.1%","±6.3","31,398","±578","8,466","±2,943","27.0%","±9.5","40,410","±695","3,502","±2,215","8.7%","±5.5","1,233,379","±2,856","267,840","±16,215","21.7%","±1.3","16,028","±572","6,083","±2,040","38.0%","±12.7","50,457","±2,776","6,638","±2,791","13.2%","±5.4","16,674","±1,044","6,237","±1,672","37.4%","±9.2","277,590","±720","106,426","±10,899","38.3%","±3.9","23,271","±702","5,114","±1,840","22.0%","±8.1","57,115","±1,643","14,552","±2,912","25.5%","±5.0","45,510","±396","8,363","±2,857","18.4%","±6.3","37,160","±764","5,519","±2,060","14.9%","±5.6","23,801","±73","3,328","±1,559","14.0%","±6.6","72,574","±907","17,476","±4,394","24.1%","±6.1","61,943","±667","14,687","±3,435","23.7%","±5.6","50,759","±1,000","5,823","±2,986","11.5%","±5.9","157,472","±744","22,280","±5,854","14.1%","±3.7","14,768","±314","3,655","±1,731","24.7%","±11.8","87,187","±831","19,622","±4,314","22.5%","±4.9","20,322","±315","3,252","±1,241","16.0%","±6.1","34,838","±1,455","3,035","±1,647","8.7%","±4.8","31,689","±383","8,109","±2,465","25.6%","±7.8","31,961","±891","4,533","±1,616","14.2%","±5.1","27,896","±75","1,637","±1,016","5.9%","±3.6","17,256","±559","2,561","±1,242","14.8%","±7.3","55,821","±570","7,876","±3,638","14.1%","±6.5","539,704","±2,727","75,280","±8,952","13.9%","±1.6","33,453","±382","6,080","±1,955","18.2%","±5.8","27,784","±305","4,488","±1,469","16.2%","±5.3","266,216","±1,527","37,468","±6,552","14.1%","±2.5","22,198","±862","5,375","±1,973","24.2%","±8.9","10,607","±148","2,188","±1,601","20.6%","±15.2","88,656","±359","25,285","±3,653","28.5%","±4.1","29,083","±531","4,043","±1,302","13.9%","±4.5","147,662","±1,628","8,943","±3,622","6.1%","±2.5","17,230","±625","1,142","±728","6.6%","±4.3","71,633,453","±39,859","12,000,470","±134,475","16.8%","±0.2"
"            Under 5 years","5,787","±3","730","±635","12.6%","±11.0","5,727","±404","3,012","±1,330","52.6%","±22.3","29,624","±579","4,815","±1,632","16.3%","±5.4","135,946","±1,141","32,793","±4,819","24.1%","±3.5","5,558","±492","1,758","±1,311","31.6%","±23.8","24,692","±730","1,501","±786","6.1%","±3.2","13,915","±461","2,494","±987","17.9%","±7.0","32,695","±591","14,400","±2,745","44.0%","±8.5","61,778","±748","5,257","±1,605","8.5%","±2.6","8,686","±348","429","±507","4.9%","±5.9","5,210","±247","728","±412","14.0%","±8.0","190,706","±916","40,839","±4,955","21.4%","±2.6","52,898","±1,330","5,038","±2,210","9.5%","±4.2","14,631","±607","1,957","±1,447","13.4%","±9.9","12,252","±207","2,081","±778","17.0%","±6.4","59,186","±848","18,514","±3,382","31.3%","±5.6","54,046","±286","3,849","±1,548","7.1%","±2.9","21,327","±597","3,796","±1,908","17.8%","±8.9","8,197","±571","1,808","±1,035","22.1%","±12.0","8,414","±84","2,845","±905","33.8%","±10.8","9,938","±313","1,558","±1,460","15.7%","±14.6","344,763","±1,382","80,294","±7,319","23.3%","±2.1","2,984","±431","1,153","±673","38.6%","±21.1","12,842","±1,433","1,857","±1,214","14.5%","±9.1","3,783","±399","1,294","±709","34.2%","±16.6","74,665","±679","28,154","±4,304","37.7%","±5.8","6,282","±508","2,042","±937","32.5%","±14.2","15,696","±1,116","4,102","±1,228","26.1%","±7.8","10,994","±365","1,651","±863","15.0%","±7.9","9,698","±235","1,133","±689","11.7%","±7.1","6,406","±548","986","±714","15.4%","±11.2","20,264","±650","3,683","±1,589","18.2%","±7.8","16,995","±553","4,405","±1,320","25.9%","±7.8","15,697","±1,061","4,018","±2,011","25.6%","±12.6","40,117","±222","6,152","±2,427","15.3%","±6.0","4,140","±753","1,253","±944","30.3%","±21.1","24,120","±759","5,739","±1,744","23.8%","±7.1","5,422","±585","1,623","±591","29.9%","±8.6","8,471","±410","1,305","±800","15.4%","±9.4","8,470","±468","2,885","±1,080","34.1%","±12.7","8,077","±470","1,460","±650","18.1%","±8.1","6,247","±424","274","±281","4.4%","±4.5","4,523","±333","815","±490","18.0%","±10.8","15,315","±357","2,636","±1,390","17.2%","±9.1","141,859","±1,001","25,886","±4,527","18.2%","±3.2","9,730","±269","2,092","±779","21.5%","±8.0","7,977","±521","2,318","±931","29.1%","±11.4","76,250","±558","12,431","±2,929","16.3%","±3.8","5,870","±427","2,008","±1,293","34.2%","±21.9","2,654","±703","376","±325","14.2%","±13.3","24,510","±111","7,327","±1,624","29.9%","±6.6","8,257","±259","976","±497","11.8%","±6.1","37,487","±731","1,824","±926","4.9%","±2.5","4,585","±461","142","±128","3.1%","±2.8","19,002,162","±24,352","3,457,689","±51,835","18.2%","±0.3"
