"Label","Boone County, Kentucky!!Total!!Estimate","Boone County, Kentucky!!Total!!Margin of Error","Boone County, Kentucky!!Percent!!Estimate","Boone County, Kentucky!!Percent!!Margin of Error","Boone County, Kentucky!!Male!!Estimate","Boone County, Kentucky!!Male!!Margin of Error","Boone County, Kentucky!!Percent Male!!Estimate","Boone County, Kentucky!!Percent Male!!Margin of Error","Boone County, Kentucky!!Female!!Estimate","Boone County, Kentucky!!Female!!Margin of Error","Boone County, Kentucky!!Percent Female!!Estimate","Boone County, Kentucky!!Percent Female!!Margin of Error","Bullitt County, Kentucky!!Total!!Estimate","Bullitt County, Kentucky!!Total!!Margin of Error","Bullitt County, Kentucky!!Percent!!Estimate","Bullitt County, Kentucky!!Percent!!Margin of Error","Bullitt County, Kentucky!!Male!!Estimate","Bullitt County, Kentucky!!Male!!Margin of Error","Bullitt County, Kentucky!!Percent Male!!Estimate","Bullitt County, Kentucky!!Percent Male!!Margin of Error","Bullitt County, Kentucky!!Female!!Estimate","Bullitt County, Kentucky!!Female!!Margin of Error","Bullitt County, Kentucky!!Percent Female!!Estimate","Bullitt County, Kentucky!!Percent Female!!Margin of Error","Campbell County, Kentucky!!Total!!Estimate","Campbell County, Kentucky!!Total!!Margin of Error","Campbell County, Kentucky!!Percent!!Estimate","Campbell County, Kentucky!!Percent!!Margin of Error","Campbell County, Kentucky!!Male!!Estimate","Campbell County, Kentucky!!Male!!Margin of Error","Campbell County, Kentucky!!Percent Male!!Estimate","Campbell County, Kentucky!!Percent Male!!Margin of Error","Campbell County, Kentucky!!Female!!Estimate","Campbell County, Kentucky!!Female!!Margin of Error","Campbell County, Kentucky!!Percent Female!!Estimate","Campbell County, Kentucky!!Percent Female!!Margin of Error","Christian County, Kentucky!!Total!!Estimate","Christian County, Kentucky!!Total!!Margin of Error","Christian County, Kentucky!!Percent!!Estimate","Christian County, Kentucky!!Percent!!Margin of Error","Christian County, Kentucky!!Male!!Estimate","Christian County, Kentucky!!Male!!Margin of Error","Christian County, Kentucky!!Percent Male!!Estimate","Christian County, Kentucky!!Percent Male!!Margin of Error","Christian County, Kentucky!!Female!!Estimate","Christian County, Kentucky!!Female!!Margin of Error","Christian County, Kentucky!!Percent Female!!Estimate","Christian County, Kentucky!!Percent Female!!Margin of Error","Daviess County, Kentucky!!Total!!Estimate","Daviess County, Kentucky!!Total!!Margin of Error","Daviess County, Kentucky!!Percent!!Estimate","Daviess County, Kentucky!!Percent!!Margin of Error","Daviess County, Kentucky!!Male!!Estimate","Daviess County, Kentucky!!Male!!Margin of Error","Daviess County, Kentucky!!Percent Male!!Estimate","Daviess County, Kentucky!!Percent Male!!Margin of Error","Daviess County, Kentucky!!Female!!Estimate","Daviess County, Kentucky!!Female!!Margin of Error","Daviess County, Kentucky!!Percent Female!!Estimate","Daviess County, Kentucky!!Percent Female!!Margin of Error","Fayette County, Kentucky!!Total!!Estimate","Fayette County, Kentucky!!Total!!Margin of Error","Fayette County, Kentucky!!Percent!!Estimate","Fayette County, Kentucky!!Percent!!Margin of Error","Fayette County, Kentucky!!Male!!Estimate","Fayette County, Kentucky!!Male!!Margin of Error","Fayette County, Kentucky!!Percent Male!!Estimate","Fayette County, Kentucky!!Percent Male!!Margin of Error","Fayette County, Kentucky!!Female!!Estimate","Fayette County, Kentucky!!Female!!Margin of Error","Fayette County, Kentucky!!Percent Female!!Estimate","Fayette County, Kentucky!!Percent Female!!Margin of Error","Hardin County, Kentucky!!Total!!Estimate","Hardin County, Kentucky!!Total!!Margin of Error","Hardin County, Kentucky!!Percent!!Estimate","Hardin County, Kentucky!!Percent!!Margin of Error","Hardin County, Kentucky!!Male!!Estimate","Hardin County, Kentucky!!Male!!Margin of Error","Hardin County, Kentucky!!Percent Male!!Estimate","Hardin County, Kentucky!!Percent Male!!Margin of Error","Hardin County, Kentucky!!Female!!Estimate","Hardin County, Kentucky!!Female!!Margin of Error","Hardin County, Kentucky!!Percent Female!!Estimate","Hardin County, Kentucky!!Percent Female!!Margin of Error","Jefferson County, Kentucky!!Total!!Estimate","Jefferson County, Kentucky!!Total!!Margin of Error","Jefferson County, Kentucky!!Percent!!Estimate","Jefferson County, Kentucky!!Percent!!Margin of Error","Jefferson County, Kentucky!!Male!!Estimate","Jefferson County, Kentucky!!Male!!Margin of Error","Jefferson County, Kentucky!!Percent Male!!Estimate","Jefferson County, Kentucky!!Percent Male!!Margin of Error","Jefferson County, Kentucky!!Female!!Estimate","Jefferson County, Kentucky!!Female!!Margin of Error","Jefferson County, Kentucky!!Percent Female!!Estimate","Jefferson County, Kentucky!!Percent Female!!Margin of Error","Kenton County, Kentucky!!Total!!Estimate","Kenton County, Kentucky!!Total!!Margin of Error","Kenton County, Kentucky!!Percent!!Estimate","Kenton County, Kentucky!!Percent!!Margin of Error","Kenton County, Kentucky!!Male!!Estimate","Kenton County, Kentucky!!Male!!Margin of Error","Kenton County, Kentucky!!Percent Male!!Estimate","Kenton County, Kentucky!!Percent Male!!Margin of Error","Kenton County, Kentucky!!Female!!Estimate","Kenton County, Kentucky!!Female!!Margin of Error","Kenton County, Kentucky!!Percent Female!!Estimate","Kenton County, Kentucky!!Percent Female!!Margin of Error","McCracken County, Kentucky!!Total!!Estimate","McCracken County, Kentucky!!Total!!Margin of Error","McCracken County, Kentucky!!Percent!!Estimate","McCracken County, Kentucky!!Percent!!Margin of Error","McCracken County, Kentucky!!Male!!Estimate","McCracken County, Kentucky!!Male!!Margin of Error","McCracken County, Kentucky!!Percent Male!!Estimate","McCracken County, Kentucky!!Percent Male!!Margin of Error","McCracken County, Kentucky!!Female!!Estimate","McCracken County, Kentucky!!Female!!Margin of Error","McCracken County, Kentucky!!Percent Female!!Estimate","McCracken County, Kentucky!!Percent Female!!Margin of Error","Madison County, Kentucky!!Total!!Estimate","Madison County, Kentucky!!Total!!Margin of Error","Madison County, Kentucky!!Percent!!Estimate","Madison County, Kentucky!!Percent!!Margin of Error","Madison County, Kentucky!!Male!!Estimate","Madison County, Kentucky!!Male!!Margin of Error","Madison County, Kentucky!!Percent Male!!Estimate","Madison County, Kentucky!!Percent Male!!Margin of Error","Madison County, Kentucky!!Female!!Estimate","Madison County, Kentucky!!Female!!Margin of Error","Madison County, Kentucky!!Percent Female!!Estimate","Madison County, Kentucky!!Percent Female!!Margin of Error","Oldham County, Kentucky!!Total!!Estimate","Oldham County, Kentucky!!Total!!Margin of Error","Oldham County, Kentucky!!Percent!!Estimate","Oldham County, Kentucky!!Percent!!Margin of Error","Oldham County, Kentucky!!Male!!Estimate","Oldham County, Kentucky!!Male!!Margin of Error","Oldham County, Kentucky!!Percent Male!!Estimate","Oldham County, Kentucky!!Percent Male!!Margin of Error","Oldham County, Kentucky!!Female!!Estimate","Oldham County, Kentucky!!Female!!Margin of Error","Oldham County, Kentucky!!Percent Female!!Estimate","Oldham County, Kentucky!!Percent Female!!Margin of Error","Warren County, Kentucky!!Total!!Estimate","Warren County, Kentucky!!Total!!Margin of Error","Warren County, Kentucky!!Percent!!Estimate","Warren County, Kentucky!!Percent!!Margin of Error","Warren County, Kentucky!!Male!!Estimate","Warren County, Kentucky!!Male!!Margin of Error","Warren County, Kentucky!!Percent Male!!Estimate","Warren County, Kentucky!!Percent Male!!Margin of Error","Warren County, Kentucky!!Female!!Estimate","Warren County, Kentucky!!Female!!Margin of Error","Warren County, Kentucky!!Percent Female!!Estimate","Warren County, Kentucky!!Percent Female!!Margin of Error","United States!!Total!!Estimate","United States!!Total!!Margin of Error","United States!!Percent!!Estimate","United States!!Percent!!Margin of Error","United States!!Male!!Estimate","United States!!Male!!Margin of Error","United States!!Percent Male!!Estimate","United States!!Percent Male!!Margin of Error","United States!!Female!!Estimate","United States!!Female!!Margin of Error","United States!!Percent Female!!Estimate","United States!!Percent Female!!Margin of Error"
"POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Less than high school graduate","(X)","(X)","13.5%","±9.9","(X)","(X)","9.4%","±13.7","(X)","(X)","17.3%","±13.5","(X)","(X)","17.4%","±10.9","(X)","(X)","22.9%","±15.9","(X)","(X)","11.6%","±10.1","(X)","(X)","42.0%","±13.1","(X)","(X)","29.3%","±14.7","(X)","(X)","54.6%","±16.7","(X)","(X)","35.3%","±10.7","(X)","(X)","26.3%","±12.5","(X)","(X)","43.4%","±14.1","(X)","(X)","31.2%","±10.0","(X)","(X)","29.4%","±11.3","(X)","(X)","33.2%","±15.4","(X)","(X)","34.7%","±7.4","(X)","(X)","30.8%","±8.4","(X)","(X)","38.9%","±9.6","(X)","(X)","30.1%","±12.8","(X)","(X)","18.5%","±14.9","(X)","(X)","42.6%","±21.2","(X)","(X)","32.6%","±4.6","(X)","(X)","26.5%","±6.5","(X)","(X)","38.6%","±5.5","(X)","(X)","24.4%","±7.4","(X)","(X)","20.9%","±8.7","(X)","(X)","29.5%","±11.4","(X)","(X)","29.4%","±14.2","(X)","(X)","17.7%","±12.1","(X)","(X)","41.9%","±23.9","(X)","(X)","30.6%","±10.5","(X)","(X)","30.6%","±15.9","(X)","(X)","30.7%","±16.2","(X)","(X)","33.9%","±31.4","(X)","(X)","44.6%","±40.6","(X)","(X)","22.4%","±24.8","(X)","(X)","28.9%","±10.9","(X)","(X)","16.9%","±7.9","(X)","(X)","41.4%","±17.0","(X)","(X)","23.4%","±0.2","(X)","(X)","19.6%","±0.2","(X)","(X)","27.2%","±0.2"
"    High school graduate (includes equivalency)","(X)","(X)","10.4%","±4.4","(X)","(X)","9.6%","±5.1","(X)","(X)","11.1%","±6.1","(X)","(X)","4.7%","±2.5","(X)","(X)","2.4%","±2.3","(X)","(X)","7.4%","±4.8","(X)","(X)","12.2%","±3.9","(X)","(X)","17.4%","±6.8","(X)","(X)","7.1%","±3.5","(X)","(X)","20.9%","±8.0","(X)","(X)","13.4%","±9.0","(X)","(X)","28.5%","±13.6","(X)","(X)","22.1%","±5.8","(X)","(X)","19.2%","±7.3","(X)","(X)","25.3%","±6.6","(X)","(X)","18.0%","±4.4","(X)","(X)","18.2%","±6.4","(X)","(X)","17.8%","±4.9","(X)","(X)","13.3%","±5.0","(X)","(X)","10.2%","±5.6","(X)","(X)","16.7%","±7.8","(X)","(X)","15.2%","±1.9","(X)","(X)","13.4%","±2.4","(X)","(X)","16.9%","±2.5","(X)","(X)","12.6%","±3.5","(X)","(X)","10.8%","±4.3","(X)","(X)","14.7%","±5.2","(X)","(X)","16.2%","±6.0","(X)","(X)","17.3%","±8.0","(X)","(X)","15.1%","±6.9","(X)","(X)","15.2%","±5.3","(X)","(X)","16.4%","±7.1","(X)","(X)","14.0%","±6.3","(X)","(X)","7.3%","±5.9","(X)","(X)","10.4%","±8.5","(X)","(X)","4.3%","±4.3","(X)","(X)","14.0%","±5.1","(X)","(X)","17.4%","±8.1","(X)","(X)","10.0%","±4.3","(X)","(X)","13.1%","±0.1","(X)","(X)","10.9%","±0.1","(X)","(X)","15.2%","±0.1"
"    Some college or associate's degree","(X)","(X)","7.9%","±3.3","(X)","(X)","4.4%","±3.3","(X)","(X)","10.9%","±5.7","(X)","(X)","4.6%","±2.8","(X)","(X)","5.7%","±5.1","(X)","(X)","3.5%","±3.0","(X)","(X)","9.1%","±4.2","(X)","(X)","8.6%","±5.7","(X)","(X)","9.5%","±5.0","(X)","(X)","15.0%","±6.4","(X)","(X)","10.5%","±7.3","(X)","(X)","18.4%","±7.7","(X)","(X)","6.5%","±2.7","(X)","(X)","5.2%","±3.4","(X)","(X)","7.8%","±4.0","(X)","(X)","12.0%","±2.9","(X)","(X)","10.5%","±4.1","(X)","(X)","13.3%","±3.4","(X)","(X)","4.9%","±1.9","(X)","(X)","5.5%","±3.5","(X)","(X)","4.3%","±2.4","(X)","(X)","10.8%","±1.4","(X)","(X)","5.7%","±1.6","(X)","(X)","14.6%","±2.4","(X)","(X)","6.6%","±2.5","(X)","(X)","4.4%","±3.0","(X)","(X)","8.3%","±3.5","(X)","(X)","8.0%","±3.5","(X)","(X)","3.8%","±3.3","(X)","(X)","10.7%","±5.0","(X)","(X)","13.3%","±4.5","(X)","(X)","11.4%","±7.0","(X)","(X)","15.2%","±4.5","(X)","(X)","2.8%","±2.3","(X)","(X)","0.7%","±1.1","(X)","(X)","4.8%","±4.0","(X)","(X)","7.8%","±3.4","(X)","(X)","8.6%","±6.1","(X)","(X)","7.2%","±3.3","(X)","(X)","9.1%","±0.1","(X)","(X)","7.1%","±0.1","(X)","(X)","10.9%","±0.1"
"    Bachelor's degree or higher","(X)","(X)","2.2%","±1.5","(X)","(X)","1.4%","±1.5","(X)","(X)","3.1%","±2.2","(X)","(X)","4.5%","±4.3","(X)","(X)","0.2%","±0.5","(X)","(X)","6.8%","±6.5","(X)","(X)","2.9%","±2.1","(X)","(X)","1.6%","±2.0","(X)","(X)","4.1%","±2.7","(X)","(X)","3.6%","±4.2","(X)","(X)","2.8%","±5.6","(X)","(X)","4.5%","±6.0","(X)","(X)","4.5%","±3.3","(X)","(X)","2.0%","±2.1","(X)","(X)","6.2%","±5.1","(X)","(X)","4.4%","±1.5","(X)","(X)","4.5%","±2.0","(X)","(X)","4.2%","±1.5","(X)","(X)","2.3%","±1.6","(X)","(X)","0.6%","±0.9","(X)","(X)","3.7%","±2.7","(X)","(X)","3.6%","±0.7","(X)","(X)","3.3%","±1.1","(X)","(X)","3.8%","±1.2","(X)","(X)","2.7%","±1.1","(X)","(X)","3.0%","±1.7","(X)","(X)","2.4%","±1.5","(X)","(X)","4.9%","±3.6","(X)","(X)","5.1%","±4.0","(X)","(X)","4.7%","±4.2","(X)","(X)","4.6%","±2.7","(X)","(X)","6.0%","±4.8","(X)","(X)","3.6%","±2.4","(X)","(X)","1.6%","±1.2","(X)","(X)","0.5%","±0.8","(X)","(X)","2.6%","±2.3","(X)","(X)","5.0%","±2.7","(X)","(X)","3.6%","±2.6","(X)","(X)","6.2%","±3.9","(X)","(X)","4.1%","±0.1","(X)","(X)","3.7%","±0.1","(X)","(X)","4.4%","±0.1"
"MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Population 25 years and over with earnings","45,969","±2,437","(X)","(X)","54,772","±3,391","(X)","(X)","39,260","±2,843","(X)","(X)","43,649","±5,184","(X)","(X)","47,551","±5,356","(X)","(X)","38,959","±4,560","(X)","(X)","45,701","±2,386","(X)","(X)","50,671","±2,739","(X)","(X)","38,686","±4,737","(X)","(X)","35,716","±2,111","(X)","(X)","40,123","±6,168","(X)","(X)","31,092","±7,873","(X)","(X)","38,092","±3,985","(X)","(X)","43,477","±6,912","(X)","(X)","29,528","±4,553","(X)","(X)","40,962","±1,204","(X)","(X)","45,938","±2,483","(X)","(X)","36,694","±2,398","(X)","(X)","41,231","±1,212","(X)","(X)","46,253","±6,801","(X)","(X)","37,627","±2,726","(X)","(X)","40,715","±744","(X)","(X)","46,768","±1,088","(X)","(X)","35,394","±793","(X)","(X)","43,694","±3,318","(X)","(X)","51,683","±5,666","(X)","(X)","38,879","±4,190","(X)","(X)","33,769","±3,358","(X)","(X)","41,719","±7,894","(X)","(X)","27,476","±4,172","(X)","(X)","37,291","±5,551","(X)","(X)","42,850","±6,401","(X)","(X)","29,252","±3,901","(X)","(X)","51,278","±3,183","(X)","(X)","60,560","±6,081","(X)","(X)","44,375","±5,663","(X)","(X)","36,400","±2,408","(X)","(X)","41,748","±2,380","(X)","(X)","31,241","±2,309","(X)","(X)","41,801","±44","(X)","(X)","50,016","±57","(X)","(X)","35,728","±71","(X)","(X)"
"        Less than high school graduate","40,232","±16,737","(X)","(X)","40,875","±17,877","(X)","(X)","31,795","±12,992","(X)","(X)","31,194","±2,738","(X)","(X)","40,164","±16,250","(X)","(X)","26,414","±3,221","(X)","(X)","35,093","±41,567","(X)","(X)","17,471","±44,800","(X)","(X)","42,566","±57,379","(X)","(X)","32,009","±9,072","(X)","(X)","31,400","±7,696","(X)","(X)","35,567","±36,428","(X)","(X)","26,472","±2,347","(X)","(X)","28,675","±3,423","(X)","(X)","17,621","±6,039","(X)","(X)","21,459","±2,210","(X)","(X)","26,119","±5,523","(X)","(X)","16,730","±5,367","(X)","(X)","21,579","±6,098","(X)","(X)","25,331","±13,358","(X)","(X)","14,137","±5,253","(X)","(X)","23,787","±2,972","(X)","(X)","32,441","±4,439","(X)","(X)","18,306","±6,526","(X)","(X)","25,935","±5,191","(X)","(X)","32,668","±14,546","(X)","(X)","21,572","±8,633","(X)","(X)","33,859","±11,728","(X)","(X)","33,744","±2,997","(X)","(X)","35,150","±29,817","(X)","(X)","20,339","±12,765","(X)","(X)","45,601","±42,011","(X)","(X)","12,811","±11,639","(X)","(X)","7,417","±37,827","(X)","(X)","23,542","±39,681","(X)","(X)","-","**","(X)","(X)","25,307","±5,699","(X)","(X)","26,945","±1,738","(X)","(X)","11,315","±8,184","(X)","(X)","25,876","±94","(X)","(X)","30,725","±102","(X)","(X)","20,046","±113","(X)","(X)"
"        High school graduate (includes equivalency)","36,805","±3,475","(X)","(X)","41,632","±3,914","(X)","(X)","32,396","±7,976","(X)","(X)","37,813","±7,090","(X)","(X)","45,696","±8,808","(X)","(X)","32,365","±4,804","(X)","(X)","36,992","±7,086","(X)","(X)","45,884","±6,902","(X)","(X)","28,218","±1,362","(X)","(X)","28,230","±6,935","(X)","(X)","34,862","±11,250","(X)","(X)","20,971","±3,607","(X)","(X)","30,841","±5,699","(X)","(X)","41,760","±8,028","(X)","(X)","20,066","±6,637","(X)","(X)","28,309","±4,858","(X)","(X)","31,366","±2,691","(X)","(X)","22,028","±3,819","(X)","(X)","32,240","±5,902","(X)","(X)","40,660","±1,916","(X)","(X)","23,819","±4,874","(X)","(X)","31,319","±818","(X)","(X)","36,272","±1,904","(X)","(X)","25,863","±2,140","(X)","(X)","35,296","±4,199","(X)","(X)","37,472","±6,427","(X)","(X)","28,251","±5,548","(X)","(X)","30,205","±5,548","(X)","(X)","40,453","±6,677","(X)","(X)","21,779","±2,756","(X)","(X)","27,034","±7,164","(X)","(X)","40,444","±14,723","(X)","(X)","21,284","±4,218","(X)","(X)","40,090","±7,686","(X)","(X)","36,689","±10,372","(X)","(X)","41,633","±5,914","(X)","(X)","26,686","±3,587","(X)","(X)","30,274","±11,503","(X)","(X)","22,880","±4,236","(X)","(X)","31,956","±42","(X)","(X)","38,906","±159","(X)","(X)","25,829","±94","(X)","(X)"
"        Some college or associate's degree","41,419","±1,902","(X)","(X)","56,580","±8,603","(X)","(X)","35,137","±6,090","(X)","(X)","42,170","±6,794","(X)","(X)","51,675","±8,955","(X)","(X)","34,503","±3,400","(X)","(X)","36,127","±4,917","(X)","(X)","47,993","±10,905","(X)","(X)","27,751","±4,100","(X)","(X)","32,390","±5,723","(X)","(X)","36,120","±4,590","(X)","(X)","27,474","±9,813","(X)","(X)","34,161","±3,077","(X)","(X)","42,488","±8,417","(X)","(X)","28,340","±3,500","(X)","(X)","33,847","±3,112","(X)","(X)","37,460","±5,246","(X)","(X)","30,831","±1,865","(X)","(X)","40,371","±2,611","(X)","(X)","49,005","±8,943","(X)","(X)","37,314","±3,137","(X)","(X)","36,819","±1,289","(X)","(X)","44,572","±3,573","(X)","(X)","31,867","±1,195","(X)","(X)","44,573","±5,000","(X)","(X)","60,113","±6,751","(X)","(X)","35,162","±3,655","(X)","(X)","27,191","±5,178","(X)","(X)","36,628","±10,654","(X)","(X)","22,890","±3,608","(X)","(X)","31,720","±3,573","(X)","(X)","34,921","±8,454","(X)","(X)","25,653","±11,394","(X)","(X)","42,623","±2,845","(X)","(X)","50,876","±7,218","(X)","(X)","35,606","±8,105","(X)","(X)","34,338","±3,165","(X)","(X)","41,911","±9,252","(X)","(X)","29,256","±2,909","(X)","(X)","38,125","±148","(X)","(X)","46,610","±155","(X)","(X)","31,644","±65","(X)","(X)"
"        Bachelor's degree","57,339","±7,462","(X)","(X)","67,198","±14,270","(X)","(X)","46,796","±8,394","(X)","(X)","60,510","±9,649","(X)","(X)","65,684","±20,344","(X)","(X)","56,865","±8,593","(X)","(X)","51,131","±7,657","(X)","(X)","55,010","±13,227","(X)","(X)","49,084","±6,988","(X)","(X)","52,287","±30,814","(X)","(X)","72,101","±21,475","(X)","(X)","36,979","±4,599","(X)","(X)","51,083","±4,132","(X)","(X)","54,065","±21,855","(X)","(X)","45,991","±7,766","(X)","(X)","46,171","±4,065","(X)","(X)","54,925","±7,103","(X)","(X)","40,780","±2,583","(X)","(X)","55,157","±4,041","(X)","(X)","71,808","±14,930","(X)","(X)","50,668","±7,210","(X)","(X)","51,068","±1,164","(X)","(X)","57,767","±5,305","(X)","(X)","45,760","±3,465","(X)","(X)","54,593","±10,719","(X)","(X)","70,173","±9,163","(X)","(X)","46,524","±4,733","(X)","(X)","49,235","±8,526","(X)","(X)","51,783","±7,365","(X)","(X)","33,967","±27,777","(X)","(X)","41,285","±6,310","(X)","(X)","55,744","±9,898","(X)","(X)","29,607","±11,355","(X)","(X)","64,402","±14,558","(X)","(X)","90,672","±15,088","(X)","(X)","49,021","±5,762","(X)","(X)","48,991","±8,272","(X)","(X)","56,148","±15,914","(X)","(X)","42,047","±8,377","(X)","(X)","56,344","±136","(X)","(X)","69,201","±502","(X)","(X)","47,895","±260","(X)","(X)"
"        Graduate or professional degree","74,312","±9,890","(X)","(X)","80,771","±11,662","(X)","(X)","66,081","±16,738","(X)","(X)","59,903","±5,578","(X)","(X)","55,538","±26,634","(X)","(X)","61,567","±14,705","(X)","(X)","62,057","±7,703","(X)","(X)","91,480","±24,405","(X)","(X)","55,723","±6,248","(X)","(X)","58,771","±8,605","(X)","(X)","90,934","±65,858","(X)","(X)","58,023","±25,253","(X)","(X)","59,563","±8,361","(X)","(X)","70,000","±32,148","(X)","(X)","57,031","±9,418","(X)","(X)","64,253","±5,069","(X)","(X)","80,320","±13,598","(X)","(X)","56,241","±2,577","(X)","(X)","59,364","±13,330","(X)","(X)","110,357","±39,017","(X)","(X)","50,730","±6,891","(X)","(X)","64,295","±3,642","(X)","(X)","72,506","±4,172","(X)","(X)","57,423","±5,333","(X)","(X)","63,259","±7,964","(X)","(X)","91,313","±29,160","(X)","(X)","56,639","±7,117","(X)","(X)","57,706","±11,763","(X)","(X)","69,375","±33,440","(X)","(X)","56,787","±7,819","(X)","(X)","55,048","±6,390","(X)","(X)","64,121","±14,429","(X)","(X)","53,035","±4,292","(X)","(X)","81,930","±16,345","(X)","(X)","115,723","±49,065","(X)","(X)","75,546","±16,669","(X)","(X)","55,218","±8,854","(X)","(X)","73,378","±22,581","(X)","(X)","48,139","±7,600","(X)","(X)","75,495","±179","(X)","(X)","93,998","±962","(X)","(X)","63,912","±394","(X)","(X)"
