"Label","Boone County, Kentucky!!Total!!Estimate","Boone County, Kentucky!!Total!!Margin of Error","Boone County, Kentucky!!Percent!!Estimate","Boone County, Kentucky!!Percent!!Margin of Error","Boone County, Kentucky!!Male!!Estimate","Boone County, Kentucky!!Male!!Margin of Error","Boone County, Kentucky!!Percent Male!!Estimate","Boone County, Kentucky!!Percent Male!!Margin of Error","Boone County, Kentucky!!Female!!Estimate","Boone County, Kentucky!!Female!!Margin of Error","Boone County, Kentucky!!Percent Female!!Estimate","Boone County, Kentucky!!Percent Female!!Margin of Error","Bullitt County, Kentucky!!Total!!Estimate","Bullitt County, Kentucky!!Total!!Margin of Error","Bullitt County, Kentucky!!Percent!!Estimate","Bullitt County, Kentucky!!Percent!!Margin of Error","Bullitt County, Kentucky!!Male!!Estimate","Bullitt County, Kentucky!!Male!!Margin of Error","Bullitt County, Kentucky!!Percent Male!!Estimate","Bullitt County, Kentucky!!Percent Male!!Margin of Error","Bullitt County, Kentucky!!Female!!Estimate","Bullitt County, Kentucky!!Female!!Margin of Error","Bullitt County, Kentucky!!Percent Female!!Estimate","Bullitt County, Kentucky!!Percent Female!!Margin of Error","Campbell County, Kentucky!!Total!!Estimate","Campbell County, Kentucky!!Total!!Margin of Error","Campbell County, Kentucky!!Percent!!Estimate","Campbell County, Kentucky!!Percent!!Margin of Error","Campbell County, Kentucky!!Male!!Estimate","Campbell County, Kentucky!!Male!!Margin of Error","Campbell County, Kentucky!!Percent Male!!Estimate","Campbell County, Kentucky!!Percent Male!!Margin of Error","Campbell County, Kentucky!!Female!!Estimate","Campbell County, Kentucky!!Female!!Margin of Error","Campbell County, Kentucky!!Percent Female!!Estimate","Campbell County, Kentucky!!Percent Female!!Margin of Error","Christian County, Kentucky!!Total!!Estimate","Christian County, Kentucky!!Total!!Margin of Error","Christian County, Kentucky!!Percent!!Estimate","Christian County, Kentucky!!Percent!!Margin of Error","Christian County, Kentucky!!Male!!Estimate","Christian County, Kentucky!!Male!!Margin of Error","Christian County, Kentucky!!Percent Male!!Estimate","Christian County, Kentucky!!Percent Male!!Margin of Error","Christian County, Kentucky!!Female!!Estimate","Christian County, Kentucky!!Female!!Margin of Error","Christian County, Kentucky!!Percent Female!!Estimate","Christian County, Kentucky!!Percent Female!!Margin of Error","Daviess County, Kentucky!!Total!!Estimate","Daviess County, Kentucky!!Total!!Margin of Error","Daviess County, Kentucky!!Percent!!Estimate","Daviess County, Kentucky!!Percent!!Margin of Error","Daviess County, Kentucky!!Male!!Estimate","Daviess County, Kentucky!!Male!!Margin of Error","Daviess County, Kentucky!!Percent Male!!Estimate","Daviess County, Kentucky!!Percent Male!!Margin of Error","Daviess County, Kentucky!!Female!!Estimate","Daviess County, Kentucky!!Female!!Margin of Error","Daviess County, Kentucky!!Percent Female!!Estimate","Daviess County, Kentucky!!Percent Female!!Margin of Error","Fayette County, Kentucky!!Total!!Estimate","Fayette County, Kentucky!!Total!!Margin of Error","Fayette County, Kentucky!!Percent!!Estimate","Fayette County, Kentucky!!Percent!!Margin of Error","Fayette County, Kentucky!!Male!!Estimate","Fayette County, Kentucky!!Male!!Margin of Error","Fayette County, Kentucky!!Percent Male!!Estimate","Fayette County, Kentucky!!Percent Male!!Margin of Error","Fayette County, Kentucky!!Female!!Estimate","Fayette County, Kentucky!!Female!!Margin of Error","Fayette County, Kentucky!!Percent Female!!Estimate","Fayette County, Kentucky!!Percent Female!!Margin of Error","Hardin County, Kentucky!!Total!!Estimate","Hardin County, Kentucky!!Total!!Margin of Error","Hardin County, Kentucky!!Percent!!Estimate","Hardin County, Kentucky!!Percent!!Margin of Error","Hardin County, Kentucky!!Male!!Estimate","Hardin County, Kentucky!!Male!!Margin of Error","Hardin County, Kentucky!!Percent Male!!Estimate","Hardin County, Kentucky!!Percent Male!!Margin of Error","Hardin County, Kentucky!!Female!!Estimate","Hardin County, Kentucky!!Female!!Margin of Error","Hardin County, Kentucky!!Percent Female!!Estimate","Hardin County, Kentucky!!Percent Female!!Margin of Error","Jefferson County, Kentucky!!Total!!Estimate","Jefferson County, Kentucky!!Total!!Margin of Error","Jefferson County, Kentucky!!Percent!!Estimate","Jefferson County, Kentucky!!Percent!!Margin of Error","Jefferson County, Kentucky!!Male!!Estimate","Jefferson County, Kentucky!!Male!!Margin of Error","Jefferson County, Kentucky!!Percent Male!!Estimate","Jefferson County, Kentucky!!Percent Male!!Margin of Error","Jefferson County, Kentucky!!Female!!Estimate","Jefferson County, Kentucky!!Female!!Margin of Error","Jefferson County, Kentucky!!Percent Female!!Estimate","Jefferson County, Kentucky!!Percent Female!!Margin of Error","Kenton County, Kentucky!!Total!!Estimate","Kenton County, Kentucky!!Total!!Margin of Error","Kenton County, Kentucky!!Percent!!Estimate","Kenton County, Kentucky!!Percent!!Margin of Error","Kenton County, Kentucky!!Male!!Estimate","Kenton County, Kentucky!!Male!!Margin of Error","Kenton County, Kentucky!!Percent Male!!Estimate","Kenton County, Kentucky!!Percent Male!!Margin of Error","Kenton County, Kentucky!!Female!!Estimate","Kenton County, Kentucky!!Female!!Margin of Error","Kenton County, Kentucky!!Percent Female!!Estimate","Kenton County, Kentucky!!Percent Female!!Margin of Error","McCracken County, Kentucky!!Total!!Estimate","McCracken County, Kentucky!!Total!!Margin of Error","McCracken County, Kentucky!!Percent!!Estimate","McCracken County, Kentucky!!Percent!!Margin of Error","McCracken County, Kentucky!!Male!!Estimate","McCracken County, Kentucky!!Male!!Margin of Error","McCracken County, Kentucky!!Percent Male!!Estimate","McCracken County, Kentucky!!Percent Male!!Margin of Error","McCracken County, Kentucky!!Female!!Estimate","McCracken County, Kentucky!!Female!!Margin of Error","McCracken County, Kentucky!!Percent Female!!Estimate","McCracken County, Kentucky!!Percent Female!!Margin of Error","Madison County, Kentucky!!Total!!Estimate","Madison County, Kentucky!!Total!!Margin of Error","Madison County, Kentucky!!Percent!!Estimate","Madison County, Kentucky!!Percent!!Margin of Error","Madison County, Kentucky!!Male!!Estimate","Madison County, Kentucky!!Male!!Margin of Error","Madison County, Kentucky!!Percent Male!!Estimate","Madison County, Kentucky!!Percent Male!!Margin of Error","Madison County, Kentucky!!Female!!Estimate","Madison County, Kentucky!!Female!!Margin of Error","Madison County, Kentucky!!Percent Female!!Estimate","Madison County, Kentucky!!Percent Female!!Margin of Error","Oldham County, Kentucky!!Total!!Estimate","Oldham County, Kentucky!!Total!!Margin of Error","Oldham County, Kentucky!!Percent!!Estimate","Oldham County, Kentucky!!Percent!!Margin of Error","Oldham County, Kentucky!!Male!!Estimate","Oldham County, Kentucky!!Male!!Margin of Error","Oldham County, Kentucky!!Percent Male!!Estimate","Oldham County, Kentucky!!Percent Male!!Margin of Error","Oldham County, Kentucky!!Female!!Estimate","Oldham County, Kentucky!!Female!!Margin of Error","Oldham County, Kentucky!!Percent Female!!Estimate","Oldham County, Kentucky!!Percent Female!!Margin of Error","Warren County, Kentucky!!Total!!Estimate","Warren County, Kentucky!!Total!!Margin of Error","Warren County, Kentucky!!Percent!!Estimate","Warren County, Kentucky!!Percent!!Margin of Error","Warren County, Kentucky!!Male!!Estimate","Warren County, Kentucky!!Male!!Margin of Error","Warren County, Kentucky!!Percent Male!!Estimate","Warren County, Kentucky!!Percent Male!!Margin of Error","Warren County, Kentucky!!Female!!Estimate","Warren County, Kentucky!!Female!!Margin of Error","Warren County, Kentucky!!Percent Female!!Estimate","Warren County, Kentucky!!Percent Female!!Margin of Error","United States!!Total!!Estimate","United States!!Total!!Margin of Error","United States!!Percent!!Estimate","United States!!Percent!!Margin of Error","United States!!Male!!Estimate","United States!!Male!!Margin of Error","United States!!Percent Male!!Estimate","United States!!Percent Male!!Margin of Error","United States!!Female!!Estimate","United States!!Female!!Margin of Error","United States!!Percent Female!!Estimate","United States!!Percent Female!!Margin of Error"
"    Population 45 to 64 years","34,819","±983","(X)","(X)","17,415","±759","(X)","(X)","17,404","±377","(X)","(X)","22,532","±370","(X)","(X)","11,234","±280","(X)","(X)","11,298","±133","(X)","(X)","24,555","±430","(X)","(X)","11,994","±317","(X)","(X)","12,561","±386","(X)","(X)","12,534","±838","(X)","(X)","5,927","±615","(X)","(X)","6,607","±679","(X)","(X)","25,496","±667","(X)","(X)","12,392","±393","(X)","(X)","13,104","±374","(X)","(X)","73,996","±1,143","(X)","(X)","35,447","±943","(X)","(X)","38,549","±722","(X)","(X)","28,500","±1,191","(X)","(X)","13,884","±772","(X)","(X)","14,616","±740","(X)","(X)","195,467","±355","(X)","(X)","92,767","±261","(X)","(X)","102,700","±258","(X)","(X)","42,201","±751","(X)","(X)","20,909","±650","(X)","(X)","21,292","±455","(X)","(X)","17,755","±698","(X)","(X)","8,277","±450","(X)","(X)","9,478","±551","(X)","(X)","21,151","±593","(X)","(X)","10,102","±509","(X)","(X)","11,049","±358","(X)","(X)","19,088","±720","(X)","(X)","9,891","±562","(X)","(X)","9,197","±498","(X)","(X)","29,455","±1,137","(X)","(X)","14,472","±801","(X)","(X)","14,983","±653","(X)","(X)","83,331,220","±42,888","(X)","(X)","40,646,797","±27,200","(X)","(X)","42,684,423","±26,492","(X)","(X)"
"        High school graduate or higher","31,933","±1,273","91.7%","±3.3","15,829","±830","90.9%","±4.6","16,104","±676","92.5%","±3.4","20,150","±1,100","89.4%","±4.6","10,376","±528","92.4%","±4.0","9,774","±676","86.5%","±6.0","23,263","±780","94.7%","±2.3","11,266","±452","93.9%","±3.0","11,997","±524","95.5%","±2.5","9,980","±1,135","79.6%","±6.3","4,326","±639","73.0%","±9.4","5,654","±837","85.6%","±7.3","22,604","±1,063","88.7%","±3.9","11,114","±573","89.7%","±4.8","11,490","±841","87.7%","±5.8","68,548","±1,810","92.6%","±1.8","32,679","±1,143","92.2%","±2.6","35,869","±1,160","93.0%","±2.3","26,212","±1,572","92.0%","±3.4","12,365","±1,102","89.1%","±5.8","13,847","±897","94.7%","±3.1","177,157","±2,296","90.6%","±1.2","82,866","±1,758","89.3%","±1.9","94,291","±1,408","91.8%","±1.3","38,925","±1,041","92.2%","±2.0","18,690","±991","89.4%","±3.8","20,235","±602","95.0%","±2.1","16,183","±824","91.1%","±3.4","7,448","±630","90.0%","±5.4","8,735","±515","92.2%","±4.5","19,760","±776","93.4%","±2.3","9,023","±713","89.3%","±4.3","10,737","±389","97.2%","±1.7","18,425","±806","96.5%","±2.0","9,335","±598","94.4%","±3.5","9,090","±522","98.8%","±1.5","26,510","±1,207","90.0%","±3.0","12,796","±825","88.4%","±4.8","13,714","±712","91.5%","±3.5","73,820,286","±78,538","88.6%","±0.1","35,576,443","±46,237","87.5%","±0.1","38,243,843","±48,481","89.6%","±0.1"
"        Bachelor's degree or higher","9,922","±1,476","28.5%","±4.2","4,988","±940","28.6%","±5.4","4,934","±997","28.3%","±5.5","2,882","±772","12.8%","±3.5","1,115","±421","9.9%","±3.8","1,767","±578","15.6%","±5.1","8,950","±1,149","36.4%","±4.6","4,208","±714","35.1%","±5.9","4,742","±784","37.8%","±6.2","2,016","±614","16.1%","±4.9","1,129","±421","19.0%","±6.9","887","±370","13.4%","±6.0","5,119","±1,035","20.1%","±3.8","1,988","±598","16.0%","±4.7","3,131","±795","23.9%","±5.9","32,075","±2,576","43.3%","±3.3","14,726","±1,495","41.5%","±4.1","17,349","±1,658","45.0%","±4.2","6,614","±1,447","23.2%","±4.8","2,618","±851","18.9%","±5.9","3,996","±1,042","27.3%","±6.7","62,009","±3,694","31.7%","±1.9","29,976","±2,217","32.3%","±2.4","32,033","±2,431","31.2%","±2.4","12,470","±1,519","29.5%","±3.6","5,873","±1,018","28.1%","±4.9","6,597","±995","31.0%","±4.8","4,873","±990","27.4%","±5.5","2,134","±715","25.8%","±8.1","2,739","±628","28.9%","±7.1","6,062","±1,010","28.7%","±4.6","2,503","±630","24.8%","±6.5","3,559","±654","32.2%","±5.6","7,994","±1,085","41.9%","±5.6","4,231","±759","42.8%","±7.9","3,763","±663","40.9%","±7.1","10,749","±1,632","36.5%","±5.6","5,549","±1,039","38.3%","±7.5","5,200","±969","34.7%","±6.3","26,523,511","±107,540","31.8%","±0.1","12,456,376","±55,788","30.6%","±0.1","14,067,135","±67,314","33.0%","±0.2"
"    Population 65 years and over","18,480","±388","(X)","(X)","8,276","±333","(X)","(X)","10,204","±173","(X)","(X)","13,595","±798","(X)","(X)","6,426","±699","(X)","(X)","7,169","±418","(X)","(X)","15,439","±424","(X)","(X)","7,057","±394","(X)","(X)","8,382","±167","(X)","(X)","9,272","±460","(X)","(X)","4,097","±367","(X)","(X)","5,175","±195","(X)","(X)","17,446","±406","(X)","(X)","7,687","±220","(X)","(X)","9,759","±297","(X)","(X)","44,226","±485","(X)","(X)","19,051","±323","(X)","(X)","25,175","±303","(X)","(X)","16,389","±840","(X)","(X)","7,239","±509","(X)","(X)","9,150","±451","(X)","(X)","127,864","±194","(X)","(X)","54,418","±139","(X)","(X)","73,446","±236","(X)","(X)","24,769","±464","(X)","(X)","11,044","±311","(X)","(X)","13,725","±292","(X)","(X)","12,684","±357","(X)","(X)","5,381","±224","(X)","(X)","7,303","±304","(X)","(X)","13,155","±288","(X)","(X)","5,875","±246","(X)","(X)","7,280","±251","(X)","(X)","10,021","±556","(X)","(X)","4,658","±437","(X)","(X)","5,363","±410","(X)","(X)","16,863","±779","(X)","(X)","7,577","±384","(X)","(X)","9,286","±463","(X)","(X)","54,074,028","±24,915","(X)","(X)","24,044,281","±16,352","(X)","(X)","30,029,747","±17,170","(X)","(X)"
"        High school graduate or higher","17,009","±661","92.0%","±3.4","7,599","±472","91.8%","±4.7","9,410","±379","92.2%","±4.0","10,028","±872","73.8%","±6.8","4,559","±525","70.9%","±11.7","5,469","±780","76.3%","±9.2","12,645","±899","81.9%","±5.3","5,710","±608","80.9%","±7.0","6,935","±591","82.7%","±6.8","7,770","±667","83.8%","±6.2","3,716","±363","90.7%","±5.8","4,054","±536","78.3%","±9.5","14,913","±950","85.5%","±4.7","6,640","±576","86.4%","±6.5","8,273","±706","84.8%","±6.2","40,397","±1,038","91.3%","±2.2","17,369","±656","91.2%","±3.1","23,028","±675","91.5%","±2.6","14,369","±982","87.7%","±4.0","6,601","±643","91.2%","±5.9","7,768","±605","84.9%","±5.3","113,906","±1,887","89.1%","±1.5","48,484","±1,281","89.1%","±2.3","65,422","±1,232","89.1%","±1.7","21,989","±735","88.8%","±2.7","9,973","±416","90.3%","±3.7","12,016","±580","87.5%","±3.8","11,200","±631","88.3%","±4.4","4,606","±478","85.6%","±7.8","6,594","±384","90.3%","±4.8","11,451","±786","87.0%","±5.4","5,152","±522","87.7%","±8.0","6,299","±578","86.5%","±6.9","8,944","±662","89.3%","±7.3","4,104","±310","88.1%","±10.7","4,840","±477","90.2%","±6.3","15,313","±1,115","90.8%","±3.9","7,154","±470","94.4%","±3.1","8,159","±771","87.9%","±5.9","46,359,255","±51,809","85.7%","±0.1","20,772,368","±34,793","86.4%","±0.1","25,586,887","±37,275","85.2%","±0.1"
"        Bachelor's degree or higher","4,716","±867","25.5%","±4.8","2,438","±576","29.5%","±7.1","2,278","±638","22.3%","±6.3","850","±373","6.3%","±2.8","509","±253","7.9%","±4.0","341","±254","4.8%","±3.6","4,410","±770","28.6%","±4.8","2,214","±579","31.4%","±7.5","2,196","±466","26.2%","±5.6","2,828","±740","30.5%","±8.4","1,482","±485","36.2%","±12.8","1,346","±438","26.0%","±8.5","3,542","±883","20.3%","±5.1","1,966","±546","25.6%","±7.2","1,576","±600","16.1%","±6.1","17,940","±1,416","40.6%","±3.1","9,377","±860","49.2%","±4.4","8,563","±1,020","34.0%","±4.0","3,491","±956","21.3%","±5.6","1,957","±645","27.0%","±8.6","1,534","±574","16.8%","±6.1","36,066","±2,514","28.2%","±2.0","19,144","±1,733","35.2%","±3.2","16,922","±1,547","23.0%","±2.1","6,133","±972","24.8%","±3.9","3,301","±638","29.9%","±5.8","2,832","±745","20.6%","±5.4","2,223","±697","17.5%","±5.5","1,245","±416","23.1%","±7.7","978","±476","13.4%","±6.5","3,390","±846","25.8%","±6.3","1,763","±651","30.0%","±10.6","1,627","±440","22.3%","±5.9","3,913","±832","39.0%","±8.1","2,135","±519","45.8%","±11.4","1,778","±515","33.2%","±9.8","6,051","±1,391","35.9%","±7.5","3,364","±774","44.4%","±9.5","2,687","±838","28.9%","±8.3","15,452,363","±55,467","28.6%","±0.1","7,994,071","±35,710","33.2%","±0.1","7,458,292","±35,848","24.8%","±0.1"
"RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    White alone","81,940","±583","(X)","(X)","39,696","±529","(X)","(X)","42,244","±327","(X)","(X)","55,770","±343","(X)","(X)","27,192","±206","(X)","(X)","28,578","±224","(X)","(X)","62,098","±401","(X)","(X)","30,025","±304","(X)","(X)","32,073","±240","(X)","(X)","29,666","±414","(X)","(X)","14,943","±365","(X)","(X)","14,723","±231","(X)","(X)","63,145","±509","(X)","(X)","29,912","±288","(X)","(X)","33,233","±293","(X)","(X)","162,526","±1,593","(X)","(X)","78,416","±1,143","(X)","(X)","84,110","±658","(X)","(X)","60,226","±660","(X)","(X)","29,416","±434","(X)","(X)","30,810","±349","(X)","(X)","399,770","±1,322","(X)","(X)","191,427","±768","(X)","(X)","208,343","±803","(X)","(X)","105,182","±690","(X)","(X)","50,773","±447","(X)","(X)","54,409","±345","(X)","(X)","40,088","±298","(X)","(X)","18,684","±201","(X)","(X)","21,404","±298","(X)","(X)","53,361","±380","(X)","(X)","25,334","±189","(X)","(X)","28,027","±298","(X)","(X)","40,882","±261","(X)","(X)","20,751","±341","(X)","(X)","20,131","±435","(X)","(X)","67,989","±732","(X)","(X)","32,780","±506","(X)","(X)","35,209","±383","(X)","(X)","167,334,031","±67,944","(X)","(X)","81,503,222","±46,765","(X)","(X)","85,830,809","±35,285","(X)","(X)"
"        High school graduate or higher","76,528","±1,676","93.4%","±2.0","36,863","±982","92.9%","±2.7","39,665","±1,067","93.9%","±2.2","49,552","±1,604","88.9%","±2.8","24,233","±862","89.1%","±3.1","25,319","±1,068","88.6%","±3.7","57,160","±1,298","92.0%","±1.9","27,715","±761","92.3%","±2.3","29,445","±924","91.8%","±2.7","24,657","±1,096","83.1%","±3.7","12,562","±654","84.1%","±4.4","12,095","±741","82.2%","±5.1","56,130","±1,888","88.9%","±2.7","26,324","±1,099","88.0%","±3.4","29,806","±1,222","89.7%","±3.4","152,940","±1,636","94.1%","±1.1","73,745","±954","94.0%","±1.2","79,195","±1,105","94.2%","±1.5","55,043","±1,448","91.4%","±2.2","26,594","±1,072","90.4%","±3.4","28,449","±891","92.3%","±2.6","369,169","±3,429","92.3%","±0.8","175,974","±2,286","91.9%","±1.1","193,195","±2,117","92.7%","±1.0","96,591","±1,457","91.8%","±1.3","45,552","±1,123","89.7%","±2.2","51,039","±835","93.8%","±1.4","36,038","±1,229","89.9%","±2.8","16,449","±752","88.0%","±4.0","19,589","±731","91.5%","±3.1","48,639","±1,089","91.2%","±2.0","22,956","±752","90.6%","±2.9","25,683","±776","91.6%","±2.7","38,554","±744","94.3%","±1.6","19,325","±644","93.1%","±2.5","19,229","±647","95.5%","±2.2","62,601","±1,213","92.1%","±1.6","30,350","±804","92.6%","±2.3","32,251","±878","91.6%","±2.5","151,274,037","±128,143","90.4%","±0.1","73,141,588","±77,104","89.7%","±0.1","78,132,449","±68,811","91.0%","±0.1"
"        Bachelor's degree or higher","26,141","±2,567","31.9%","±3.1","12,951","±1,622","32.6%","±4.0","13,190","±1,639","31.2%","±3.9","8,707","±1,500","15.6%","±2.7","3,096","±836","11.4%","±3.1","5,611","±1,061","19.6%","±3.7","25,190","±1,989","40.6%","±3.2","11,907","±1,271","39.7%","±4.2","13,283","±1,382","41.4%","±4.2","6,725","±1,133","22.7%","±3.8","3,102","±703","20.8%","±4.8","3,623","±793","24.6%","±5.4","15,950","±1,898","25.3%","±3.0","6,486","±1,026","21.7%","±3.4","9,464","±1,401","28.5%","±4.2","79,365","±3,920","48.8%","±2.5","36,988","±2,214","47.2%","±2.9","42,377","±2,516","50.4%","±3.1","13,160","±1,900","21.9%","±3.2","5,820","±1,123","19.8%","±3.8","7,340","±1,199","23.8%","±3.9","149,311","±5,047","37.3%","±1.3","74,087","±3,526","38.7%","±1.9","75,224","±3,229","36.1%","±1.5","35,218","±2,314","33.5%","±2.2","15,839","±1,345","31.2%","±2.7","19,379","±1,890","35.6%","±3.5","10,275","±1,790","25.6%","±4.4","4,959","±1,051","26.5%","±5.6","5,316","±1,129","24.8%","±5.2","17,210","±2,139","32.3%","±4.0","7,022","±1,263","27.7%","±5.0","10,188","±1,293","36.4%","±4.6","17,083","±1,394","41.8%","±3.4","8,306","±863","40.0%","±4.3","8,777","±1,021","43.6%","±5.0","25,056","±2,409","36.9%","±3.5","12,266","±1,435","37.4%","±4.4","12,790","±1,514","36.3%","±4.3","57,614,239","±178,573","34.4%","±0.1","27,574,216","±96,445","33.8%","±0.1","30,040,023","±103,127","35.0%","±0.1"
"    White alone, not Hispanic or Latino","78,870","±346","(X)","(X)","38,145","±176","(X)","(X)","40,725","±171","(X)","(X)","55,047","±201","(X)","(X)","26,888","±201","(X)","(X)","28,159","±201","(X)","(X)","61,344","±201","(X)","(X)","29,692","±201","(X)","(X)","31,652","±201","(X)","(X)","28,158","±201","(X)","(X)","13,972","±201","(X)","(X)","14,186","±201","(X)","(X)","62,274","±76","(X)","(X)","29,478","±201","(X)","(X)","32,796","±76","(X)","(X)","157,326","±201","(X)","(X)","75,297","±201","(X)","(X)","82,029","±201","(X)","(X)","57,950","±201","(X)","(X)","27,933","±201","(X)","(X)","30,017","±201","(X)","(X)","378,915","±212","(X)","(X)","180,258","±83","(X)","(X)","198,657","±151","(X)","(X)","103,746","±194","(X)","(X)","50,056","±194","(X)","(X)","53,690","±201","(X)","(X)","39,849","±201","(X)","(X)","18,684","±201","(X)","(X)","21,165","±201","(X)","(X)","52,706","±201","(X)","(X)","25,205","±201","(X)","(X)","27,501","±201","(X)","(X)","39,583","±22","(X)","(X)","20,261","±22","(X)","(X)","19,322","±201","(X)","(X)","65,887","±201","(X)","(X)","31,610","±201","(X)","(X)","34,277","±201","(X)","(X)","144,203,068","±19,329","(X)","(X)","70,079,401","±12,781","(X)","(X)","74,123,667","±10,510","(X)","(X)"
"        High school graduate or higher","74,664","±1,341","94.7%","±1.6","36,099","±855","94.6%","±2.1","38,565","±870","94.7%","±2.1","48,879","±1,578","88.8%","±2.9","23,929","±846","89.0%","±3.1","24,950","±1,039","88.6%","±3.7","56,406","±1,181","92.0%","±1.9","27,382","±685","92.2%","±2.3","29,024","±859","91.7%","±2.7","23,598","±1,071","83.8%","±3.8","11,835","±584","84.7%","±4.2","11,763","±722","82.9%","±5.1","55,394","±1,744","89.0%","±2.8","26,013","±1,034","88.2%","±3.5","29,381","±1,149","89.6%","±3.5","149,957","±1,376","95.3%","±0.9","72,043","±675","95.7%","±0.9","77,914","±1,055","95.0%","±1.3","52,865","±1,333","91.2%","±2.3","25,162","±996","90.1%","±3.6","27,703","±799","92.3%","±2.7","351,947","±3,213","92.9%","±0.8","166,422","±2,127","92.3%","±1.2","185,525","±1,924","93.4%","±1.0","95,656","±1,375","92.2%","±1.4","45,104","±1,066","90.1%","±2.1","50,552","±804","94.2%","±1.5","35,918","±1,184","90.1%","±3.0","16,449","±752","88.0%","±4.0","19,469","±693","92.0%","±3.3","48,172","±1,061","91.4%","±2.0","22,827","±730","90.6%","±2.9","25,345","±722","92.2%","±2.6","37,372","±653","94.4%","±1.6","18,835","±506","93.0%","±2.5","18,537","±436","95.9%","±2.3","61,152","±1,023","92.8%","±1.6","29,700","±637","94.0%","±2.0","31,452","±829","91.8%","±2.4","134,556,337","±77,731","93.3%","±0.1","65,002,939","±44,268","92.8%","±0.1","69,553,398","±43,771","93.8%","±0.1"
"        Bachelor's degree or higher","26,061","±2,596","33.0%","±3.3","12,917","±1,637","33.9%","±4.3","13,144","±1,657","32.3%","±4.1","8,707","±1,500","15.8%","±2.7","3,096","±836","11.5%","±3.1","5,611","±1,061","19.9%","±3.8","24,823","±1,950","40.5%","±3.2","11,842","±1,268","39.9%","±4.3","12,981","±1,339","41.0%","±4.2","6,626","±1,140","23.5%","±4.0","3,003","±693","21.5%","±5.0","3,623","±793","25.5%","±5.6","15,828","±1,878","25.4%","±3.0","6,450","±1,024","21.9%","±3.5","9,378","±1,392","28.6%","±4.2","78,339","±3,868","49.8%","±2.5","36,422","±2,184","48.4%","±2.9","41,917","±2,504","51.1%","±3.1","12,391","±1,868","21.4%","±3.2","5,315","±1,113","19.0%","±4.0","7,076","±1,179","23.6%","±3.9","143,159","±4,714","37.8%","±1.2","70,990","±3,399","39.4%","±1.9","72,169","±3,103","36.3%","±1.6","34,695","±2,370","33.4%","±2.3","15,625","±1,405","31.2%","±2.8","19,070","±1,873","35.5%","±3.5","10,155","±1,751","25.5%","±4.4","4,959","±1,051","26.5%","±5.6","5,196","±1,084","24.5%","±5.1","16,993","±2,149","32.2%","±4.1","6,893","±1,258","27.3%","±5.0","10,100","±1,273","36.7%","±4.6","16,696","±1,442","42.2%","±3.6","8,172","±891","40.3%","±4.4","8,524","±1,006","44.1%","±5.2","24,502","±2,361","37.2%","±3.6","12,138","±1,451","38.4%","±4.6","12,364","±1,499","36.1%","±4.4","53,161,917","±149,450","36.9%","±0.1","25,550,556","±82,137","36.5%","±0.1","27,611,361","±89,547","37.3%","±0.1"
"    Black alone","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","9,238","±860","(X)","(X)","4,321","±630","(X)","(X)","4,917","±491","(X)","(X)","1,595","±693","(X)","(X)","985","±486","(X)","(X)","610","±352","(X)","(X)","29,208","±1,084","(X)","(X)","13,649","±902","(X)","(X)","15,559","±554","(X)","(X)","9,127","±551","(X)","(X)","4,165","±445","(X)","(X)","4,962","±329","(X)","(X)","107,576","±1,493","(X)","(X)","47,644","±1,026","(X)","(X)","59,932","±868","(X)","(X)","4,417","±934","(X)","(X)","2,513","±497","(X)","(X)","1,904","±667","(X)","(X)","4,111","±702","(X)","(X)","1,868","±415","(X)","(X)","2,243","±470","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","N","N","(X)","(X)","3,050","±488","(X)","(X)","2,049","±419","(X)","(X)","1,001","±315","(X)","(X)","7,089","±1,060","(X)","(X)","4,166","±725","(X)","(X)","2,923","±663","(X)","(X)","27,336,967","±36,368","(X)","(X)","12,615,129","±23,931","(X)","(X)","14,721,838","±27,233","(X)","(X)"
