"Label","Angelina County, Texas!!Total!!Estimate","Angelina County, Texas!!Total!!Margin of Error","Angelina County, Texas!!With a disability!!Estimate","Angelina County, Texas!!With a disability!!Margin of Error","Angelina County, Texas!!Percent with a disability!!Estimate","Angelina County, Texas!!Percent with a disability!!Margin of Error","Bastrop County, Texas!!Total!!Estimate","Bastrop County, Texas!!Total!!Margin of Error","Bastrop County, Texas!!With a disability!!Estimate","Bastrop County, Texas!!With a disability!!Margin of Error","Bastrop County, Texas!!Percent with a disability!!Estimate","Bastrop County, Texas!!Percent with a disability!!Margin of Error","Bell County, Texas!!Total!!Estimate","Bell County, Texas!!Total!!Margin of Error","Bell County, Texas!!With a disability!!Estimate","Bell County, Texas!!With a disability!!Margin of Error","Bell County, Texas!!Percent with a disability!!Estimate","Bell County, Texas!!Percent with a disability!!Margin of Error","Bexar County, Texas!!Total!!Estimate","Bexar County, Texas!!Total!!Margin of Error","Bexar County, Texas!!With a disability!!Estimate","Bexar County, Texas!!With a disability!!Margin of Error","Bexar County, Texas!!Percent with a disability!!Estimate","Bexar County, Texas!!Percent with a disability!!Margin of Error","Bowie County, Texas!!Total!!Estimate","Bowie County, Texas!!Total!!Margin of Error","Bowie County, Texas!!With a disability!!Estimate","Bowie County, Texas!!With a disability!!Margin of Error","Bowie County, Texas!!Percent with a disability!!Estimate","Bowie County, Texas!!Percent with a disability!!Margin of Error","Brazoria County, Texas!!Total!!Estimate","Brazoria County, Texas!!Total!!Margin of Error","Brazoria County, Texas!!With a disability!!Estimate","Brazoria County, Texas!!With a disability!!Margin of Error","Brazoria County, Texas!!Percent with a disability!!Estimate","Brazoria County, Texas!!Percent with a disability!!Margin of Error","Brazos County, Texas!!Total!!Estimate","Brazos County, Texas!!Total!!Margin of Error","Brazos County, Texas!!With a disability!!Estimate","Brazos County, Texas!!With a disability!!Margin of Error","Brazos County, Texas!!Percent with a disability!!Estimate","Brazos County, Texas!!Percent with a disability!!Margin of Error","Cameron County, Texas!!Total!!Estimate","Cameron County, Texas!!Total!!Margin of Error","Cameron County, Texas!!With a disability!!Estimate","Cameron County, Texas!!With a disability!!Margin of Error","Cameron County, Texas!!Percent with a disability!!Estimate","Cameron County, Texas!!Percent with a disability!!Margin of Error","Collin County, Texas!!Total!!Estimate","Collin County, Texas!!Total!!Margin of Error","Collin County, Texas!!With a disability!!Estimate","Collin County, Texas!!With a disability!!Margin of Error","Collin County, Texas!!Percent with a disability!!Estimate","Collin County, Texas!!Percent with a disability!!Margin of Error","Comal County, Texas!!Total!!Estimate","Comal County, Texas!!Total!!Margin of Error","Comal County, Texas!!With a disability!!Estimate","Comal County, Texas!!With a disability!!Margin of Error","Comal County, Texas!!Percent with a disability!!Estimate","Comal County, Texas!!Percent with a disability!!Margin of Error","Coryell County, Texas!!Total!!Estimate","Coryell County, Texas!!Total!!Margin of Error","Coryell County, Texas!!With a disability!!Estimate","Coryell County, Texas!!With a disability!!Margin of Error","Coryell County, Texas!!Percent with a disability!!Estimate","Coryell County, Texas!!Percent with a disability!!Margin of Error","Dallas County, Texas!!Total!!Estimate","Dallas County, Texas!!Total!!Margin of Error","Dallas County, Texas!!With a disability!!Estimate","Dallas County, Texas!!With a disability!!Margin of Error","Dallas County, Texas!!Percent with a disability!!Estimate","Dallas County, Texas!!Percent with a disability!!Margin of Error","Denton County, Texas!!Total!!Estimate","Denton County, Texas!!Total!!Margin of Error","Denton County, Texas!!With a disability!!Estimate","Denton County, Texas!!With a disability!!Margin of Error","Denton County, Texas!!Percent with a disability!!Estimate","Denton County, Texas!!Percent with a disability!!Margin of Error","Ector County, Texas!!Total!!Estimate","Ector County, Texas!!Total!!Margin of Error","Ector County, Texas!!With a disability!!Estimate","Ector County, Texas!!With a disability!!Margin of Error","Ector County, Texas!!Percent with a disability!!Estimate","Ector County, Texas!!Percent with a disability!!Margin of Error","Ellis County, Texas!!Total!!Estimate","Ellis County, Texas!!Total!!Margin of Error","Ellis County, Texas!!With a disability!!Estimate","Ellis County, Texas!!With a disability!!Margin of Error","Ellis County, Texas!!Percent with a disability!!Estimate","Ellis County, Texas!!Percent with a disability!!Margin of Error","El Paso County, Texas!!Total!!Estimate","El Paso County, Texas!!Total!!Margin of Error","El Paso County, Texas!!With a disability!!Estimate","El Paso County, Texas!!With a disability!!Margin of Error","El Paso County, Texas!!Percent with a disability!!Estimate","El Paso County, Texas!!Percent with a disability!!Margin of Error","Fort Bend County, Texas!!Total!!Estimate","Fort Bend County, Texas!!Total!!Margin of Error","Fort Bend County, Texas!!With a disability!!Estimate","Fort Bend County, Texas!!With a disability!!Margin of Error","Fort Bend County, Texas!!Percent with a disability!!Estimate","Fort Bend County, Texas!!Percent with a disability!!Margin of Error","Galveston County, Texas!!Total!!Estimate","Galveston County, Texas!!Total!!Margin of Error","Galveston County, Texas!!With a disability!!Estimate","Galveston County, Texas!!With a disability!!Margin of Error","Galveston County, Texas!!Percent with a disability!!Estimate","Galveston County, Texas!!Percent with a disability!!Margin of Error","Grayson County, Texas!!Total!!Estimate","Grayson County, Texas!!Total!!Margin of Error","Grayson County, Texas!!With a disability!!Estimate","Grayson County, Texas!!With a disability!!Margin of Error","Grayson County, Texas!!Percent with a disability!!Estimate","Grayson County, Texas!!Percent with a disability!!Margin of Error","Gregg County, Texas!!Total!!Estimate","Gregg County, Texas!!Total!!Margin of Error","Gregg County, Texas!!With a disability!!Estimate","Gregg County, Texas!!With a disability!!Margin of Error","Gregg County, Texas!!Percent with a disability!!Estimate","Gregg County, Texas!!Percent with a disability!!Margin of Error","Guadalupe County, Texas!!Total!!Estimate","Guadalupe County, Texas!!Total!!Margin of Error","Guadalupe County, Texas!!With a disability!!Estimate","Guadalupe County, Texas!!With a disability!!Margin of Error","Guadalupe County, Texas!!Percent with a disability!!Estimate","Guadalupe County, Texas!!Percent with a disability!!Margin of Error","Harris County, Texas!!Total!!Estimate","Harris County, Texas!!Total!!Margin of Error","Harris County, Texas!!With a disability!!Estimate","Harris County, Texas!!With a disability!!Margin of Error","Harris County, Texas!!Percent with a disability!!Estimate","Harris County, Texas!!Percent with a disability!!Margin of Error","Harrison County, Texas!!Total!!Estimate","Harrison County, Texas!!Total!!Margin of Error","Harrison County, Texas!!With a disability!!Estimate","Harrison County, Texas!!With a disability!!Margin of Error","Harrison County, Texas!!Percent with a disability!!Estimate","Harrison County, Texas!!Percent with a disability!!Margin of Error","Hays County, Texas!!Total!!Estimate","Hays County, Texas!!Total!!Margin of Error","Hays County, Texas!!With a disability!!Estimate","Hays County, Texas!!With a disability!!Margin of Error","Hays County, Texas!!Percent with a disability!!Estimate","Hays County, Texas!!Percent with a disability!!Margin of Error","Henderson County, Texas!!Total!!Estimate","Henderson County, Texas!!Total!!Margin of Error","Henderson County, Texas!!With a disability!!Estimate","Henderson County, Texas!!With a disability!!Margin of Error","Henderson County, Texas!!Percent with a disability!!Estimate","Henderson County, Texas!!Percent with a disability!!Margin of Error","Hidalgo County, Texas!!Total!!Estimate","Hidalgo County, Texas!!Total!!Margin of Error","Hidalgo County, Texas!!With a disability!!Estimate","Hidalgo County, Texas!!With a disability!!Margin of Error","Hidalgo County, Texas!!Percent with a disability!!Estimate","Hidalgo County, Texas!!Percent with a disability!!Margin of Error","Hunt County, Texas!!Total!!Estimate","Hunt County, Texas!!Total!!Margin of Error","Hunt County, Texas!!With a disability!!Estimate","Hunt County, Texas!!With a disability!!Margin of Error","Hunt County, Texas!!Percent with a disability!!Estimate","Hunt County, Texas!!Percent with a disability!!Margin of Error","Jefferson County, Texas!!Total!!Estimate","Jefferson County, Texas!!Total!!Margin of Error","Jefferson County, Texas!!With a disability!!Estimate","Jefferson County, Texas!!With a disability!!Margin of Error","Jefferson County, Texas!!Percent with a disability!!Estimate","Jefferson County, Texas!!Percent with a disability!!Margin of Error","Johnson County, Texas!!Total!!Estimate","Johnson County, Texas!!Total!!Margin of Error","Johnson County, Texas!!With a disability!!Estimate","Johnson County, Texas!!With a disability!!Margin of Error","Johnson County, Texas!!Percent with a disability!!Estimate","Johnson County, Texas!!Percent with a disability!!Margin of Error","Kaufman County, Texas!!Total!!Estimate","Kaufman County, Texas!!Total!!Margin of Error","Kaufman County, Texas!!With a disability!!Estimate","Kaufman County, Texas!!With a disability!!Margin of Error","Kaufman County, Texas!!Percent with a disability!!Estimate","Kaufman County, Texas!!Percent with a disability!!Margin of Error","Liberty County, Texas!!Total!!Estimate","Liberty County, Texas!!Total!!Margin of Error","Liberty County, Texas!!With a disability!!Estimate","Liberty County, Texas!!With a disability!!Margin of Error","Liberty County, Texas!!Percent with a disability!!Estimate","Liberty County, Texas!!Percent with a disability!!Margin of Error","Lubbock County, Texas!!Total!!Estimate","Lubbock County, Texas!!Total!!Margin of Error","Lubbock County, Texas!!With a disability!!Estimate","Lubbock County, Texas!!With a disability!!Margin of Error","Lubbock County, Texas!!Percent with a disability!!Estimate","Lubbock County, Texas!!Percent with a disability!!Margin of Error","McLennan County, Texas!!Total!!Estimate","McLennan County, Texas!!Total!!Margin of Error","McLennan County, Texas!!With a disability!!Estimate","McLennan County, Texas!!With a disability!!Margin of Error","McLennan County, Texas!!Percent with a disability!!Estimate","McLennan County, Texas!!Percent with a disability!!Margin of Error","Midland County, Texas!!Total!!Estimate","Midland County, Texas!!Total!!Margin of Error","Midland County, Texas!!With a disability!!Estimate","Midland County, Texas!!With a disability!!Margin of Error","Midland County, Texas!!Percent with a disability!!Estimate","Midland County, Texas!!Percent with a disability!!Margin of Error","Montgomery County, Texas!!Total!!Estimate","Montgomery County, Texas!!Total!!Margin of Error","Montgomery County, Texas!!With a disability!!Estimate","Montgomery County, Texas!!With a disability!!Margin of Error","Montgomery County, Texas!!Percent with a disability!!Estimate","Montgomery County, Texas!!Percent with a disability!!Margin of Error","Nacogdoches County, Texas!!Total!!Estimate","Nacogdoches County, Texas!!Total!!Margin of Error","Nacogdoches County, Texas!!With a disability!!Estimate","Nacogdoches County, Texas!!With a disability!!Margin of Error","Nacogdoches County, Texas!!Percent with a disability!!Estimate","Nacogdoches County, Texas!!Percent with a disability!!Margin of Error","Nueces County, Texas!!Total!!Estimate","Nueces County, Texas!!Total!!Margin of Error","Nueces County, Texas!!With a disability!!Estimate","Nueces County, Texas!!With a disability!!Margin of Error","Nueces County, Texas!!Percent with a disability!!Estimate","Nueces County, Texas!!Percent with a disability!!Margin of Error","Orange County, Texas!!Total!!Estimate","Orange County, Texas!!Total!!Margin of Error","Orange County, Texas!!With a disability!!Estimate","Orange County, Texas!!With a disability!!Margin of Error","Orange County, Texas!!Percent with a disability!!Estimate","Orange County, Texas!!Percent with a disability!!Margin of Error","Parker County, Texas!!Total!!Estimate","Parker County, Texas!!Total!!Margin of Error","Parker County, Texas!!With a disability!!Estimate","Parker County, Texas!!With a disability!!Margin of Error","Parker County, Texas!!Percent with a disability!!Estimate","Parker County, Texas!!Percent with a disability!!Margin of Error","Potter County, Texas!!Total!!Estimate","Potter County, Texas!!Total!!Margin of Error","Potter County, Texas!!With a disability!!Estimate","Potter County, Texas!!With a disability!!Margin of Error","Potter County, Texas!!Percent with a disability!!Estimate","Potter County, Texas!!Percent with a disability!!Margin of Error","Randall County, Texas!!Total!!Estimate","Randall County, Texas!!Total!!Margin of Error","Randall County, Texas!!With a disability!!Estimate","Randall County, Texas!!With a disability!!Margin of Error","Randall County, Texas!!Percent with a disability!!Estimate","Randall County, Texas!!Percent with a disability!!Margin of Error","Rockwall County, Texas!!Total!!Estimate","Rockwall County, Texas!!Total!!Margin of Error","Rockwall County, Texas!!With a disability!!Estimate","Rockwall County, Texas!!With a disability!!Margin of Error","Rockwall County, Texas!!Percent with a disability!!Estimate","Rockwall County, Texas!!Percent with a disability!!Margin of Error","San Patricio County, Texas!!Total!!Estimate","San Patricio County, Texas!!Total!!Margin of Error","San Patricio County, Texas!!With a disability!!Estimate","San Patricio County, Texas!!With a disability!!Margin of Error","San Patricio County, Texas!!Percent with a disability!!Estimate","San Patricio County, Texas!!Percent with a disability!!Margin of Error","Smith County, Texas!!Total!!Estimate","Smith County, Texas!!Total!!Margin of Error","Smith County, Texas!!With a disability!!Estimate","Smith County, Texas!!With a disability!!Margin of Error","Smith County, Texas!!Percent with a disability!!Estimate","Smith County, Texas!!Percent with a disability!!Margin of Error","Tarrant County, Texas!!Total!!Estimate","Tarrant County, Texas!!Total!!Margin of Error","Tarrant County, Texas!!With a disability!!Estimate","Tarrant County, Texas!!With a disability!!Margin of Error","Tarrant County, Texas!!Percent with a disability!!Estimate","Tarrant County, Texas!!Percent with a disability!!Margin of Error","Taylor County, Texas!!Total!!Estimate","Taylor County, Texas!!Total!!Margin of Error","Taylor County, Texas!!With a disability!!Estimate","Taylor County, Texas!!With a disability!!Margin of Error","Taylor County, Texas!!Percent with a disability!!Estimate","Taylor County, Texas!!Percent with a disability!!Margin of Error","Tom Green County, Texas!!Total!!Estimate","Tom Green County, Texas!!Total!!Margin of Error","Tom Green County, Texas!!With a disability!!Estimate","Tom Green County, Texas!!With a disability!!Margin of Error","Tom Green County, Texas!!Percent with a disability!!Estimate","Tom Green County, Texas!!Percent with a disability!!Margin of Error","Travis County, Texas!!Total!!Estimate","Travis County, Texas!!Total!!Margin of Error","Travis County, Texas!!With a disability!!Estimate","Travis County, Texas!!With a disability!!Margin of Error","Travis County, Texas!!Percent with a disability!!Estimate","Travis County, Texas!!Percent with a disability!!Margin of Error","Victoria County, Texas!!Total!!Estimate","Victoria County, Texas!!Total!!Margin of Error","Victoria County, Texas!!With a disability!!Estimate","Victoria County, Texas!!With a disability!!Margin of Error","Victoria County, Texas!!Percent with a disability!!Estimate","Victoria County, Texas!!Percent with a disability!!Margin of Error","Walker County, Texas!!Total!!Estimate","Walker County, Texas!!Total!!Margin of Error","Walker County, Texas!!With a disability!!Estimate","Walker County, Texas!!With a disability!!Margin of Error","Walker County, Texas!!Percent with a disability!!Estimate","Walker County, Texas!!Percent with a disability!!Margin of Error","Webb County, Texas!!Total!!Estimate","Webb County, Texas!!Total!!Margin of Error","Webb County, Texas!!With a disability!!Estimate","Webb County, Texas!!With a disability!!Margin of Error","Webb County, Texas!!Percent with a disability!!Estimate","Webb County, Texas!!Percent with a disability!!Margin of Error","Wichita County, Texas!!Total!!Estimate","Wichita County, Texas!!Total!!Margin of Error","Wichita County, Texas!!With a disability!!Estimate","Wichita County, Texas!!With a disability!!Margin of Error","Wichita County, Texas!!Percent with a disability!!Estimate","Wichita County, Texas!!Percent with a disability!!Margin of Error","Williamson County, Texas!!Total!!Estimate","Williamson County, Texas!!Total!!Margin of Error","Williamson County, Texas!!With a disability!!Estimate","Williamson County, Texas!!With a disability!!Margin of Error","Williamson County, Texas!!Percent with a disability!!Estimate","Williamson County, Texas!!Percent with a disability!!Margin of Error","Wise County, Texas!!Total!!Estimate","Wise County, Texas!!Total!!Margin of Error","Wise County, Texas!!With a disability!!Estimate","Wise County, Texas!!With a disability!!Margin of Error","Wise County, Texas!!Percent with a disability!!Estimate","Wise County, Texas!!Percent with a disability!!Margin of Error","United States!!Total!!Estimate","United States!!Total!!Margin of Error","United States!!With a disability!!Estimate","United States!!With a disability!!Margin of Error","United States!!Percent with a disability!!Estimate","United States!!Percent with a disability!!Margin of Error"
"Total civilian noninstitutionalized population","84,961","±796","12,437","±1,580","14.6%","±1.8","86,495","±968","12,212","±2,301","14.1%","±2.7","338,572","±2,872","51,635","±4,322","15.3%","±1.3","1,970,811","±2,818","278,976","±11,690","14.2%","±0.6","87,203","±1,844","9,891","±1,476","11.3%","±1.6","361,770","±2,133","29,907","±3,654","8.3%","±1.0","224,256","±1,844","18,530","±2,581","8.3%","±1.1","421,397","±612","52,255","±3,921","12.4%","±0.9","1,031,410","±1,774","71,116","±4,851","6.9%","±0.5","155,240","±638","23,817","±3,239","15.3%","±2.1","58,629","±2,085","11,697","±1,553","20.0%","±2.7","2,616,876","±1,852","251,643","±10,495","9.6%","±0.4","883,597","±1,526","73,132","±4,755","8.3%","±0.5","164,993","±1,150","15,468","±2,485","9.4%","±1.5","183,681","±900","22,265","±2,889","12.1%","±1.6","813,325","±2,974","113,072","±6,875","13.9%","±0.8","806,384","±1,733","53,265","±4,636","6.6%","±0.6","337,831","±1,021","37,551","±3,266","11.1%","±1.0","135,108","±770","22,822","±2,533","16.9%","±1.9","121,043","±1,231","13,924","±2,008","11.5%","±1.6","163,717","±1,127","22,158","±2,375","13.5%","±1.4","4,689,767","±2,334","443,325","±14,184","9.5%","±0.3","65,811","±366","11,924","±2,206","18.1%","±3.3","228,729","±1,081","25,036","±3,832","10.9%","±1.7","81,766","±711","16,114","±2,534","19.7%","±3.1","859,053","±1,365","97,872","±6,742","11.4%","±0.8","97,736","±571","16,614","±2,540","17.0%","±2.6","238,577","±2,450","37,987","±3,124","15.9%","±1.3","173,150","±844","16,680","±2,107","9.6%","±1.2","135,139","±600","15,767","±2,150","11.7%","±1.6","81,218","±1,274","14,152","±2,131","17.4%","±2.6","305,990","±1,223","37,960","±2,942","12.4%","±1.0","252,425","±764","33,935","±3,364","13.4%","±1.3","175,530","±837","19,112","±3,513","10.9%","±2.0","605,134","±962","60,206","±6,380","9.9%","±1.1","64,416","±548","11,608","±2,155","18.0%","±3.4","356,724","±1,198","47,112","±3,507","13.2%","±1.0","82,623","±434","12,761","±2,187","15.4%","±2.6","141,194","±1,062","15,239","±2,100","10.8%","±1.5","110,763","±1,217","14,574","±1,808","13.2%","±1.6","136,822","±815","13,852","±1,738","10.1%","±1.3","104,300","±467","7,267","±1,336","7.0%","±1.3","65,903","±506","11,193","±1,333","17.0%","±2.0","230,289","±1,393","34,452","±3,637","15.0%","±1.6","2,084,791","±3,236","214,299","±7,868","10.3%","±0.4","131,322","±1,373","19,401","±2,454","14.8%","±1.9","113,970","±1,963","18,106","±2,351","15.9%","±2.1","1,265,027","±2,170","111,176","±7,806","8.8%","±0.6","91,067","±809","15,089","±2,095","16.6%","±2.3","61,093","±1,242","4,947","±1,564","8.1%","±2.6","274,413","±1,171","37,714","±3,139","13.7%","±1.1","118,898","±3,439","18,317","±2,060","15.4%","±1.7","588,258","±743","56,443","±4,680","9.6%","±0.8","69,222","±957","9,657","±1,401","14.0%","±2.0","323,120,678","±17,674","41,089,958","±115,466","12.7%","±0.1"
"    SEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Male","40,527","±1,262","6,001","±1,177","14.8%","±2.8","42,037","±1,715","5,234","±1,312","12.5%","±3.2","159,176","±2,942","25,821","±2,767","16.2%","±1.7","963,929","±2,495","136,183","±7,124","14.1%","±0.7","40,611","±2,186","4,872","±973","12.0%","±2.2","176,744","±2,317","15,607","±2,512","8.8%","±1.4","110,787","±2,028","10,065","±1,844","9.1%","±1.6","205,523","±743","25,899","±2,522","12.6%","±1.2","507,976","±1,753","32,977","±3,500","6.5%","±0.7","75,964","±1,095","11,031","±2,162","14.5%","±2.9","27,731","±1,810","6,048","±1,013","21.8%","±3.5","1,285,922","±1,682","116,499","±6,817","9.1%","±0.5","432,350","±1,296","35,878","±3,297","8.3%","±0.8","83,667","±1,447","8,421","±1,480","10.1%","±1.8","91,298","±894","11,833","±1,899","13.0%","±2.1","391,788","±2,851","55,677","±4,466","14.2%","±1.1","393,935","±1,647","25,133","±3,125","6.4%","±0.8","164,715","±1,393","18,293","±2,199","11.1%","±1.3","66,033","±1,250","11,482","±1,602","17.4%","±2.4","58,627","±1,231","7,392","±1,265","12.6%","±2.2","80,069","±1,085","10,855","±1,569","13.6%","±1.9","2,322,927","±2,155","209,549","±8,532","9.0%","±0.4","31,916","±998","5,179","±1,257","16.2%","±3.9","112,740","±1,462","12,212","±2,415","10.8%","±2.2","39,797","±1,275","8,187","±1,515","20.6%","±3.8","418,144","±1,515","49,517","±4,421","11.8%","±1.1","48,058","±1,222","8,939","±2,025","18.6%","±4.0","116,551","±2,526","16,793","±2,045","14.4%","±1.8","85,637","±1,289","8,394","±1,481","9.8%","±1.8","67,234","±1,066","8,675","±1,542","12.9%","±2.3","40,506","±1,360","7,544","±1,385","18.6%","±3.4","149,094","±1,228","17,990","±1,793","12.1%","±1.2","122,463","±1,143","19,101","±2,481","15.6%","±2.0","87,944","±1,409","10,259","±2,349","11.7%","±2.7","298,528","±1,458","28,933","±3,998","9.7%","±1.3","31,609","±989","6,645","±1,691","21.0%","±5.4","175,332","±1,453","21,640","±2,657","12.3%","±1.5","40,237","±756","5,999","±1,355","14.9%","±3.3","70,037","±1,141","7,760","±1,484","11.1%","±2.1","54,217","±1,641","6,356","±1,066","11.7%","±2.0","66,741","±1,128","6,487","±1,387","9.7%","±2.1","51,480","±634","3,557","±903","6.9%","±1.7","33,355","±573","5,803","±837","17.4%","±2.6","110,525","±1,140","16,541","±2,199","15.0%","±2.0","1,017,428","±3,127","104,158","±5,577","10.2%","±0.5","61,558","±1,397","10,464","±1,972","17.0%","±3.2","55,165","±1,617","8,792","±1,459","15.9%","±2.7","636,479","±2,532","52,277","±4,625","8.2%","±0.7","43,785","±1,265","8,041","±1,600","18.4%","±3.8","31,388","±1,972","1,613","±734","5.1%","±2.3","133,654","±1,370","18,625","±2,294","13.9%","±1.7","56,623","±3,288","8,735","±1,346","15.4%","±2.3","289,303","±1,116","27,233","±3,021","9.4%","±1.0","34,926","±871","4,574","±1,075","13.1%","±3.1","157,833,027","±41,074","19,901,988","±72,503","12.6%","±0.1"
"        Female","44,434","±1,115","6,436","±1,041","14.5%","±2.3","44,458","±1,538","6,978","±1,536","15.7%","±3.5","179,396","±1,137","25,814","±2,837","14.4%","±1.6","1,006,882","±1,738","142,793","±7,175","14.2%","±0.7","46,592","±1,364","5,019","±913","10.8%","±2.0","185,026","±1,232","14,300","±2,096","7.7%","±1.1","113,469","±1,120","8,465","±1,665","7.5%","±1.5","215,874","±684","26,356","±2,598","12.2%","±1.2","523,434","±498","38,139","±3,337","7.3%","±0.6","79,276","±1,041","12,786","±1,913","16.1%","±2.4","30,898","±1,374","5,649","±1,010","18.3%","±3.3","1,330,954","±1,144","135,144","±6,401","10.2%","±0.5","451,247","±931","37,254","±3,276","8.3%","±0.7","81,326","±1,046","7,047","±1,606","8.7%","±2.0","92,383","±824","10,432","±1,652","11.3%","±1.8","421,537","±1,434","57,395","±3,940","13.6%","±0.9","412,449","±542","28,132","±3,453","6.8%","±0.8","173,116","±1,083","19,258","±2,244","11.1%","±1.3","69,075","±1,056","11,340","±1,689","16.4%","±2.5","62,416","±1,016","6,532","±1,313","10.5%","±2.1","83,648","±844","11,303","±1,636","13.5%","±1.9","2,366,840","±1,222","233,776","±9,323","9.9%","±0.4","33,895","±942","6,745","±1,513","19.9%","±4.5","115,989","±1,056","12,824","±2,381","11.1%","±2.0","41,969","±1,147","7,927","±1,556","18.9%","±3.7","440,909","±944","48,355","±3,769","11.0%","±0.9","49,678","±985","7,675","±1,612","15.4%","±3.2","122,026","±595","21,194","±2,271","17.4%","±1.9","87,513","±847","8,286","±1,366","9.5%","±1.6","67,905","±1,035","7,092","±1,324","10.4%","±2.0","40,712","±1,528","6,608","±1,327","16.2%","±3.2","156,896","±1,017","19,970","±2,285","12.7%","±1.5","129,962","±1,055","14,834","±1,855","11.4%","±1.4","87,586","±1,557","8,853","±2,171","10.1%","±2.5","306,606","±1,416","31,273","±3,654","10.2%","±1.2","32,807","±973","4,963","±1,036","15.1%","±3.3","181,392","±1,004","25,472","±2,457","14.0%","±1.4","42,386","±713","6,762","±1,364","16.0%","±3.2","71,157","±759","7,479","±1,673","10.5%","±2.3","56,546","±1,198","8,218","±1,260","14.5%","±2.3","70,081","±815","7,365","±1,079","10.5%","±1.5","52,820","±608","3,710","±927","7.0%","±1.7","32,548","±528","5,390","±1,037","16.6%","±3.2","119,764","±869","17,911","±2,705","15.0%","±2.3","1,067,363","±1,514","110,141","±5,403","10.3%","±0.5","69,764","±829","8,937","±1,333","12.8%","±1.9","58,805","±1,283","9,314","±1,575","15.8%","±2.6","628,548","±1,305","58,899","±5,098","9.4%","±0.8","47,282","±1,019","7,048","±1,459","14.9%","±3.1","29,705","±1,417","3,334","±1,184","11.2%","±3.9","140,759","±1,065","19,089","±2,065","13.6%","±1.5","62,275","±801","9,582","±1,473","15.4%","±2.4","298,955","±1,047","29,210","±3,237","9.8%","±1.1","34,296","±499","5,083","±822","14.8%","±2.4","165,287,651","±36,898","21,187,970","±68,127","12.8%","±0.1"
"    RACE AND HISPANIC OR LATINO ORIGIN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
