"Label","Alachua County, Florida!!Total!!Estimate","Alachua County, Florida!!Total!!Margin of Error","Alachua County, Florida!!With a disability!!Estimate","Alachua County, Florida!!With a disability!!Margin of Error","Alachua County, Florida!!Percent with a disability!!Estimate","Alachua County, Florida!!Percent with a disability!!Margin of Error","Bay County, Florida!!Total!!Estimate","Bay County, Florida!!Total!!Margin of Error","Bay County, Florida!!With a disability!!Estimate","Bay County, Florida!!With a disability!!Margin of Error","Bay County, Florida!!Percent with a disability!!Estimate","Bay County, Florida!!Percent with a disability!!Margin of Error","Brevard County, Florida!!Total!!Estimate","Brevard County, Florida!!Total!!Margin of Error","Brevard County, Florida!!With a disability!!Estimate","Brevard County, Florida!!With a disability!!Margin of Error","Brevard County, Florida!!Percent with a disability!!Estimate","Brevard County, Florida!!Percent with a disability!!Margin of Error","Broward County, Florida!!Total!!Estimate","Broward County, Florida!!Total!!Margin of Error","Broward County, Florida!!With a disability!!Estimate","Broward County, Florida!!With a disability!!Margin of Error","Broward County, Florida!!Percent with a disability!!Estimate","Broward County, Florida!!Percent with a disability!!Margin of Error","Charlotte County, Florida!!Total!!Estimate","Charlotte County, Florida!!Total!!Margin of Error","Charlotte County, Florida!!With a disability!!Estimate","Charlotte County, Florida!!With a disability!!Margin of Error","Charlotte County, Florida!!Percent with a disability!!Estimate","Charlotte County, Florida!!Percent with a disability!!Margin of Error","Citrus County, Florida!!Total!!Estimate","Citrus County, Florida!!Total!!Margin of Error","Citrus County, Florida!!With a disability!!Estimate","Citrus County, Florida!!With a disability!!Margin of Error","Citrus County, Florida!!Percent with a disability!!Estimate","Citrus County, Florida!!Percent with a disability!!Margin of Error","Clay County, Florida!!Total!!Estimate","Clay County, Florida!!Total!!Margin of Error","Clay County, Florida!!With a disability!!Estimate","Clay County, Florida!!With a disability!!Margin of Error","Clay County, Florida!!Percent with a disability!!Estimate","Clay County, Florida!!Percent with a disability!!Margin of Error","Collier County, Florida!!Total!!Estimate","Collier County, Florida!!Total!!Margin of Error","Collier County, Florida!!With a disability!!Estimate","Collier County, Florida!!With a disability!!Margin of Error","Collier County, Florida!!Percent with a disability!!Estimate","Collier County, Florida!!Percent with a disability!!Margin of Error","Columbia County, Florida!!Total!!Estimate","Columbia County, Florida!!Total!!Margin of Error","Columbia County, Florida!!With a disability!!Estimate","Columbia County, Florida!!With a disability!!Margin of Error","Columbia County, Florida!!Percent with a disability!!Estimate","Columbia County, Florida!!Percent with a disability!!Margin of Error","Duval County, Florida!!Total!!Estimate","Duval County, Florida!!Total!!Margin of Error","Duval County, Florida!!With a disability!!Estimate","Duval County, Florida!!With a disability!!Margin of Error","Duval County, Florida!!Percent with a disability!!Estimate","Duval County, Florida!!Percent with a disability!!Margin of Error","Escambia County, Florida!!Total!!Estimate","Escambia County, Florida!!Total!!Margin of Error","Escambia County, Florida!!With a disability!!Estimate","Escambia County, Florida!!With a disability!!Margin of Error","Escambia County, Florida!!Percent with a disability!!Estimate","Escambia County, Florida!!Percent with a disability!!Margin of Error","Flagler County, Florida!!Total!!Estimate","Flagler County, Florida!!Total!!Margin of Error","Flagler County, Florida!!With a disability!!Estimate","Flagler County, Florida!!With a disability!!Margin of Error","Flagler County, Florida!!Percent with a disability!!Estimate","Flagler County, Florida!!Percent with a disability!!Margin of Error","Hernando County, Florida!!Total!!Estimate","Hernando County, Florida!!Total!!Margin of Error","Hernando County, Florida!!With a disability!!Estimate","Hernando County, Florida!!With a disability!!Margin of Error","Hernando County, Florida!!Percent with a disability!!Estimate","Hernando County, Florida!!Percent with a disability!!Margin of Error","Highlands County, Florida!!Total!!Estimate","Highlands County, Florida!!Total!!Margin of Error","Highlands County, Florida!!With a disability!!Estimate","Highlands County, Florida!!With a disability!!Margin of Error","Highlands County, Florida!!Percent with a disability!!Estimate","Highlands County, Florida!!Percent with a disability!!Margin of Error","Hillsborough County, Florida!!Total!!Estimate","Hillsborough County, Florida!!Total!!Margin of Error","Hillsborough County, Florida!!With a disability!!Estimate","Hillsborough County, Florida!!With a disability!!Margin of Error","Hillsborough County, Florida!!Percent with a disability!!Estimate","Hillsborough County, Florida!!Percent with a disability!!Margin of Error","Indian River County, Florida!!Total!!Estimate","Indian River County, Florida!!Total!!Margin of Error","Indian River County, Florida!!With a disability!!Estimate","Indian River County, Florida!!With a disability!!Margin of Error","Indian River County, Florida!!Percent with a disability!!Estimate","Indian River County, Florida!!Percent with a disability!!Margin of Error","Lake County, Florida!!Total!!Estimate","Lake County, Florida!!Total!!Margin of Error","Lake County, Florida!!With a disability!!Estimate","Lake County, Florida!!With a disability!!Margin of Error","Lake County, Florida!!Percent with a disability!!Estimate","Lake County, Florida!!Percent with a disability!!Margin of Error","Lee County, Florida!!Total!!Estimate","Lee County, Florida!!Total!!Margin of Error","Lee County, Florida!!With a disability!!Estimate","Lee County, Florida!!With a disability!!Margin of Error","Lee County, Florida!!Percent with a disability!!Estimate","Lee County, Florida!!Percent with a disability!!Margin of Error","Leon County, Florida!!Total!!Estimate","Leon County, Florida!!Total!!Margin of Error","Leon County, Florida!!With a disability!!Estimate","Leon County, Florida!!With a disability!!Margin of Error","Leon County, Florida!!Percent with a disability!!Estimate","Leon County, Florida!!Percent with a disability!!Margin of Error","Manatee County, Florida!!Total!!Estimate","Manatee County, Florida!!Total!!Margin of Error","Manatee County, Florida!!With a disability!!Estimate","Manatee County, Florida!!With a disability!!Margin of Error","Manatee County, Florida!!Percent with a disability!!Estimate","Manatee County, Florida!!Percent with a disability!!Margin of Error","Marion County, Florida!!Total!!Estimate","Marion County, Florida!!Total!!Margin of Error","Marion County, Florida!!With a disability!!Estimate","Marion County, Florida!!With a disability!!Margin of Error","Marion County, Florida!!Percent with a disability!!Estimate","Marion County, Florida!!Percent with a disability!!Margin of Error","Martin County, Florida!!Total!!Estimate","Martin County, Florida!!Total!!Margin of Error","Martin County, Florida!!With a disability!!Estimate","Martin County, Florida!!With a disability!!Margin of Error","Martin County, Florida!!Percent with a disability!!Estimate","Martin County, Florida!!Percent with a disability!!Margin of Error","Miami-Dade County, Florida!!Total!!Estimate","Miami-Dade County, Florida!!Total!!Margin of Error","Miami-Dade County, Florida!!With a disability!!Estimate","Miami-Dade County, Florida!!With a disability!!Margin of Error","Miami-Dade County, Florida!!Percent with a disability!!Estimate","Miami-Dade County, Florida!!Percent with a disability!!Margin of Error","Monroe County, Florida!!Total!!Estimate","Monroe County, Florida!!Total!!Margin of Error","Monroe County, Florida!!With a disability!!Estimate","Monroe County, Florida!!With a disability!!Margin of Error","Monroe County, Florida!!Percent with a disability!!Estimate","Monroe County, Florida!!Percent with a disability!!Margin of Error","Nassau County, Florida!!Total!!Estimate","Nassau County, Florida!!Total!!Margin of Error","Nassau County, Florida!!With a disability!!Estimate","Nassau County, Florida!!With a disability!!Margin of Error","Nassau County, Florida!!Percent with a disability!!Estimate","Nassau County, Florida!!Percent with a disability!!Margin of Error","Okaloosa County, Florida!!Total!!Estimate","Okaloosa County, Florida!!Total!!Margin of Error","Okaloosa County, Florida!!With a disability!!Estimate","Okaloosa County, Florida!!With a disability!!Margin of Error","Okaloosa County, Florida!!Percent with a disability!!Estimate","Okaloosa County, Florida!!Percent with a disability!!Margin of Error","Orange County, Florida!!Total!!Estimate","Orange County, Florida!!Total!!Margin of Error","Orange County, Florida!!With a disability!!Estimate","Orange County, Florida!!With a disability!!Margin of Error","Orange County, Florida!!Percent with a disability!!Estimate","Orange County, Florida!!Percent with a disability!!Margin of Error","Osceola County, Florida!!Total!!Estimate","Osceola County, Florida!!Total!!Margin of Error","Osceola County, Florida!!With a disability!!Estimate","Osceola County, Florida!!With a disability!!Margin of Error","Osceola County, Florida!!Percent with a disability!!Estimate","Osceola County, Florida!!Percent with a disability!!Margin of Error","Palm Beach County, Florida!!Total!!Estimate","Palm Beach County, Florida!!Total!!Margin of Error","Palm Beach County, Florida!!With a disability!!Estimate","Palm Beach County, Florida!!With a disability!!Margin of Error","Palm Beach County, Florida!!Percent with a disability!!Estimate","Palm Beach County, Florida!!Percent with a disability!!Margin of Error","Pasco County, Florida!!Total!!Estimate","Pasco County, Florida!!Total!!Margin of Error","Pasco County, Florida!!With a disability!!Estimate","Pasco County, Florida!!With a disability!!Margin of Error","Pasco County, Florida!!Percent with a disability!!Estimate","Pasco County, Florida!!Percent with a disability!!Margin of Error","Pinellas County, Florida!!Total!!Estimate","Pinellas County, Florida!!Total!!Margin of Error","Pinellas County, Florida!!With a disability!!Estimate","Pinellas County, Florida!!With a disability!!Margin of Error","Pinellas County, Florida!!Percent with a disability!!Estimate","Pinellas County, Florida!!Percent with a disability!!Margin of Error","Polk County, Florida!!Total!!Estimate","Polk County, Florida!!Total!!Margin of Error","Polk County, Florida!!With a disability!!Estimate","Polk County, Florida!!With a disability!!Margin of Error","Polk County, Florida!!Percent with a disability!!Estimate","Polk County, Florida!!Percent with a disability!!Margin of Error","Putnam County, Florida!!Total!!Estimate","Putnam County, Florida!!Total!!Margin of Error","Putnam County, Florida!!With a disability!!Estimate","Putnam County, Florida!!With a disability!!Margin of Error","Putnam County, Florida!!Percent with a disability!!Estimate","Putnam County, Florida!!Percent with a disability!!Margin of Error","St. Johns County, Florida!!Total!!Estimate","St. Johns County, Florida!!Total!!Margin of Error","St. Johns County, Florida!!With a disability!!Estimate","St. Johns County, Florida!!With a disability!!Margin of Error","St. Johns County, Florida!!Percent with a disability!!Estimate","St. Johns County, Florida!!Percent with a disability!!Margin of Error","St. Lucie County, Florida!!Total!!Estimate","St. Lucie County, Florida!!Total!!Margin of Error","St. Lucie County, Florida!!With a disability!!Estimate","St. Lucie County, Florida!!With a disability!!Margin of Error","St. Lucie County, Florida!!Percent with a disability!!Estimate","St. Lucie County, Florida!!Percent with a disability!!Margin of Error","Santa Rosa County, Florida!!Total!!Estimate","Santa Rosa County, Florida!!Total!!Margin of Error","Santa Rosa County, Florida!!With a disability!!Estimate","Santa Rosa County, Florida!!With a disability!!Margin of Error","Santa Rosa County, Florida!!Percent with a disability!!Estimate","Santa Rosa County, Florida!!Percent with a disability!!Margin of Error","Sarasota County, Florida!!Total!!Estimate","Sarasota County, Florida!!Total!!Margin of Error","Sarasota County, Florida!!With a disability!!Estimate","Sarasota County, Florida!!With a disability!!Margin of Error","Sarasota County, Florida!!Percent with a disability!!Estimate","Sarasota County, Florida!!Percent with a disability!!Margin of Error","Seminole County, Florida!!Total!!Estimate","Seminole County, Florida!!Total!!Margin of Error","Seminole County, Florida!!With a disability!!Estimate","Seminole County, Florida!!With a disability!!Margin of Error","Seminole County, Florida!!Percent with a disability!!Estimate","Seminole County, Florida!!Percent with a disability!!Margin of Error","Sumter County, Florida!!Total!!Estimate","Sumter County, Florida!!Total!!Margin of Error","Sumter County, Florida!!With a disability!!Estimate","Sumter County, Florida!!With a disability!!Margin of Error","Sumter County, Florida!!Percent with a disability!!Estimate","Sumter County, Florida!!Percent with a disability!!Margin of Error","Volusia County, Florida!!Total!!Estimate","Volusia County, Florida!!Total!!Margin of Error","Volusia County, Florida!!With a disability!!Estimate","Volusia County, Florida!!With a disability!!Margin of Error","Volusia County, Florida!!Percent with a disability!!Estimate","Volusia County, Florida!!Percent with a disability!!Margin of Error","Walton County, Florida!!Total!!Estimate","Walton County, Florida!!Total!!Margin of Error","Walton County, Florida!!With a disability!!Estimate","Walton County, Florida!!With a disability!!Margin of Error","Walton County, Florida!!Percent with a disability!!Estimate","Walton County, Florida!!Percent with a disability!!Margin of Error","United States!!Total!!Estimate","United States!!Total!!Margin of Error","United States!!With a disability!!Estimate","United States!!With a disability!!Margin of Error","United States!!Percent with a disability!!Estimate","United States!!Percent with a disability!!Margin of Error"
"Total civilian noninstitutionalized population","266,549","±856","30,883","±3,216","11.6%","±1.2","170,632","±862","32,000","±3,734","18.8%","±2.2","596,398","±1,096","95,042","±5,930","15.9%","±1.0","1,941,114","±1,573","216,489","±8,708","11.2%","±0.4","186,002","±698","45,368","±4,091","24.4%","±2.2","147,448","±782","34,755","±3,460","23.6%","±2.4","216,402","±1,181","26,979","±3,162","12.5%","±1.5","383,332","±1,410","47,569","±4,276","12.4%","±1.1","66,783","±1,053","11,951","±1,867","17.9%","±2.8","933,533","±3,413","116,077","±7,653","12.4%","±0.8","301,231","±2,952","52,127","±3,665","17.3%","±1.2","114,318","±634","15,021","±2,130","13.1%","±1.9","192,009","±1,755","41,882","±3,773","21.8%","±1.9","104,995","±1,048","20,775","±2,519","19.8%","±2.4","1,459,415","±1,698","169,914","±7,922","11.6%","±0.5","158,335","±510","22,061","±3,038","13.9%","±1.9","363,745","±975","61,990","±5,449","17.0%","±1.5","765,673","±2,367","113,030","±5,792","14.8%","±0.8","289,917","±1,465","30,481","±3,267","10.5%","±1.1","400,114","±850","56,112","±4,915","14.0%","±1.2","356,778","±1,804","59,088","±5,042","16.6%","±1.4","158,049","±871","25,513","±3,181","16.1%","±2.0","2,696,151","±2,420","273,609","±9,936","10.1%","±0.4","71,680","±1,483","7,105","±1,095","9.9%","±1.5","87,175","±832","16,440","±2,194","18.9%","±2.5","197,374","±1,683","32,059","±3,469","16.2%","±1.8","1,382,152","±1,628","158,047","±9,251","11.4%","±0.7","374,298","±454","49,364","±3,442","13.2%","±0.9","1,483,317","±2,384","187,760","±8,067","12.7%","±0.5","548,036","±1,056","90,972","±5,271","16.6%","±1.0","962,616","±1,428","151,359","±6,973","15.7%","±0.7","716,526","±1,615","105,852","±6,692","14.8%","±0.9","73,528","±555","11,357","±1,713","15.4%","±2.3","263,093","±510","28,329","±3,270","10.8%","±1.2","325,322","±2,698","50,185","±4,909","15.4%","±1.5","173,974","±1,745","30,237","±2,987","17.4%","±1.7","429,861","±1,110","68,888","±4,793","16.0%","±1.1","468,681","±1,196","54,856","±3,978","11.7%","±0.9","122,245","±1,977","25,552","±3,465","20.9%","±2.9","547,881","±973","99,178","±5,781","18.1%","±1.1","72,349","±534","15,603","±2,162","21.6%","±3.0","323,120,678","±17,674","41,089,958","±115,466","12.7%","±0.1"
"    SEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Male","127,072","±1,141","14,766","±2,086","11.6%","±1.7","82,253","±1,315","15,275","±2,471","18.6%","±3.0","290,556","±1,728","47,071","±3,815","16.2%","±1.3","943,115","±1,496","100,006","±5,031","10.6%","±0.5","89,033","±1,372","21,907","±2,751","24.6%","±3.1","70,780","±1,609","16,183","±2,504","22.9%","±3.6","105,855","±1,726","16,054","±2,840","15.2%","±2.7","188,428","±1,693","24,940","±3,369","13.2%","±1.8","31,592","±1,311","6,213","±1,272","19.7%","±4.1","445,986","±2,777","54,410","±3,856","12.2%","±0.9","142,872","±3,070","24,279","±2,641","17.0%","±1.8","53,755","±1,323","7,244","±1,309","13.5%","±2.4","92,426","±1,683","20,287","±2,265","21.9%","±2.4","51,894","±1,463","9,244","±1,402","17.8%","±2.7","710,260","±1,944","81,934","±5,284","11.5%","±0.7","76,969","±1,331","12,364","±2,306","16.1%","±3.0","176,512","±2,192","30,444","±3,277","17.2%","±1.9","375,153","±2,218","55,239","±4,012","14.7%","±1.1","136,562","±1,072","15,473","±1,905","11.3%","±1.4","195,162","±1,351","27,437","±3,075","14.1%","±1.6","170,796","±2,615","29,708","±3,264","17.4%","±1.9","78,741","±1,644","12,381","±1,923","15.7%","±2.3","1,304,723","±2,373","116,133","±6,709","8.9%","±0.5","36,938","±1,447","3,716","±856","10.1%","±2.3","42,522","±1,296","8,060","±1,336","19.0%","±3.2","95,506","±1,750","16,839","±2,426","17.6%","±2.6","674,898","±1,608","73,534","±5,564","10.9%","±0.8","185,712","±825","25,210","±2,811","13.6%","±1.5","716,210","±2,417","89,602","±5,348","12.5%","±0.8","265,871","±1,267","47,066","±3,510","17.7%","±1.3","459,795","±1,251","74,151","±4,763","16.1%","±1.0","349,690","±1,151","52,677","±3,966","15.1%","±1.1","36,410","±872","4,941","±955","13.6%","±2.6","126,737","±975","13,203","±1,983","10.4%","±1.6","155,931","±2,839","24,030","±3,179","15.4%","±2.1","84,847","±1,905","15,253","±2,335","18.0%","±2.7","204,580","±1,124","34,206","±3,318","16.7%","±1.6","225,945","±1,334","23,462","±2,258","10.4%","±1.0","55,856","±2,334","13,074","±2,182","23.4%","±3.8","266,519","±1,235","48,060","±3,503","18.0%","±1.3","36,285","±1,049","9,001","±1,614","24.8%","±4.5","157,833,027","±41,074","19,901,988","±72,503","12.6%","±0.1"
"        Female","139,477","±1,017","16,117","±2,698","11.6%","±1.9","88,379","±1,144","16,725","±2,219","18.9%","±2.5","305,842","±1,757","47,971","±4,274","15.7%","±1.4","997,999","±971","116,483","±5,577","11.7%","±0.6","96,969","±1,245","23,461","±3,098","24.2%","±3.2","76,668","±1,432","18,572","±2,403","24.2%","±3.1","110,547","±1,188","10,925","±1,996","9.9%","±1.8","194,904","±1,080","22,629","±2,491","11.6%","±1.3","35,191","±1,049","5,738","±1,254","16.3%","±3.5","487,547","±1,749","61,667","±5,574","12.6%","±1.1","158,359","±1,287","27,848","±2,287","17.6%","±1.4","60,563","±1,117","7,777","±1,519","12.8%","±2.5","99,583","±1,652","21,595","±2,731","21.7%","±2.7","53,101","±1,181","11,531","±1,705","21.7%","±3.2","749,155","±1,461","87,980","±5,465","11.7%","±0.7","81,366","±1,295","9,697","±1,730","11.9%","±2.1","187,233","±2,191","31,546","±3,602","16.8%","±1.9","390,520","±979","57,791","±4,641","14.8%","±1.2","153,355","±1,141","15,008","±2,032","9.8%","±1.3","204,952","±1,127","28,675","±3,425","14.0%","±1.7","185,982","±2,499","29,380","±2,825","15.8%","±1.5","79,308","±1,554","13,132","±2,428","16.6%","±3.1","1,391,428","±1,352","157,476","±6,644","11.3%","±0.5","34,742","±910","3,389","±739","9.8%","±2.1","44,653","±857","8,380","±1,695","18.8%","±3.8","101,868","±1,297","15,220","±2,148","14.9%","±2.1","707,254","±1,245","84,513","±5,634","11.9%","±0.8","188,586","±846","24,154","±2,329","12.8%","±1.2","767,107","±827","98,158","±4,876","12.8%","±0.6","282,165","±918","43,906","±3,251","15.6%","±1.2","502,821","±1,034","77,208","±5,117","15.4%","±1.0","366,836","±1,328","53,175","±4,890","14.5%","±1.3","37,118","±791","6,416","±1,181","17.3%","±3.2","136,356","±895","15,126","±2,390","11.1%","±1.7","169,391","±1,811","26,155","±3,084","15.4%","±1.8","89,127","±1,080","14,984","±1,821","16.8%","±2.0","225,281","±1,084","34,682","±3,256","15.4%","±1.4","242,736","±1,132","31,394","±3,016","12.9%","±1.2","66,389","±1,828","12,478","±2,384","18.8%","±3.6","281,362","±1,118","51,118","±3,752","18.2%","±1.3","36,064","±976","6,602","±1,377","18.3%","±3.8","165,287,651","±36,898","21,187,970","±68,127","12.8%","±0.1"
"    RACE AND HISPANIC OR LATINO ORIGIN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        White alone","181,144","±2,162","21,259","±2,338","11.7%","±1.3","138,728","±1,570","27,175","±3,429","19.6%","±2.5","488,779","±4,484","81,056","±5,006","16.6%","±1.0","1,174,429","±11,963","144,076","±7,340","12.3%","±0.6","166,933","±1,824","41,449","±4,054","24.8%","±2.4","136,034","±1,487","32,281","±3,207","23.7%","±2.4","168,279","±3,132","22,732","±2,972","13.5%","±1.7","340,789","±3,196","43,074","±3,941","12.6%","±1.1","52,801","±891","9,712","±1,624","18.4%","±3.1","547,096","±7,150","71,187","±5,704","13.0%","±1.1","204,150","±2,838","36,444","±3,546","17.9%","±1.7","93,821","±1,385","13,523","±2,012","14.4%","±2.1","168,264","±2,736","35,980","±3,469","21.4%","±2.0","88,104","±1,743","18,267","±2,375","20.7%","±2.7","1,017,072","±12,542","125,034","±6,237","12.3%","±0.6","136,802","±2,160","19,954","±2,596","14.6%","±1.9","295,938","±5,800","52,635","±4,509","17.8%","±1.5","640,961","±7,736","99,127","±5,786","15.5%","±0.9","176,960","±1,956","19,598","±1,867","11.1%","±1.1","341,597","±3,650","50,450","±4,558","14.8%","±1.4","294,390","±2,949","52,054","±4,615","17.7%","±1.6","142,278","±1,908","23,438","±2,990","16.5%","±2.1","2,040,743","±13,839","202,783","±8,555","9.9%","±0.4","61,878","±1,682","5,986","±895","9.7%","±1.5","77,733","±1,413","14,721","±1,901","18.9%","±2.4","152,727","±1,998","25,135","±3,174","16.5%","±2.1","878,900","±12,226","101,428","±7,417","11.5%","±0.8","268,334","±8,785","36,087","±4,326","13.4%","±1.6","1,075,646","±7,806","147,381","±6,107","13.7%","±0.6","470,887","±3,329","81,012","±4,829","17.2%","±1.0","781,878","±4,338","129,045","±6,112","16.5%","±0.8","538,554","±9,514","85,146","±5,714","15.8%","±1.0","59,482","±599","9,657","±1,676","16.2%","±2.8","232,107","±1,806","25,799","±2,979","11.1%","±1.3","234,449","±5,148","39,869","±4,204","17.0%","±1.8","152,301","±2,224","26,541","±2,856","17.4%","±1.8","389,022","±2,831","61,665","±4,745","15.9%","±1.2","335,281","±7,025","42,151","±3,299","12.6%","±0.9","113,772","±1,600","23,467","±3,228","20.6%","±2.9","431,056","±6,325","80,033","±5,239","18.6%","±1.2","64,120","±1,300","13,983","±2,225","21.8%","±3.4","233,212,096","±100,367","30,878,182","±102,831","13.2%","±0.1"
"        Black or African American alone","50,211","±2,554","7,397","±1,871","14.7%","±3.6","16,516","±2,041","3,104","±877","18.8%","±5.3","52,441","±4,961","7,644","±2,018","14.6%","±3.9","558,056","±8,321","53,316","±3,878","9.6%","±0.7","9,219","±1,276","2,149","±1,080","23.3%","±11.7","4,576","±1,343","1,178","±705","25.7%","±12.7","26,354","±1,865","2,166","±1,014","8.2%","±3.9","25,758","±1,211","2,591","±1,303","10.1%","±5.0","10,935","±1,451","1,346","±869","12.3%","±7.8","278,372","±4,719","36,003","±4,182","12.9%","±1.5","66,622","±2,935","11,996","±2,113","18.0%","±3.2","10,104","±1,838","791","±464","7.8%","±5.0","10,643","±1,506","2,915","±901","27.4%","±8.2","11,577","±553","1,406","±713","12.1%","±6.1","251,205","±7,982","28,891","±3,422","11.5%","±1.4","15,277","±1,134","1,696","±1,323","11.1%","±8.6","38,184","±3,827","5,281","±2,016","13.8%","±5.2","65,150","±3,313","8,636","±1,641","13.3%","±2.4","90,509","±2,307","9,262","±1,944","10.2%","±2.2","35,601","±1,244","3,387","±1,683","9.5%","±4.7","45,219","±1,570","4,582","±1,448","10.1%","±3.2","6,920","±1,486","1,263","±1,094","18.3%","±15.7","448,862","±6,475","52,657","±4,847","11.7%","±1.1","5,781","±1,054","892","±703","15.4%","±12.0","5,194","±1,111","1,104","±495","21.3%","±11.1","14,808","±2,532","2,455","±1,079","16.6%","±7.0","292,082","±7,010","32,369","±4,057","11.1%","±1.4","45,051","±5,445","4,891","±1,319","10.9%","±3.1","279,209","±5,090","28,481","±4,232","10.2%","±1.5","33,145","±2,524","3,632","±965","11.0%","±3.0","96,239","±4,324","12,852","±2,386","13.4%","±2.6","108,132","±3,446","13,624","±2,525","12.6%","±2.3","11,797","±499","1,128","±664","9.6%","±5.7","14,889","±1,849","1,481","±901","9.9%","±5.6","63,215","±6,085","7,579","±1,691","12.0%","±2.9","7,390","±1,584","1,197","±933","16.2%","±11.5","18,225","±2,018","5,231","±1,597","28.7%","±8.7","58,942","±4,264","6,926","±1,678","11.8%","±2.8","N","N","N","N","N","N","57,794","±2,308","8,019","±1,489","13.9%","±2.6","N","N","N","N","N","N","40,702,085","±78,149","5,743,213","±49,644","14.1%","±0.1"
"        American Indian and Alaska Native alone","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","4,761","±1,121","375","±270","7.9%","±5.9","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","4,788","±2,580","988","±602","20.6%","±15.3","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","1,456","±578","548","±318","37.6%","±26.6","2,496","±816","523","±362","21.0%","±14.0","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2,777,677","±33,436","477,954","±11,142","17.2%","±0.4"
"        Asian alone","15,637","±1,198","710","±605","4.5%","±3.9","N","N","N","N","N","N","14,989","±2,119","2,735","±1,175","18.2%","±8.2","73,026","±2,205","5,798","±1,595","7.9%","±2.1","2,523","±401","787","±390","31.2%","±15.1","N","N","N","N","N","N","6,291","±829","964","±513","15.3%","±8.1","5,976","±381","838","±644","14.0%","±10.8","N","N","N","N","N","N","43,859","±3,609","3,030","±1,147","6.9%","±2.6","7,478","±1,228","714","±417","9.5%","±5.4","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","59,934","±2,626","3,635","±1,069","6.1%","±1.7","N","N","N","N","N","N","N","N","N","N","N","N","12,761","±1,354","1,268","±601","9.9%","±5.2","11,072","±589","507","±334","4.6%","±3.1","8,590","±716","523","±471","6.1%","±5.4","4,087","±1,189","552","±440","13.5%","±11.2","N","N","N","N","N","N","42,165","±2,099","3,673","±1,144","8.7%","±2.7","N","N","N","N","N","N","N","N","N","N","N","N","6,468","±1,002","344","±297","5.3%","±4.4","75,144","±2,526","6,627","±1,461","8.8%","±2.0","10,167","±917","1,158","±597","11.4%","±5.9","41,831","±2,029","4,386","±1,450","10.5%","±3.4","14,880","±1,098","1,604","±595","10.8%","±4.0","33,647","±1,530","3,285","±1,161","9.8%","±3.5","13,001","±1,694","1,284","±560","9.9%","±4.1","N","N","N","N","N","N","N","N","N","N","N","N","6,945","±550","1,171","±689","16.9%","±10.0","3,918","±979","1,090","±333","27.8%","±9.6","7,194","±1,236","442","±373","6.1%","±5.4","22,594","±1,406","1,244","±432","5.5%","±1.9","N","N","N","N","N","N","10,431","±1,115","1,721","±1,081","16.5%","±10.4","N","N","N","N","N","N","18,534,191","±40,253","1,342,054","±18,976","7.2%","±0.1"
